出現形	正解	予測
子宮頚部ポリープ	子宮頚管ポリープ	ヘルペスウイルス性湿疹
両側大腰筋血腫	血腫	床形態歯周治療用装置破損
ＰＳＬＮ転移	大動脈周囲リンパ節転移	胸膜播種
咽頭部疼痛	咽頭痛	角膜上皮損傷
肺腫瘍塞栓症	肺腫瘍	手掌部皮下腫瘤
羊水過多	羊水過多症	膀胱白板症
筋肉痛症状	筋肉痛	内反小趾
心外膜石灰化	心膜石灰化	サイトメガロウイルス脊髄炎
右下肢急性動脈閉塞症	下肢急性動脈閉塞症	内反小趾
４型進行胃癌	胃進行癌	突発性咽頭出血
圧迫性脊髄症	脊髄症	総胆管のう腫
出血源不明	出血	甲状腺出血
貧血性網膜症	貧血網膜症	慢性歯肉炎
椎間板突出	椎間板症	内反小趾
カルチノイド腫瘍	カルチノイド	若年者キーンベック病
心臓内腫瘤	腫瘤	産科的創傷の血腫
日中気分不快	悪心	症候性そう痒症
多発性嚢胞肝	多発性肝のう胞	前腕血栓性静脈炎
仙骨奇形	仙骨部奇形	産科的創傷の血腫
けいれん再発	痙攣	第４趾有棘細胞癌
遊走性静脈炎	遊走性血栓性静脈炎	前額部扁平母斑
左胸膜炎	胸膜炎	大動脈弁狭窄症兼僧帽弁閉鎖不全症兼三尖弁閉鎖不全症
直腸癌術後異時性肝転移	転移性肝癌	前足部痛
手指痺れ	しびれ感	症候性そう痒症
左卵管水腫	卵管留水症	床形態歯周治療用装置破損
歩行時呼吸困難	労作時呼吸困難	内側半月板断裂
ガーゼ出血	出血	内反小趾
老人性紅皮症	紅皮症	膀胱白板症
右被殻脳梗塞	被殻出血	産科的創傷の血腫
自律神経ニューロパチー	自律神経性ニューロパチー	内反小趾
子宮頚部嚢胞	子宮頚部腫瘍	前足部痛
右原発閉塞隅角緑内障	原発閉塞隅角緑内障	化膿性リンパ節炎
腺腫内癌	癌	突発性咽頭出血
両下肢浮腫軽度	下肢浮腫	内反小趾
右化膿性肩関節炎	化膿性関節炎・肩関節	流産後尿細管壊死
膣転移	腟癌	手掌部皮下腫瘤
体力低下著明	体力低下	膀胱白板症
左小脳陳旧性梗塞	陳旧性脳梗塞	産科的創傷の血腫
淡黄色粘稠痰	喀痰	胸椎部挫傷
外傷所見	外傷	多尿
発赤局面	発赤	化膿性リンパ節炎
膀胱癌既往	膀胱癌	新生児一過性低血糖症
左末梢性肺動脈狭窄	肺動脈狭窄症	サイトメガロウイルス脊髄炎
骨代謝異常	代謝障害	内側半月板断裂
心陰影拡大	胸部異常陰影	ＨＴＬＶ−１感染症
腎動脈下腹部大動脈瘤	腹部大動脈瘤	サイトメガロウイルス脊髄炎
腸管壁内気腫	皮下気腫	大動脈弁狭窄症兼三尖弁閉鎖不全症
慢性活動性ＥＢＶ感染症	ＥＢウイルス感染症	子宮線維症
足関節圧痛	関節痛	エーテル中毒症
夕方発熱	発熱	角膜上皮損傷
顔面紅班	紅斑症	腎脂肪腫
排便痛	排便障害	症候性そう痒症
左水腎	水腎症	眼瞼異物残留
代謝異常	代謝障害	肺活量減少
両下肢リンハ゜浮腫	下肢リンパ浮腫	内反小趾
左頸部ＬＮ腫脹	肘リンパ節腫脹	床形態歯周治療用装置破損
肺門部リンパ節腫脹	リンパ節腫大	床形態歯周治療用装置破損
呼吸困難感軽度	呼吸麻痺	症候性そう痒症
左膝窩動脈血栓症	動脈血栓症	床形態歯周治療用装置破損
左股関節脱臼	股関節脱臼	多尿
ルーフ゜ス腎炎	ループス腎炎	子宮線維症
鼠径部腫脹	鼡径部腫脹	多尿
内鼠径ヘルニア	内鼡径ヘルニア	足背部第２度熱傷
左頬部血管腫	頬部血管腫	前足部痛
開口制限	開口不全	内反小趾
変形性関節炎	変形性関節症	甲状腺出血
初回歩行時ふらつき	よろめき歩行	膀胱白板症
洞性頻脈	洞頻脈	内反小趾
腹膜播種巣	腹膜播種	肝腫瘤
アレルギ—性結膜炎	アレルギー性結膜炎	膀胱白板症
鼠径部血腫	血腫	床形態歯周治療用装置破損
暗赤色嘔吐	嘔吐症	肺活量減少
直腸癌ＯＰ	直腸癌	胸膜播種
左増殖性糖尿病網膜症	糖尿病網膜症	臍帯卵膜付着による新生児の障害
レム睡眠行動異常	異常行動	肺活量減少
左大腿有棘細胞癌	大腿有棘細胞癌	若年者キーンベック病
声帯癌	声門癌	胸膜播種
左大腿部疼痛	大腿痛	症候性そう痒症
右顎関節症	顎関節症	症候性そう痒症
骨頭壊死	骨壊死	多尿
中枢神経浸潤	中枢神経系損傷	眼瞼異物残留
直腸皮下瘻孔	難治性瘻孔	大動脈弁狭窄症兼三尖弁閉鎖不全症
胆嚢腫大	胆のう肥大	前足部痛
Ｈｅｅｒｆｏｒｄｔ症候群	ぶどう膜耳下腺熱	内反小趾
前立腺癌既往	前立腺癌	若年者キーンベック病
ダグラス窩腹水	腹水症	総胆管のう腫
失見当障害	見当識障害	症候性そう痒症
ツツガムシ感染症	つつが虫病	先天性限局白皮症
特発性血小板減少症紫斑病	特発性血小板減少性紫斑病	ＨＴＬＶ−１感染症
前立腺浮腫	浮腫	視路疾患
胞性腫瘤	腫瘤	第４趾有棘細胞癌
右鼠径リンパ節腫脹	鼡径部リンパ節腫脹	若年者キーンベック病
ＡＡＡ破裂	腹部大動脈瘤	産科的創傷の血腫
夜間覚醒	不眠症	大動脈弁狭窄症兼僧帽弁閉鎖不全症兼三尖弁閉鎖不全症
初発癌	癌	抗生物質起因性腸炎
右迷走神経鞘腫	神経鞘腫	足底部打撲傷
痙攣様	痙攣	内反小趾
機会誤嚥	嚥下障害	症候性そう痒症
大腿静脈血栓	静脈血栓症	床形態歯周治療用装置破損
股関節部骨折	股関節骨折	多尿
吸収不全症侯群	吸収不良症候群	ＨＴＬＶ−１感染症
新生血管緑内障	緑内障	化膿性リンパ節炎
甲状腺低下症	甲状腺機能低下症	化膿性リンパ節炎
アメーバ肝膿瘍	肝アメーバ症	臍帯卵膜付着による新生児の障害
先天性真珠腫	真珠腫	若年者キーンベック病
頭部皮膚欠損	頭部皮膚欠損創	多尿
右肺門部浸潤影	胸部異常陰影	むちうち損傷
食道悪性腫瘍	食道癌	臍帯卵膜付着による新生児の障害
傍大動脈リンパ節転移	大動脈周囲リンパ節転移	慢性歯肉炎
ビタミンＤ欠乏	ビタミンＤ欠乏症	胸膜播種
レントゲン異常	胸部異常陰影	胸膜播種
器質的心疾患	心疾患	視路疾患
温痛覚	温痛覚過敏	角膜上皮損傷
両側内反足	内反足	大動脈弁狭窄症兼僧帽弁閉鎖不全症兼三尖弁閉鎖不全症
低酸素症状	低酸素性脳症	肺活量減少
粘稠痰少量	喀痰	肺活量減少
ダンベル型腫瘍	腫瘍	床形態歯周治療用装置破損
催不整脈作用	不整脈	化膿性リンパ節炎
左腋窩汗腺癌	汗腺癌	足底部打撲傷
感染性仮性嚢胞	仮性膵のう胞	視路疾患
乳房熱感	ほてり	角膜上皮損傷
大腸穿孔	腸穿孔	第４趾有棘細胞癌
腎瘢痕	瘢痕	致死型表皮水疱症
孤立性左室緻密化障害	孤立性心筋緻密化障害	産科的創傷の血腫
進行性顔面片側萎縮症	顔面痙攣症	アフラトキシン中毒
左手関節痛	手関節痛	症候性そう痒症
右鼠径部腫脹	鼡径部腫脹	若年者キーンベック病
びりびりしたしびれ	しびれ感	内反小趾
発赤軽減	発赤	完全大血管転位症１型
悪寒等	悪寒	視路疾患
非逆流性食道炎	食道炎	子宮線維症
甲状腺萎縮	後天性甲状腺萎縮	多尿
呼吸苦自覚症状	呼吸困難	症候性そう痒症
多発単神経障害	多発性単ニューロパチー	内側半月板断裂
中毒性	中毒	肺活量減少
右肺上葉結節影	胸部異常陰影	唾液腺管閉鎖
骨膜肥厚	肥厚性皮膚骨膜症	多尿
リステリア感染症	リステリア症	膀胱内異物
アルコール性脂肪性肝炎	アルコール性脂肪肝	視路疾患
脳室穿破	脳出血	多尿
鼠径部リンパ節腫大	鼡径部リンパ節腫脹	若年者キーンベック病
吐気治	嘔気	内側半月板断裂
右鼡径部リンパ節腫脹	鼡径部リンパ節腫脹	臍帯卵膜付着による新生児の障害
多発肺塞栓	肺塞栓症	胸膜播種
右腋窩リンパ節転位	腋窩リンパ節転移	臍帯卵膜付着による新生児の障害
重度右片麻痺	片麻痺	内反小趾
両側乳房腫瘤	乳房腫瘤	内反小趾
原発不明癌頸部リンパ節転移	頚部リンパ節転移	若年者キーンベック病
後腹膜脂胞肉腫	後腹膜脂肪肉腫	肝門部リンパ節転移
胆管閉塞機転	胆管閉塞症	眼瞼異物残留
右下葉原発扁平上皮癌	下葉肺扁平上皮癌	若年者キーンベック病
腰椎圧迫骨折既往	腰椎圧迫骨折	多尿
便秘悪化	便秘症	躁病発作
潜血３	顕微鏡的血尿	膀胱白板症
アレルギー性血管浮腫	浮腫	視路疾患
肺動脈分岐部狭窄	肺動脈分岐部狭窄症	サイトメガロウイルス脊髄炎
顕微的血尿	血尿	視路疾患
右鼡径リンパ節腫脹	鼡径部リンパ節腫脹	床形態歯周治療用装置破損
左足多趾症	多趾症	症候性そう痒症
日中痛み	疼痛	症候性そう痒症
不安感	不安障害	症候性そう痒症
眼球運動痛	疼痛	大動脈弁狭窄症兼僧帽弁閉鎖不全症兼三尖弁閉鎖不全症
腰椎変性側弯症	腰椎側弯症	総胆管のう腫
右腎低形成	低形成腎	視路疾患
Ｙｅｒｓｉｎｉａ　ｅｎｔｅｒｏｃｏｌｉｔｉｃａ感染症	エルシニア菌食中毒	化膿性リンパ節炎
膿胸合併肺放線菌症	肺放線菌症	化膿性リンパ節炎
チクチク痛む	チクチク感	内反小趾
左水尿管症	水尿管症	視路疾患
多発肺内転移	転移性肺癌	胸膜播種
左下葉肺癌断端再発	下葉肺癌	抗生物質起因性腸炎
右大腿部発赤	下腿発赤	義歯性潰瘍
右顔面打撲	顔面打撲傷	多尿
糖尿病性自律神経障害	糖尿病性自律神経ニューロパチー	静脈瘤性動脈瘤
分破水	破水	膀胱白板症
重症マイコプラズマ肺炎	マイコプラズマ肺炎	化膿性リンパ節炎
卵巣嚢腫破裂	卵巣のう腫破裂	若年者キーンベック病
抗原血症	サイトメガロウイルス感染症	急性小腸虚血
褥瘡発症	褥瘡	大動脈弁狭窄症兼僧帽弁閉鎖不全症兼三尖弁閉鎖不全症
甲状軟骨浸潤	甲状軟骨の悪性腫瘍	床形態歯周治療用装置破損
潜在性副腎皮質機能低下症	副腎皮質機能低下症	前立腺膿瘍
眼球陷凹	眼球陥没	尿崩症
両足趾潰瘍	趾皮膚潰瘍	多尿
過換気症状	過換気症	内側半月板断裂
左鎖骨下リンパ節転移	リンパ節転移	床形態歯周治療用装置破損
上右卵管留血腫	卵管留血腫	床形態歯周治療用装置破損
濾胞性リンパ腫再発	濾胞性リンパ腫	突発性咽頭出血
両眼糖尿病性網膜症	糖尿病網膜症	眼窩内粘液腫
左外傷性大腿骨頭壊死	外傷性大腿骨頭壊死	多尿
肝臓病変	肝疾患	視路疾患
右第１趾潰瘍	趾皮膚潰瘍	多尿
腋窩痛	腋窩部痛	角膜上皮損傷
踵部発赤	発赤	完全大血管転位症１型
両側ぶどう膜炎	ぶどう膜炎	膀胱白板症
右アスペルギルス肺炎	肺アスペルギルス症	むちうち損傷
痔疾患	痔核	症候性そう痒症
無疱疹帯状疱疹	帯状疱疹	斜台部脊索腫
吐き気軽度	嘔気	内側半月板断裂
非結核性抗酸菌性人工関節感染症	非結核性抗酸菌症	床形態歯周治療用装置破損
両下肢不随意運動	不随意運動症	大動脈弁狭窄症兼僧帽弁閉鎖不全症兼三尖弁閉鎖不全症
前胸痛	胸痛	エーテル中毒症
洞結節不全症候群	洞不全症候群	産科的創傷の血腫
結腸皮膚瘻	皮膚瘻	大動脈弁狭窄症兼三尖弁閉鎖不全症
患肢熱感	ほてり	角膜上皮損傷
両側腎膿瘍	腎膿瘍	前足部痛
右喉頭腫瘍	喉頭腫瘍	内反小趾
潜血	顕微鏡的血尿	眼部外傷性異物
細菌性脳動脈瘤破裂	脳動脈瘤破裂	産科的創傷の血腫
右鼡径部皮下出血	皮下出血	第４趾有棘細胞癌
右下腿筋肉内出血	筋肉内血腫	内反小趾
痒感	そう痒	急性顎骨骨髄炎
大動脈リンパ節転移	大動脈周囲リンパ節転移	慢性歯肉炎
心内血栓	心内血栓症	内側半月板断裂
術後出血	後出血	肝腫瘤
気分悪	悪心	症候性そう痒症
腰部脊椎管狭窄症	腰部脊柱管狭窄症	内反小趾
遠位弓部嚢状動脈瘤	動脈瘤	産科的創傷の血腫
左総腸骨動脈狭窄	総腸骨動脈狭窄	第４趾有棘細胞癌
尿潜血遷延	顕微鏡的血尿	胸膜播種
夜間悪寒	悪寒	中指末節骨骨折
造骨性骨転移	骨転移癌	床形態歯周治療用装置破損
腫瘍制御	腫瘍	床形態歯周治療用装置破損
失調性構音障害	構音障害	症候性そう痒症
右上腕骨頸部骨折	上腕骨頚部骨折	多尿
リンハ゜節腫大	リンパ節腫大	床形態歯周治療用装置破損
皮疹拡大傾向	発疹	斜台部脊索腫
依然浮腫	浮腫	視路疾患
右足底部蜂窩織炎	足蜂巣炎	総胆管のう腫
血栓閉塞型大動脈解離	早期血栓閉鎖型大動脈解離	産科的創傷の血腫
急性期脳血管障害	脳血管障害	サドマゾヒズム
朝方痰	喀痰	中指末節骨骨折
進行性直腸癌	直腸癌	突発性咽頭出血
小腸型クローン病	小腸クローン病	胸膜播種
軽度すりガラス影	胸部異常陰影	網膜静脈血栓症
二次性血小板増多症	血小板増加症	２型糖尿病・関節合併症あり
胃膵嚢胞	膵のう胞	前足部痛
最近浮腫	浮腫	視路疾患
右顔面疼痛	顔面痛	大動脈弁狭窄症兼僧帽弁閉鎖不全症兼三尖弁閉鎖不全症
便失禁多量	便失禁	化膿性リンパ節炎
労作時頻脈	頻脈症	症候性そう痒症
両下肢結節性紅斑	結節性紅斑	慢性肺気腫
重症胆管炎	胆管炎	総胆管のう腫
右側胸部痛	胸痛	エーテル中毒症
右小指基節骨骨折	小指基節骨骨折	多尿
右足背腫脹	足背腫脹	義歯性潰瘍
右上肢発赤	発赤	内反小趾
呂律のまわりにくさ	構音障害	症候性そう痒症
アミオダロン誘発性甲状腺中毒症	薬剤性甲状腺機能障害	胸膜播種
左胸部痛	胸痛	エーテル中毒症
右大腿痛	大腿痛	内反小趾
左下腿ＤＶＴ	下腿静脈血栓症	内反小趾
動悸等症状	動悸	症候性そう痒症
紫斑	紫斑病	化膿性リンパ節炎
致死性不整脈出現	不整脈	内反小趾
顆粒膜細胞腫	卵巣顆粒膜細胞腫	床形態歯周治療用装置破損
一瞬痛み	疼痛	症候性そう痒症
意識障害患者	意識障害	内側半月板断裂
切迫早産腹緊	切迫早産	エーテル中毒症
難治性皮膚非定型抗酸菌症	非結核性抗酸菌症	化膿性リンパ節炎
頚部鈍痛	鈍痛	内反小趾
発赤範囲	発赤	先天性限局白皮症
左腕腫脹	前腕腫脹	多尿
右肺上葉陰影	胸部異常陰影	むちうち損傷
右上葉肺結節	結節性肺結核	２型糖尿病・関節合併症あり
空腹時高血糖	高血糖症	膀胱白板症
右麻痺	片麻痺	内反小趾
味覚変化	味覚障害	症候性そう痒症
器質化肺炎	特発性器質化肺炎	化膿性リンパ節炎
浮腫悪化	浮腫	視路疾患
凝固異常症	血液凝固異常	流産後尿細管壊死
右側頭葉脳梗塞	脳梗塞	産科的創傷の血腫
両側下顎骨折	下顎骨骨折	多尿
左頭頂葉神経膠腫	頭頂葉神経膠腫	臍帯卵膜付着による新生児の障害
骨盤内多発リンパ節転移	骨盤内リンパ節転移	慢性歯肉炎
直腸閉塞	直腸閉鎖	第４趾有棘細胞癌
運動ニューロン病	運動ニューロン疾患	肺活量減少
肺犬糸状虫症	犬糸状虫症	化膿性リンパ節炎
軽度骨棘	骨棘	多尿
疲労感少	疲労感	症候性そう痒症
多発性肝腫瘤	肝腫瘍	腰部尋常性乾癬
意味性錯語	文意失語症	症候性そう痒症
ｃｏａｒｓｅ　ｃｒａｃｋｌｅｓ	湿性ラ音	膀胱白板症
緑色下痢便	下痢症	膀胱白板症
皮膚損傷リスク	皮膚損傷	多尿
左母指痛	母指痛	症候性そう痒症
ＡＶブロック	房室ブロック	内反小趾
前縦隔ＬＮ転移	縦隔リンパ節転移	慢性歯肉炎
間質性肺炎発症	間質性肺炎	化膿性リンパ節炎
外側脱臼	脱臼	第４趾有棘細胞癌
右環指基節骨骨折	環指基節骨骨折	産科的創傷の血腫
左殿部疼痛	殿部痛	症候性そう痒症
両側錐体路障害	錐体路障害	正中頚のう胞
両足しびれ	下肢しびれ	内反小趾
膜性増殖性	膜性増殖性糸球体腎炎	膀胱内異物
頻脈性心房粗動	心房粗動	甲状腺出血
下肢血流障害	下肢血行障害	総胆管のう腫
左肺上葉大細胞癌	上葉肺大細胞癌	抗生物質起因性腸炎
結核性肋膜炎	結核性胸膜炎	床形態歯周治療用装置破損
疼痛有	疼痛	内反小趾
実質外腫瘤	腫瘤	第４趾有棘細胞癌
骨盤部リンパ節転移	骨盤内リンパ節転移	床形態歯周治療用装置破損
左三叉神経帯状疱疹	三叉神経帯状疱疹	内反小趾
間質性肺炎悪化	間質性肺炎	化膿性リンパ節炎
仙骨部骨折	仙骨骨折	多尿
重症低体温症	低体温	甲状腺出血
関節炎悪化	関節炎	症候性そう痒症
右尖足	尖足	内反小趾
両手指浮腫	浮腫	内反小趾
左主気管支狭窄	気管支狭窄症	化膿性リンパ節炎
浸潤癌化	癌	抗生物質起因性腸炎
就寝後呼吸困難	呼吸困難	症候性そう痒症
仮性膵嚢胞	仮性膵のう胞	突発性咽頭出血
右肺上葉癌	上葉肺癌	ＨＴＬＶ−１感染症
訪室時疼痛	疼痛	症候性そう痒症
膠原病様症状	膠原病	急性小腸虚血
軽度黄染	黄疸	膀胱白板症
転移性膵癌	膵癌	新生児一過性低血糖症
除皮質硬直様	除皮質硬直	多尿
間歇跛行	間欠性跛行	症候性そう痒症
動脈瘤コイル塞栓術	動脈瘤	産科的創傷の血腫
紅斑散在	紅斑症	内反小趾
右膝疼痛	膝関節痛	症候性そう痒症
食思不振傾向	食欲不振	視路疾患
皮内腫瘍	腫瘍	糖原病
左前床突起部髄膜腫	髄膜腫	若年者キーンベック病
右脳梗塞	脳梗塞	産科的創傷の血腫
軽度腹部痛	腹痛症	総胆管のう腫
多発毛細血管拡張	オスラー病	サイトメガロウイルス脊髄炎
不整脈誘発	不整脈	甲状腺出血
左肺動脈ＰＥ	肺動脈血栓塞栓症	サイトメガロウイルス脊髄炎
胃潰瘍再発	胃潰瘍瘢痕	多尿
境界域精神発達遅滞	知的障害	症候性そう痒症
胆石膵炎	胆石性膵炎	手掌有棘細胞癌
右腕頭動脈瘤	腕頭動脈瘤	産科的創傷の血腫
外陰部ｐａｇｅｔ癌	外陰部パジェット病	傍矢状洞髄膜腫
リウマチ様症状	関節リウマチ	ＴＦＣＣ損傷
肺癌性リンパ管症	癌性リンパ管症	胸膜播種
左上腕骨顆部骨折	上腕骨顆部骨折	多尿
骨盤位妊娠	骨盤位	症候性そう痒症
大腿骨骨折後	大腿骨骨折	多尿
左椎間孔狭窄	結合組織性椎間孔狭窄症	頚部血管損傷後遺症
前立腺軽度腫大	前立腺肥大症	内反小趾
下顎腫脹	下顎部腫脹	内反小趾
鼻中隔弯曲	鼻中隔弯曲症	症候性そう痒症
大腸憩室症	多発性大腸憩室症	胸膜播種
逆流性食道炎無	逆流性食道炎	化膿性リンパ節炎
致死性偽膜性腸炎	偽膜性腸炎	膀胱白板症
眼窩蜂窩織炎	眼窩蜂巣炎	下顎打撲傷
排尿後痛	排尿痛	視路疾患
右腹痛	腹痛症	症候性そう痒症
嚥下耳痛	耳痛症	症候性そう痒症
茶色出血	出血	膀胱白板症
左下葉扁平上皮癌	下葉肺扁平上皮癌	若年者キーンベック病
右腎梗塞	腎梗塞	眼瞼異物残留
原発性ヘモクロマトーシス	ヘモクロマトーシス	胸膜播種
右前頭葉膠芽腫	前頭葉膠芽腫	前足部痛
急性水頭症	水頭症	膀胱白板症
活動性肺結核所見	活動性肺結核	胸膜播種
右眼白内障	白内障	化膿性リンパ節炎
本日胸痛	胸痛	症候性そう痒症
直腸膀膀胱窩	直腸膀胱瘻	前足部痛
頚部結核性リンパ節炎	結核性リンパ節炎	床形態歯周治療用装置破損
左橈骨遠位骨折	橈骨遠位端骨折	多尿
逆行性Ｐ波	心電図異常	化膿性リンパ節炎
しびれない	しびれ感	内反小趾
臀部圧痛	圧痛	症候性そう痒症
咽頭血腫	咽頭部血腫	肝腫瘤
膀胱癌再発	膀胱癌	新生児一過性低血糖症
多発皮下転移	皮下腫瘍	臍帯卵膜付着による新生児の障害
両側肺動脈血栓塞栓症	肺動脈血栓塞栓症	サイトメガロウイルス脊髄炎
副鼻腔病変	副鼻	化膿性リンパ節炎
安静時呼吸苦	呼吸困難	症候性そう痒症
左胸膜播種	胸膜播種	肝腫瘤
陰嚢疼痛	陰のう痛	角膜上皮損傷
上眼瞼腫脹	眼瞼浮腫	大動脈弁狭窄症兼三尖弁閉鎖不全症
右下肢複雑骨折	開放骨折	多尿
可動性良好腫瘤	腫瘤	第４趾有棘細胞癌
両頬部発赤	発赤	完全大血管転位症１型
感染性肝嚢胞	肝のう胞	視路疾患
左鼡径部腫脹	鼡径部腫脹	大動脈弁狭窄症兼三尖弁閉鎖不全症
突然呼吸困難	呼吸困難	肺活量減少
皮下出血斑	皮下出血	内反小趾
右下腿骨髄炎	大腿骨骨髄炎	総胆管のう腫
平行機能障害	平衡異常	症候性そう痒症
元々杖歩行	歩行障害	症候性そう痒症
両下肢腫脹	下肢腫脹	内反小趾
左傍矢状洞髄膜腫	傍矢状洞髄膜腫	若年者キーンベック病
限局性皮膚硬化型全身性強皮症	全身性強皮症	慢性肺気腫
毎回失禁	尿失禁症	膀胱白板症
右小脳腫瘍	小脳腫瘍	若年者キーンベック病
続発性サルコペニア	サルコペニア	胸膜播種
非医原性左尿管狭窄	尿管狭窄	胸膜播種
下腿血腫	血腫	床形態歯周治療用装置破損
逆流性膀胱炎	膀胱尿管逆流	眼瞼異物残留
覚醒時疼痛	疼痛	症候性そう痒症
左大転子部発赤	発赤	完全大血管転位症１型
卵巣原発腫瘍	卵巣腫瘍	床形態歯周治療用装置破損
リンパ腫再発	悪性リンパ腫	床形態歯周治療用装置破損
重度運動障害性構音障害	構音障害	症候性そう痒症
右肩周囲炎	肩周囲炎	肺動脈分岐部狭窄症
軽度動悸	動悸	症候性そう痒症
左ポスナーシュロスマン症候群	ポスナーシュロスマン症候群	化膿性リンパ節炎
液体貯留	体液貯留	床形態歯周治療用装置破損
低張性低ナトリウム血症	低ナトリウム血症	膀胱白板症
癌性胸腹膜炎	癌性腹膜炎	臍帯卵膜付着による新生児の障害
心臓内腫瘍	心臓腫瘍	床形態歯周治療用装置破損
左坐骨神経麻痺	坐骨神経麻痺	内反小趾
リステリア髄膜脳炎	リステリア性髄膜脳炎	膀胱白板症
点圧痛	圧痛	総胆管のう腫
帯状疱疹ウイルス脳炎	帯状疱疹性脳炎	胆のう瘻
齲蝕	う蝕	網膜静脈血栓症
腎性急性腎障害	腎障害	眼瞼異物残留
喉頭嚢胞	喉頭のう胞	突発性咽頭出血
甲状腺乳頭腺癌	甲状腺乳頭癌	突発性咽頭出血
左上下肢しびれ	半身しびれ	内反小趾
心筋傷害	心筋疾患	産科的創傷の血腫
圧迫性骨折	圧迫骨折	多尿
胆嚢胆石	胆泥	頭蓋癒合不全
縱隔リンパ節転移	縦隔リンパ節転移	臍帯卵膜付着による新生児の障害
悪性細胞	癌	突発性咽頭出血
Ｌｉｓｔｅｒｉａ　ｍｏｎｏｃｙｔｏｇｅｎｅｓ敗血症	敗血症	甲状腺出血
パニック症侯群	パニック障害	静脈内膜炎
アレルギー性肺アスペルギルス症	アレルギー性気管支肺アスペルギルス症	化膿性リンパ節炎
左下肢原発性リンパ浮腫	リンパ浮腫	内反小趾
呼気時喘鳴	喘鳴	症候性そう痒症
落ち着かない	多動性障害	膀胱白板症
苦悶症状	胸内苦悶	症候性そう痒症
トルーソー症候群	トルソー症候群	胸膜播種
全身浮腫不変	全身性浮腫	内反小趾
左側頭円蓋部髄膜腫	円蓋部髄膜腫	若年者キーンベック病
周術期喘息発作	気管支喘息発作	内反小趾
薬剤性副腎不全	副腎皮質機能低下症	前立腺膿瘍
乳がん	乳癌	視路疾患
巣状分節状糸球体硬化症	巣状糸球体硬化症	産科的創傷の血腫
口腔乾燥感	口腔乾燥症	膀胱白板症
右手関節尺側部痛	手関節痛	エーテル中毒症
右上顎洞真菌症	上顎洞炎	蚕蝕性角膜潰瘍
鮮血便	血便	膀胱白板症
心配症	心配	内側半月板断裂
アシドーシス進行	アシドーシス	化膿性リンパ節炎
右足滑液包炎	滑液包炎	膀胱白板症
第５胸椎転移	胸椎転移	床形態歯周治療用装置破損
表出性言語発達遅滞	言語発達遅滞	内反小趾
発作性心房細動既往	発作性心房細動	空腸瘻造設状態
左リウマチ性膝関節症	関節リウマチ・膝関節	多尿
左大腿部痛	大腿痛	内反小趾
隆起性病変	胃ポリープ症	内反小趾
腫瘤状構造	腫瘤	内反小趾
細菌性赤痢感染症	赤痢	化膿性リンパ節炎
多数骨折	骨折	多尿
門脈右枝血栓	門脈血栓症	床形態歯周治療用装置破損
３型進行癌	癌	抗生物質起因性腸炎
倦怠感等	倦怠感	症候性そう痒症
全頭脱毛症	脱毛症	第４趾有棘細胞癌
筋攣縮	筋痙縮	アフラトキシン中毒
元々徐脈	徐脈	症候性そう痒症
特発性側彎症	特発性側弯症	症候性そう痒症
回盲部放線菌症	放線菌症	膀胱白板症
ｆａｎ症候群	マルファン症候群	慢性歯肉炎
脊椎椎間板炎	椎間板炎	総胆管のう腫
起始異常	冠動脈起始異常	症候性そう痒症
右眼球破裂	眼球破裂	産科的創傷の血腫
介助　疼痛	疼痛	症候性そう痒症
前失神	失神	大動脈弁狭窄症兼僧帽弁閉鎖不全症兼三尖弁閉鎖不全症
ふらつき感自覚	よろめき歩行	膀胱白板症
低分化型肝細胞癌	肝細胞癌	突発性咽頭出血
右葉間胸水	葉間胸水	総胆管のう腫
子宮内膜症性卵巣嚢胞	卵巣子宮内膜症のう胞	前足部痛
腎嚢胞出血	傍腎盂のう胞	前足部痛
無症候性キャリア	ＨＴＬＶ−１キャリア	膀胱白板症
中等度腹水	腹水症	膀胱白板症
受容体脳炎	抗ＮＭＤＡ受容体脳炎	膀胱白板症
肛門部軽度発赤	肛門部周囲炎	化膿性リンパ節炎
側方リンパ節転移	リンパ節転移	慢性歯肉炎
左硝子体混濁	硝子体混濁	胸膜播種
統合失調症既往	統合失調症	症候性そう痒症
平衡機能障害	平衡障害	症候性そう痒症
肺腫瘤影	胸部異常陰影	手掌部皮下腫瘤
複雑型異型子宮内膜増殖症	腺腫性子宮内膜増殖症	正中頚のう胞
皮膚潰瘍形成	皮膚潰瘍	多尿
肝肥大	肝型糖原病	血小板放出機構異常症
紅斑腫脹	紅斑症	大動脈弁狭窄症兼三尖弁閉鎖不全症
腰部圧痛	腰痛症	内反小趾
元々不眠症	不眠症	化膿性リンパ節炎
左肩甲骨軟骨肉腫	肩甲骨軟骨肉腫	糖原病
肺血症性ショック	敗血症性ショック	胸膜播種
凝固線溶系異常	血液凝固異常	甲状腺出血
異所性静脈瘤	静脈瘤	産科的創傷の血腫
腫瘍崩壊	腫瘍	床形態歯周治療用装置破損
破壊性甲状腺炎	甲状腺炎	尿崩症
右腸骨ＬＮ転移	腸骨リンパ節転移	床形態歯周治療用装置破損
右腎被膜下血腫	血腫	前足部痛
全身性サルコイドーシス	サルコイドーシス	閃輝性融解
脱分化型脂肪肉腫	脂肪肉腫	中指屈筋腱癒着
