出現形	正解	予測
ノカルジア脳膿瘍	ノカルジア症	心因性皮膚炎
大腸ポリープ有	大腸ポリープ	肝線維症
右後頭部帯状疱疹	後頭部帯状疱疹	アブサンス
右頚部結核性リンパ節炎	結核性リンパ節炎	舌裂
陳旧性多発アテローム血栓性脳梗塞	陳旧性アテローム血栓性脳梗塞	スケレトンタイプ急速拡大装置不適合
誤嚥徴候	異物誤嚥	卵胞出血
右前腕皮疹	発疹	精巣打撲傷
多発肺腫瘤	肺腫瘤	ウイルス性糖尿病・神経学的合併症あり
後腹膜浸潤	後腹膜悪性腫瘍	爪刺創
網状紫斑	紫斑病	前立腺横紋筋肉腫
胚細胞腫瘍	腫瘍	術後腹壁膿瘍
ゲノタイプ１ｂ型Ｃ型肝硬変	Ｃ型肝硬変	家族性地中海熱
類円形腫大	リンパ節腫大	皮下フェオミコーシス性膿瘍
中枢性気管支拡張像	気管支拡張症	多発性リウマチ性関節炎
小股歩行	歩行異常	症候性原発性胆汁性胆管炎
脳血管傷害	脳血管障害	メープルシロップ尿症
糖尿病末梢神経障害	糖尿病性単ニューロパチー	淋菌性子宮頚管炎
ルンバール後頭痛	腰椎穿刺後頭痛	網膜色素斑
急性重症Ｂ型肝炎	Ｂ型肝炎	子宮頚部微小浸潤癌
下垂時疼痛	疼痛	月経中間期出血
頚部蜂窩織炎	頚部蜂巣炎	活動期トラコーマ
腹満不変	腹部膨満	下肢骨軟骨症
一過性心筋虚血	心筋虚血	全遺尿
日勤帯発熱	発熱	非アルコール性脂肪性肝炎
結核性喉頭狭窄	喉頭狭窄症	食道リンパ管腫
両側鼻内ポリープ	鼻茸	再発性多発軟骨炎
手掌潮紅	紅潮	外傷性聴神経損傷
低血糖歴何年	低血糖	腟良性腫瘍
離床時眩暈	めまい	性交痛
高齢者Ｃ型慢性肝炎	Ｃ型慢性肝炎	耳介貫通創
ＳＬＥ発症	全身性エリテマトーデス	急性腎前性腎不全
軽度咽頭違和感	咽頭異常感症	外傷性隅角解離
体熱感	不明熱	シトリン欠損症
悪性腫瘍評価	悪性腫瘍	趾間カンジダ症
発赤領域	発赤	手背皮膚癌
閉塞性大腸癌	大腸癌	大動脈狭窄症
子宮頚部ポリープ	子宮頚管ポリープ	眼瞼蜂巣炎
両側大腰筋血腫	血腫	迷走神経痛
ＰＳＬＮ転移	大動脈周囲リンパ節転移	急性腎前性腎不全
咽頭部疼痛	咽頭痛	脳性嘔吐
肺腫瘍塞栓症	肺腫瘍	アマルガム低位
羊水過多	羊水過多症	特発性アジソン病
筋肉痛症状	筋肉痛	出血性網膜色素上皮剥離
心外膜石灰化	心膜石灰化	線状苔癬
右下肢急性動脈閉塞症	下肢急性動脈閉塞症	透析シャント動静脈瘤
４型進行胃癌	胃進行癌	シルダー病
圧迫性脊髄症	脊髄症	肺動脈血栓症
出血源不明	出血	産褥血栓症
貧血性網膜症	貧血網膜症	サルモネラ肺炎
椎間板突出	椎間板症	外性器の分娩損傷
カルチノイド腫瘍	カルチノイド	頭部頚部挫創
心臓内腫瘤	腫瘤	間質性心筋炎
日中気分不快	悪心	角結膜擦過傷
多発性嚢胞肝	多発性肝のう胞	発音障害
仙骨奇形	仙骨部奇形	多発性膿疱症
けいれん再発	痙攣	アセトン血症
遊走性静脈炎	遊走性血栓性静脈炎	新生児歯
左胸膜炎	胸膜炎	妊娠水腎症
直腸癌術後異時性肝転移	転移性肝癌	ヘモジデリン沈着症
手指痺れ	しびれ感	新生児ＨＩＶ感染症
左卵管水腫	卵管留水症	乳頭状汗管のう胞腺腫
歩行時呼吸困難	労作時呼吸困難	胸部大動脈瘤破裂
ガーゼ出血	出血	陰茎打撲傷
老人性紅皮症	紅皮症	陰のう悪性黒色腫
右被殻脳梗塞	被殻出血	アルコール性妄想
自律神経ニューロパチー	自律神経性ニューロパチー	直腸潰瘍
子宮頚部嚢胞	子宮頚部腫瘍	性交不能症
右原発閉塞隅角緑内障	原発閉塞隅角緑内障	２型糖尿病・多発糖尿病性合併症あり
腺腫内癌	癌	外陰上皮異形成
両下肢浮腫軽度	下肢浮腫	関節血症
右化膿性肩関節炎	化膿性関節炎・肩関節	全結腸型ヒルシュスプルング病
膣転移	腟癌	爪刺創
体力低下著明	体力低下	胸部硬結
左小脳陳旧性梗塞	陳旧性脳梗塞	巨舌症
淡黄色粘稠痰	喀痰	分娩に関連する非化膿性乳腺炎
外傷所見	外傷	側頭部母斑細胞母斑
発赤局面	発赤	手背皮膚癌
膀胱癌既往	膀胱癌	虚血性腸狭窄症
左末梢性肺動脈狭窄	肺動脈狭窄症	膝靱帯弛緩
骨代謝異常	代謝障害	鎖骨異形成
心陰影拡大	胸部異常陰影	外傷性脳圧迫・頭蓋内に達する開放創合併なし
腎動脈下腹部大動脈瘤	腹部大動脈瘤	ヘルペスウイルス性角結膜炎
腸管壁内気腫	皮下気腫	ダリエー病母体より出生した児
慢性活動性ＥＢＶ感染症	ＥＢウイルス感染症	外耳道異物
足関節圧痛	関節痛	直腸痛
夕方発熱	発熱	急性失血性貧血
顔面紅班	紅斑症	先天性乳び胸
排便痛	排便障害	強膜化角膜
左水腎	水腎症	ＣＯ２ナルコーシス
代謝異常	代謝障害	先天性股関節脱臼前状態
両下肢リンハ゜浮腫	下肢リンパ浮腫	趾脱疽
左頸部ＬＮ腫脹	肘リンパ節腫脹	足根関節脱臼
肺門部リンパ節腫脹	リンパ節腫大	全身性紫斑病
呼吸困難感軽度	呼吸麻痺	胸部大動脈瘤破裂
左膝窩動脈血栓症	動脈血栓症	骨盤腎
左股関節脱臼	股関節脱臼	う蝕第４度
ルーフ゜ス腎炎	ループス腎炎	心窩部不快
鼠径部腫脹	鼡径部腫脹	尿管結石症
内鼠径ヘルニア	内鼡径ヘルニア	う蝕第３度歯髄壊疽
左頬部血管腫	頬部血管腫	奇形
開口制限	開口不全	授乳異常
変形性関節炎	変形性関節症	梅毒血清反応偽陽性
初回歩行時ふらつき	よろめき歩行	精神的幼児性パーソナリティ障害
洞性頻脈	洞頻脈	篩骨前頭洞のう胞
腹膜播種巣	腹膜播種	外耳部割創
アレルギ—性結膜炎	アレルギー性結膜炎	声帯上皮過形成
鼠径部血腫	血腫	開放性外傷性小脳血腫
暗赤色嘔吐	嘔吐症	側頭骨悪性腫瘍
直腸癌ＯＰ	直腸癌	鼡径部脂肪腫
左増殖性糖尿病網膜症	糖尿病網膜症	青色強膜
レム睡眠行動異常	異常行動	難治性口内炎
左大腿有棘細胞癌	大腿有棘細胞癌	脳血管障害
声帯癌	声門癌	小腸憩室穿孔
左大腿部疼痛	大腿痛	ストレートバック症候群
右顎関節症	顎関節症	耳小骨の先天奇形
骨頭壊死	骨壊死	肋間静脈損傷
中枢神経浸潤	中枢神経系損傷	流行性脳炎
直腸皮下瘻孔	難治性瘻孔	声門外傷
胆嚢腫大	胆のう肥大	中枢性眼球運動障害
Ｈｅｅｒｆｏｒｄｔ症候群	ぶどう膜耳下腺熱	唾液瘻
前立腺癌既往	前立腺癌	膝窩疣贅
ダグラス窩腹水	腹水症	網膜障害
失見当障害	見当識障害	肋骨不顕性骨折
ツツガムシ感染症	つつが虫病	輪状網膜症
特発性血小板減少症紫斑病	特発性血小板減少性紫斑病	虫垂クローン病
前立腺浮腫	浮腫	恥骨部打撲
胞性腫瘤	腫瘤	耳介外傷性皮下異物
右鼠径リンパ節腫脹	鼡径部リンパ節腫脹	セリアック病
ＡＡＡ破裂	腹部大動脈瘤	両側性外傷後膝関節症
夜間覚醒	不眠症	胃切除後巨赤芽球性貧血
初発癌	癌	化膿性歯槽骨炎
右迷走神経鞘腫	神経鞘腫	コクサッキーウイルス心筋炎
痙攣様	痙攣	腹痛症
機会誤嚥	嚥下障害	卵胞出血
大腿静脈血栓	静脈血栓症	骨盤腎
股関節部骨折	股関節骨折	下部心臓型総肺静脈還流異常症
吸収不全症侯群	吸収不良症候群	アデニンホスホリボシルトランスフェラーゼ欠損症
新生血管緑内障	緑内障	閉鎖性外傷性硬膜下水腫
甲状腺低下症	甲状腺機能低下症	閉鎖性肝内血腫
アメーバ肝膿瘍	肝アメーバ症	先天性肺炎
先天性真珠腫	真珠腫	妄想型統合失調症
頭部皮膚欠損	頭部皮膚欠損創	口唇擦過創
右肺門部浸潤影	胸部異常陰影	ＩＣＵ症候群
食道悪性腫瘍	食道癌	骨盤入口狭窄
傍大動脈リンパ節転移	大動脈周囲リンパ節転移	閉鎖性膵損傷
ビタミンＤ欠乏	ビタミンＤ欠乏症	上腕三頭筋痛
レントゲン異常	胸部異常陰影	糖尿病性皮膚障害
器質的心疾患	心疾患	本態性クリオグロブリン血症
温痛覚	温痛覚過敏	副腎神経芽腫
両側内反足	内反足	小舌症
低酸素症状	低酸素性脳症	無機能腎
粘稠痰少量	喀痰	先天性円錐水晶体
ダンベル型腫瘍	腫瘍	不全中隔子宮
催不整脈作用	不整脈	根尖周囲のう胞
左腋窩汗腺癌	汗腺癌	胸骨披裂
感染性仮性嚢胞	仮性膵のう胞	右胸心
乳房熱感	ほてり	先天性鎖骨偽関節
大腸穿孔	腸穿孔	動脈性出血
腎瘢痕	瘢痕	下肺野陰影
孤立性左室緻密化障害	孤立性心筋緻密化障害	多発骨折
進行性顔面片側萎縮症	顔面痙攣症	結膜のうアルカリ化学熱傷
左手関節痛	手関節痛	直腸腫瘤
右鼠径部腫脹	鼡径部腫脹	足根関節脱臼
びりびりしたしびれ	しびれ感	閉鎖性膀胱損傷
発赤軽減	発赤	手背皮膚癌
悪寒等	悪寒	手指多発開放骨折
非逆流性食道炎	食道炎	頬粘膜炎
甲状腺萎縮	後天性甲状腺萎縮	進行麻痺
呼吸苦自覚症状	呼吸困難	アフラトキシン中毒
多発単神経障害	多発性単ニューロパチー	全身性エリテマトーデス脳脊髄炎
中毒性	中毒	腹部皮膚良性腫瘍
右肺上葉結節影	胸部異常陰影	ＩＣＵ症候群
骨膜肥厚	肥厚性皮膚骨膜症	総腸骨動脈狭窄
リステリア感染症	リステリア症	梨状筋症候群
アルコール性脂肪性肝炎	アルコール性脂肪肝	胸椎後縦靱帯骨化症
脳室穿破	脳出血	伝音難聴
鼠径部リンパ節腫大	鼡径部リンパ節腫脹	低血糖発作
吐気治	嘔気	芽球増加を伴う不応性貧血−２
右鼡径部リンパ節腫脹	鼡径部リンパ節腫脹	発達障害
多発肺塞栓	肺塞栓症	アマルガム低位
右腋窩リンパ節転位	腋窩リンパ節転移	瞳孔不整
重度右片麻痺	片麻痺	先天性脚長不等
両側乳房腫瘤	乳房腫瘤	鼻部貫通創
原発不明癌頸部リンパ節転移	頚部リンパ節転移	上行結腸過長症
後腹膜脂胞肉腫	後腹膜脂肪肉腫	ヒステリー球
胆管閉塞機転	胆管閉塞症	ウェーバー症候群
右下葉原発扁平上皮癌	下葉肺扁平上皮癌	殿部メルケル細胞癌
腰椎圧迫骨折既往	腰椎圧迫骨折	体表面積８０−８９％の熱傷
便秘悪化	便秘症	胸水結核菌陽性
潜血３	顕微鏡的血尿	前額部貫通創
アレルギー性血管浮腫	浮腫	手関節離断術後
肺動脈分岐部狭窄	肺動脈分岐部狭窄症	術後腹腔内膿瘍
顕微的血尿	血尿	セレウス菌食中毒
右鼡径リンパ節腫脹	鼡径部リンパ節腫脹	発達障害
左足多趾症	多趾症	テオフィリン中毒
日中痛み	疼痛	妊娠・分娩・産褥の既存の高血圧性心疾患
不安感	不安障害	膝関節軟骨損傷
眼球運動痛	疼痛	珪肺症
腰椎変性側弯症	腰椎側弯症	高鉄血症
右腎低形成	低形成腎	下腿開放創
Ｙｅｒｓｉｎｉａ　ｅｎｔｅｒｏｃｏｌｉｔｉｃａ感染症	エルシニア菌食中毒	進行性血管性白質脳症
膿胸合併肺放線菌症	肺放線菌症	小結腸
チクチク痛む	チクチク感	若年性一側性上肢筋萎縮症
左水尿管症	水尿管症	２型糖尿病・糖尿病性合併症あり
多発肺内転移	転移性肺癌	デュピュイトラン拘縮
左下葉肺癌断端再発	下葉肺癌	小指挫傷
右大腿部発赤	下腿発赤	黄斑障害
右顔面打撲	顔面打撲傷	ボーエン様丘疹症
糖尿病性自律神経障害	糖尿病性自律神経ニューロパチー	淋菌性子宮頚管炎
分破水	破水	頭熱傷後遺症
重症マイコプラズマ肺炎	マイコプラズマ肺炎	粘液水腫型先天性ヨード欠乏症候群
卵巣嚢腫破裂	卵巣のう腫破裂	頬小帯短縮症
抗原血症	サイトメガロウイルス感染症	エナメル質初期う蝕
褥瘡発症	褥瘡	先天性脊柱後側弯症
甲状軟骨浸潤	甲状軟骨の悪性腫瘍	広汎性皮下出血
潜在性副腎皮質機能低下症	副腎皮質機能低下症	麻痺性散瞳
眼球陷凹	眼球陥没	小刻み歩行
両足趾潰瘍	趾皮膚潰瘍	咽頭灼熱感
過換気症状	過換気症	左室右房交通症
左鎖骨下リンパ節転移	リンパ節転移	分娩時中枢神経系合併症
上右卵管留血腫	卵管留血腫	閉鎖性外傷性くも膜下出血
濾胞性リンパ腫再発	濾胞性リンパ腫	複聴
両眼糖尿病性網膜症	糖尿病網膜症	動脈還流異常
左外傷性大腿骨頭壊死	外傷性大腿骨頭壊死	十二指腸前門脈
肝臓病変	肝疾患	腟挫傷
右第１趾潰瘍	趾皮膚潰瘍	慢性化膿性中耳炎
腋窩痛	腋窩部痛	膵粘液性のう胞腺癌
踵部発赤	発赤	黄斑障害
両側ぶどう膜炎	ぶどう膜炎	股関節内遊離体
右アスペルギルス肺炎	肺アスペルギルス症	加齢性白内障
痔疾患	痔核	多発性脊髄神経根炎
無疱疹帯状疱疹	帯状疱疹	卵巣損傷
吐き気軽度	嘔気	側頭骨悪性腫瘍
非結核性抗酸菌性人工関節感染症	非結核性抗酸菌症	小腸軸捻転症
両下肢不随意運動	不随意運動症	高尿酸血症
前胸痛	胸痛	ループスアンチコアグラント
洞結節不全症候群	洞不全症候群	ジュベール症候群
結腸皮膚瘻	皮膚瘻	大腿切断
患肢熱感	ほてり	家族性溶血性貧血
両側腎膿瘍	腎膿瘍	乳腺腫瘍
右喉頭腫瘍	喉頭腫瘍	ステロイド剤乱用
潜血	顕微鏡的血尿	前額部貫通創
細菌性脳動脈瘤破裂	脳動脈瘤破裂	乳腺硬癌
右鼡径部皮下出血	皮下出血	ストレス性十二指腸潰瘍
右下腿筋肉内出血	筋肉内血腫	先天性臍動脈形成不全症
痒感	そう痒	股関節後方脱臼
大動脈リンパ節転移	大動脈周囲リンパ節転移	閉鎖性膵損傷
心内血栓	心内血栓症	短橈側手根伸筋損傷
術後出血	後出血	頚部外傷
気分悪	悪心	ビタミンＫ欠乏による凝固因子欠乏
腰部脊椎管狭窄症	腰部脊柱管狭窄症	網膜の先天奇形
遠位弓部嚢状動脈瘤	動脈瘤	後頭部神経痛
左総腸骨動脈狭窄	総腸骨動脈狭窄	鼻咽頭萎縮
尿潜血遷延	顕微鏡的血尿	肩甲骨骨折
夜間悪寒	悪寒	手指多発開放骨折
造骨性骨転移	骨転移癌	胆のう管狭窄症
腫瘍制御	腫瘍	中毒性好中球減少症
失調性構音障害	構音障害	肝癌骨転移
右上腕骨頸部骨折	上腕骨頚部骨折	腹筋挫傷
リンハ゜節腫大	リンパ節腫大	低血糖発作
皮疹拡大傾向	発疹	斑状歯
依然浮腫	浮腫	急性膀胱炎
右足底部蜂窩織炎	足蜂巣炎	活動期トラコーマ
血栓閉塞型大動脈解離	早期血栓閉鎖型大動脈解離	処女膜狭窄症
急性期脳血管障害	脳血管障害	嗅神経芽腫
朝方痰	喀痰	舌扁桃炎
進行性直腸癌	直腸癌	鼡径部脂肪腫
小腸型クローン病	小腸クローン病	下腿壊疽
軽度すりガラス影	胸部異常陰影	食道カルチノイド
二次性血小板増多症	血小板増加症	反復心因性うつ病
胃膵嚢胞	膵のう胞	プロピオン酸血症
最近浮腫	浮腫	鼻脳ムコール症
右顔面疼痛	顔面痛	腓骨遠位端剥離骨折
便失禁多量	便失禁	限局性直腸潰瘍
労作時頻脈	頻脈症	下垂体腺腫
両下肢結節性紅斑	結節性紅斑	胸壁蜂巣炎
重症胆管炎	胆管炎	層間白内障
右側胸部痛	胸痛	膀胱外反症
右小指基節骨骨折	小指基節骨骨折	原始神経外胚葉腫瘍
右足背腫脹	足背腫脹	ポルフィリン症
右上肢発赤	発赤	黄斑障害
呂律のまわりにくさ	構音障害	巨指症
アミオダロン誘発性甲状腺中毒症	薬剤性甲状腺機能障害	外傷性皮下血腫
左胸部痛	胸痛	上行結腸憩室穿孔
右大腿痛	大腿痛	前腕擦過創
左下腿ＤＶＴ	下腿静脈血栓症	単純型顔面外傷
動悸等症状	動悸	メッケル・グルーバー症候群
紫斑	紫斑病	膝蓋部血腫
致死性不整脈出現	不整脈	顎関節部皮下血腫
顆粒膜細胞腫	卵巣顆粒膜細胞腫	前腕多発性血管損傷
一瞬痛み	疼痛	過酸症
意識障害患者	意識障害	陰唇ポリープ
切迫早産腹緊	切迫早産	排卵痛
難治性皮膚非定型抗酸菌症	非結核性抗酸菌症	水頭症性無脳症
頚部鈍痛	鈍痛	槌趾症
発赤範囲	発赤	手背皮膚癌
左腕腫脹	前腕腫脹	胃腸ポリープ
右肺上葉陰影	胸部異常陰影	ＩＣＵ症候群
右上葉肺結節	結節性肺結核	眼窩先天異常
空腹時高血糖	高血糖症	脳卒中後遺症
右麻痺	片麻痺	心因性失神
味覚変化	味覚障害	橈骨骨折
器質化肺炎	特発性器質化肺炎	慢性アレルギー性中耳炎
浮腫悪化	浮腫	下腿神経炎
凝固異常症	血液凝固異常	趾基節骨剥離骨折
右側頭葉脳梗塞	脳梗塞	アルコール性妄想
両側下顎骨折	下顎骨骨折	空腸神経内分泌細胞癌
左頭頂葉神経膠腫	頭頂葉神経膠腫	下眼瞼扁平母斑
骨盤内多発リンパ節転移	骨盤内リンパ節転移	関節リウマチ・脊椎
直腸閉塞	直腸閉鎖	急性肺炎
運動ニューロン病	運動ニューロン疾患	ショパール関節離断術後
肺犬糸状虫症	犬糸状虫症	サイトメガロウイルス性膵炎
軽度骨棘	骨棘	ランゲニールセン症候群
疲労感少	疲労感	広範囲顎骨支持型補綴物脱離
多発性肝腫瘤	肝腫瘍	放火癖
意味性錯語	文意失語症	後天梅毒
ｃｏａｒｓｅ　ｃｒａｃｋｌｅｓ	湿性ラ音	骨移植拒絶反応
緑色下痢便	下痢症	皮膚潰瘍
皮膚損傷リスク	皮膚損傷	腸糞線虫症
左母指痛	母指痛	球後視神経炎
ＡＶブロック	房室ブロック	外陰第３度熱傷
前縦隔ＬＮ転移	縦隔リンパ節転移	腹部大動脈閉塞症
間質性肺炎発症	間質性肺炎	網膜症
外側脱臼	脱臼	手掌第３度熱傷
右環指基節骨骨折	環指基節骨骨折	本態性音声振戦症
左殿部疼痛	殿部痛	皮膚移植後
両側錐体路障害	錐体路障害	胸椎結核
両足しびれ	下肢しびれ	ＣＡＰＤ腹膜炎
膜性増殖性	膜性増殖性糸球体腎炎	インフルエンザ性副鼻腔炎
頻脈性心房粗動	心房粗動	過外転症候群
下肢血流障害	下肢血行障害	頭頚部良性軟部腫瘍
左肺上葉大細胞癌	上葉肺大細胞癌	化学性食道炎
結核性肋膜炎	結核性胸膜炎	インスリン抵抗性糖尿病
疼痛有	疼痛	甲状腺悪性リンパ腫
実質外腫瘤	腫瘤	頚部原発腫瘍
骨盤部リンパ節転移	骨盤内リンパ節転移	関節リウマチ・脊椎
左三叉神経帯状疱疹	三叉神経帯状疱疹	ＨＴＬＶ−１ぶどう膜炎
間質性肺炎悪化	間質性肺炎	網膜症
仙骨部骨折	仙骨骨折	ピンタ性角化症
重症低体温症	低体温	鼻性視神経炎
関節炎悪化	関節炎	シャガス病脳脊髄炎
右尖足	尖足	脈絡膜悪性黒色腫
両手指浮腫	浮腫	片頭痛
左主気管支狭窄	気管支狭窄症	視神経膠腫
浸潤癌化	癌	骨盤内リンパ節の悪性腫瘍
就寝後呼吸困難	呼吸困難	側胸部皮膚良性腫瘍
仮性膵嚢胞	仮性膵のう胞	分娩前出血
右肺上葉癌	上葉肺癌	三角靱帯損傷
訪室時疼痛	疼痛	月経中間期出血
膠原病様症状	膠原病	複合部位の骨折
軽度黄染	黄疸	殿部第２度熱傷
転移性膵癌	膵癌	ヘモジデリン沈着症
除皮質硬直様	除皮質硬直	アテトーシス型脳性麻痺
間歇跛行	間欠性跛行	子宮筋腫による分娩停止
動脈瘤コイル塞栓術	動脈瘤	心下悸
紅斑散在	紅斑症	てんかん大発作
右膝疼痛	膝関節痛	脳脊髄炎
食思不振傾向	食欲不振	メスカリン中毒
皮内腫瘍	腫瘍	若年性骨粗鬆症
左前床突起部髄膜腫	髄膜腫	非合法的妊娠中絶
右脳梗塞	脳梗塞	単純性関節炎
軽度腹部痛	腹痛症	網脈絡膜炎
多発毛細血管拡張	オスラー病	肩甲部脂肪肉腫
不整脈誘発	不整脈	顎関節部皮下血腫
左肺動脈ＰＥ	肺動脈血栓塞栓症	上腕二頭筋損傷
胃潰瘍再発	胃潰瘍瘢痕	気腫型慢性閉塞性気管支炎
境界域精神発達遅滞	知的障害	大腿骨不全開放骨折
胆石膵炎	胆石性膵炎	ウイルス性皮膚炎
右腕頭動脈瘤	腕頭動脈瘤	前腕類上皮肉腫
外陰部ｐａｇｅｔ癌	外陰部パジェット病	爪甲点状凹窩
リウマチ様症状	関節リウマチ	腹部神経症
肺癌性リンパ管症	癌性リンパ管症	眼瞼割創
左上腕骨顆部骨折	上腕骨顆部骨折	複雑性膀胱炎
骨盤位妊娠	骨盤位	前縦隔悪性腫瘍
大腿骨骨折後	大腿骨骨折	小腸出血
左椎間孔狭窄	結合組織性椎間孔狭窄症	胸郭原性脊柱側弯症
前立腺軽度腫大	前立腺肥大症	脂肪腫
下顎腫脹	下顎部腫脹	失声症
鼻中隔弯曲	鼻中隔弯曲症	耳鳴症
大腸憩室症	多発性大腸憩室症	１型糖尿病性潰瘍
逆流性食道炎無	逆流性食道炎	頬粘膜炎
致死性偽膜性腸炎	偽膜性腸炎	ウォールマン病
眼窩蜂窩織炎	眼窩蜂巣炎	骨盤腹膜癒着
排尿後痛	排尿痛	外側半月板変性
右腹痛	腹痛症	頚背筋部分断裂
嚥下耳痛	耳痛症	強膜化角膜
茶色出血	出血	頬部刺創
左下葉扁平上皮癌	下葉肺扁平上皮癌	殿部メルケル細胞癌
右腎梗塞	腎梗塞	腰椎症性脊髄症
原発性ヘモクロマトーシス	ヘモクロマトーシス	陰のう裂創
右前頭葉膠芽腫	前頭葉膠芽腫	再発性胆管炎
急性水頭症	水頭症	毛皮商人肺
活動性肺結核所見	活動性肺結核	耳後部腫脹
右眼白内障	白内障	肩関節異所性骨化
本日胸痛	胸痛	ループスアンチコアグラント
直腸膀膀胱窩	直腸膀胱瘻	ＡＣバイパス術後
頚部結核性リンパ節炎	結核性リンパ節炎	舌裂
左橈骨遠位骨折	橈骨遠位端骨折	広間膜欠損
逆行性Ｐ波	心電図異常	背部リンパ管腫摘出後遺症
しびれない	しびれ感	閉鎖性膀胱損傷
臀部圧痛	圧痛	スティフ・マン症候群
咽頭血腫	咽頭部血腫	肺アスペルギルス症
膀胱癌再発	膀胱癌	虚血性腸狭窄症
多発皮下転移	皮下腫瘍	爪刺創
両側肺動脈血栓塞栓症	肺動脈血栓塞栓症	二次性高血圧症
副鼻腔病変	副鼻	周辺部ぶどう膜炎
安静時呼吸苦	呼吸困難	側胸部皮膚良性腫瘍
左胸膜播種	胸膜播種	耳介創傷
陰嚢疼痛	陰のう痛	頚髄星細胞腫
上眼瞼腫脹	眼瞼浮腫	関節骨折
右下肢複雑骨折	開放骨折	視神経網膜障害
可動性良好腫瘤	腫瘤	耳介外傷性皮下異物
両頬部発赤	発赤	黄斑障害
感染性肝嚢胞	肝のう胞	項部皮下腫瘤
左鼡径部腫脹	鼡径部腫脹	尿管結石症
突然呼吸困難	呼吸困難	胸部大動脈瘤破裂
皮下出血斑	皮下出血	開放性腎損傷
右下腿骨髄炎	大腿骨骨髄炎	脱色素性母斑
平行機能障害	平衡異常	脛骨結節部剥離骨折
元々杖歩行	歩行障害	遺伝性小脳性運動失調症
両下肢腫脹	下肢腫脹	外耳道閉塞性角化症
左傍矢状洞髄膜腫	傍矢状洞髄膜腫	原発性胆汁性胆管炎に伴う食道静脈瘤出血
限局性皮膚硬化型全身性強皮症	全身性強皮症	クルーゾン症候群
毎回失禁	尿失禁症	限局性直腸潰瘍
右小脳腫瘍	小脳腫瘍	気管支狭窄症
続発性サルコペニア	サルコペニア	ブブレ症候群
非医原性左尿管狭窄	尿管狭窄	先天性肘変形
下腿血腫	血腫	角膜瘤
逆流性膀胱炎	膀胱尿管逆流	外側半月のう腫
覚醒時疼痛	疼痛	視神経障害
左大転子部発赤	発赤	黄斑障害
卵巣原発腫瘍	卵巣腫瘍	足関節第３度熱傷
リンパ腫再発	悪性リンパ腫	手化膿性腱鞘炎
重度運動障害性構音障害	構音障害	特発性胸腰椎側弯症
右肩周囲炎	肩周囲炎	趾伸筋腱断裂
軽度動悸	動悸	メッケル・グルーバー症候群
左ポスナーシュロスマン症候群	ポスナーシュロスマン症候群	咽頭創傷
液体貯留	体液貯留	総排泄腔外反症
低張性低ナトリウム血症	低ナトリウム血症	胃消化管間質腫瘍
癌性胸腹膜炎	癌性腹膜炎	耳介壊疽
心臓内腫瘍	心臓腫瘍	多発性挫滅傷
左坐骨神経麻痺	坐骨神経麻痺	鼓膜出血
リステリア髄膜脳炎	リステリア性髄膜脳炎	眼周囲部外傷性異物
点圧痛	圧痛	脱水型低ナトリウム血症
帯状疱疹ウイルス脳炎	帯状疱疹性脳炎	２型糖尿病性関節症
齲蝕	う蝕	１型糖尿病性腎症第１期
腎性急性腎障害	腎障害	眼周囲部挫傷
喉頭嚢胞	喉頭のう胞	神経鞘腫
甲状腺乳頭腺癌	甲状腺乳頭癌	乳児内斜視
左上下肢しびれ	半身しびれ	皮膚腺病
心筋傷害	心筋疾患	外傷性硬膜下水腫・頭蓋内に達する開放創合併あり
圧迫性骨折	圧迫骨折	外陰部痛
胆嚢胆石	胆泥	ＡＬアミロイドーシス
縱隔リンパ節転移	縦隔リンパ節転移	外陰静脈瘤
悪性細胞	癌	片頭痛発作重積
Ｌｉｓｔｅｒｉａ　ｍｏｎｏｃｙｔｏｇｅｎｅｓ敗血症	敗血症	屈曲部湿疹
パニック症侯群	パニック障害	部分調節性内斜視
アレルギー性肺アスペルギルス症	アレルギー性気管支肺アスペルギルス症	低体重
左下肢原発性リンパ浮腫	リンパ浮腫	橈側手根屈筋腱損傷
呼気時喘鳴	喘鳴	躯幹膿痂疹性湿疹
落ち着かない	多動性障害	髄膜炎菌性心膜炎
苦悶症状	胸内苦悶	下大静脈損傷
トルーソー症候群	トルソー症候群	精巣上体炎
全身浮腫不変	全身性浮腫	頭部刺創
左側頭円蓋部髄膜腫	円蓋部髄膜腫	鼓室形成術後後遺症
周術期喘息発作	気管支喘息発作	大腿骨骨折後骨癒合不全
薬剤性副腎不全	副腎皮質機能低下症	アルコール性嫉妬
乳がん	乳癌	総胆管結石性胆のう炎
巣状分節状糸球体硬化症	巣状糸球体硬化症	虫垂良性腫瘍
口腔乾燥感	口腔乾燥症	多発性海綿状血管腫
右手関節尺側部痛	手関節痛	角膜上皮欠損
右上顎洞真菌症	上顎洞炎	真性ケロイド
鮮血便	血便	聴覚性構音障害
心配症	心配	痕跡膝蓋骨
アシドーシス進行	アシドーシス	中枢性思春期早発症
右足滑液包炎	滑液包炎	多腺性自己免疫症候群２型
第５胸椎転移	胸椎転移	背部軟部腫瘍
表出性言語発達遅滞	言語発達遅滞	ウルリッヒ病
発作性心房細動既往	発作性心房細動	不全足位
左リウマチ性膝関節症	関節リウマチ・膝関節	高血圧性眼底
