出現形	正解	予測
右頚部結核性リンパ節炎	結核性リンパ節炎	頚部化膿性リンパ節炎
陳旧性多発アテローム血栓性脳梗塞	陳旧性アテローム血栓性脳梗塞	二次性糖尿病・末梢循環合併症あり
誤嚥徴候	異物誤嚥	先天性盲係蹄症候群
右前腕皮疹	発疹	前腕皮膚線維腫
多発肺腫瘤	肺腫瘤	肺腫瘤
後腹膜浸潤	後腹膜悪性腫瘍	後腹膜線維肉腫
網状紫斑	紫斑病	網状皮斑
胚細胞腫瘍	腫瘍	脳胚細胞腫瘍
ゲノタイプ１ｂ型Ｃ型肝硬変	Ｃ型肝硬変	ＥＧＦＲ遺伝子変異陽性非小細胞肺癌
類円形腫大	リンパ節腫大	小脳虫部腫瘍
中枢性気管支拡張像	気管支拡張症	先天性血管拡張性大理石様皮斑
小股歩行	歩行異常	内転歩行
脳血管傷害	脳血管障害	腎血管損傷
糖尿病末梢神経障害	糖尿病性単ニューロパチー	糖尿病性末梢神経障害
ルンバール後頭痛	腰椎穿刺後頭痛	ドゥ・ケルバン腱鞘炎
急性重症Ｂ型肝炎	Ｂ型肝炎	重症急性膵炎
下垂時疼痛	疼痛	下肢関節痛
頚部蜂窩織炎	頚部蜂巣炎	胃蜂窩織炎
腹満不変	腹部膨満	不安緊張状態
一過性心筋虚血	心筋虚血	一過性脊髄虚血
日勤帯発熱	発熱	会陰第１度熱傷
結核性喉頭狭窄	喉頭狭窄症	先天性喉頭狭窄症
両側鼻内ポリープ	鼻茸	後鼻孔ポリープ
手掌潮紅	紅潮	手切創
低血糖歴何年	低血糖	若年高血圧症
離床時眩暈	めまい	尋常性疣贅
高齢者Ｃ型慢性肝炎	Ｃ型慢性肝炎	Ｃ型慢性肝炎
ＳＬＥ発症	全身性エリテマトーデス	ＳＬＥ母体児
軽度咽頭違和感	咽頭異常感症	肛門部違和感
体熱感	不明熱	眼球熱傷
悪性腫瘍評価	悪性腫瘍	悪性腫瘍
発赤領域	発赤	頭蓋内占拠性病変
閉塞性大腸癌	大腸癌	閉塞性大腸炎
子宮頚部ポリープ	子宮頚管ポリープ	子宮頚管ポリープ
両側大腰筋血腫	血腫	大腿横紋筋肉腫
ＰＳＬＮ転移	大動脈周囲リンパ節転移	ＲＳ３ＰＥ症候群
咽頭部疼痛	咽頭痛	舌咽神経痛
肺腫瘍塞栓症	肺腫瘍	肺血栓塞栓症
羊水過多	羊水過多症	羊水過多症
筋肉痛症状	筋肉痛	甲状腺中毒症性筋無力症候群
心外膜石灰化	心膜石灰化	心膜石灰化
右下肢急性動脈閉塞症	下肢急性動脈閉塞症	下肢急性動脈閉塞症
４型進行胃癌	胃進行癌	胃進行癌
圧迫性脊髄症	脊髄症	脊髄圧迫症
出血源不明	出血	原因不明の死亡
貧血性網膜症	貧血網膜症	貧血網膜症
椎間板突出	椎間板症	胸部椎間板断裂
カルチノイド腫瘍	カルチノイド	胸腺カルチノイド
心臓内腫瘤	腫瘤	心内膜腫瘍
日中気分不快	悪心	夜間呼吸困難
多発性嚢胞肝	多発性肝のう胞	多発性肝膿瘍
仙骨奇形	仙骨部奇形	仙骨部奇形
けいれん再発	痙攣	らせん骨折
遊走性静脈炎	遊走性血栓性静脈炎	遊走性血栓性静脈炎
左胸膜炎	胸膜炎	胸膜炎
直腸癌術後異時性肝転移	転移性肝癌	直腸癌骨転移
手指痺れ	しびれ感	手指脱疽
左卵管水腫	卵管留水症	卵管留血腫
歩行時呼吸困難	労作時呼吸困難	夜間呼吸困難
ガーゼ出血	出血	ガレン静脈奇形
老人性紅皮症	紅皮症	老人性乾皮症
右被殻脳梗塞	被殻出血	片頭痛性脳梗塞
自律神経ニューロパチー	自律神経性ニューロパチー	自律神経性ニューロパチー
子宮頚部嚢胞	子宮頚部腫瘍	子宮頚部腫瘍
右原発閉塞隅角緑内障	原発閉塞隅角緑内障	原発閉塞隅角緑内障
腺腫内癌	癌	大腸腺腫内癌
両下肢浮腫軽度	下肢浮腫	下肢浮腫
右化膿性肩関節炎	化膿性関節炎・肩関節	肩関節硬結性腱炎
膣転移	腟癌	胃癌骨転移
体力低下著明	体力低下	術後吸収不良性骨粗鬆症・病的骨折あり
左小脳陳旧性梗塞	陳旧性脳梗塞	陳旧性小脳梗塞
淡黄色粘稠痰	喀痰	赤緑色弱
外傷所見	外傷	外傷
発赤局面	発赤	心濁音界縮小
膀胱癌既往	膀胱癌	転移性膀胱癌
左末梢性肺動脈狭窄	肺動脈狭窄症	末梢性肺動脈狭窄症
骨代謝異常	代謝障害	脂質代謝異常
心陰影拡大	胸部異常陰影	心拡大
腎動脈下腹部大動脈瘤	腹部大動脈瘤	胸腹部大動脈瘤
腸管壁内気腫	皮下気腫	気管内肉芽腫
慢性活動性ＥＢＶ感染症	ＥＢウイルス感染症	急性ＨＩＶ感染症候群
足関節圧痛	関節痛	足関節痛
夕方発熱	発熱	発熱
顔面紅班	紅斑症	顔面紅潮
排便痛	排便障害	排尿痛
左水腎	水腎症	腎瘻
代謝異常	代謝障害	脂質代謝異常
両下肢リンハ゜浮腫	下肢リンパ浮腫	下肢浮腫
左頸部ＬＮ腫脹	肘リンパ節腫脹	前胸部腫脹
肺門部リンパ節腫脹	リンパ節腫大	肺門リンパ節腫脹
呼吸困難感軽度	呼吸麻痺	呼吸困難
左膝窩動脈血栓症	動脈血栓症	内頚動脈血栓症
左股関節脱臼	股関節脱臼	股関節脱臼
ルーフ゜ス腎炎	ループス腎炎	ループス腎炎
鼠径部腫脹	鼡径部腫脹	鼡径部腫脹
内鼠径ヘルニア	内鼡径ヘルニア	胸骨傍ヘルニア
左頬部血管腫	頬部血管腫	頬部血管腫
開口制限	開口不全	開排制限
変形性関節炎	変形性関節症	変形性関節症
初回歩行時ふらつき	よろめき歩行	小刻み歩行
洞性頻脈	洞頻脈	洞頻脈
腹膜播種巣	腹膜播種	腹膜播種
アレルギ—性結膜炎	アレルギー性結膜炎	アレルギー性結膜炎
鼠径部血腫	血腫	鼡径部腫瘍
暗赤色嘔吐	嘔吐症	脳性嘔吐
直腸癌ＯＰ	直腸癌	直腸癌
左増殖性糖尿病網膜症	糖尿病網膜症	増殖性糖尿病性網膜症
レム睡眠行動異常	異常行動	レム睡眠行動障害
左大腿有棘細胞癌	大腿有棘細胞癌	大腿有棘細胞癌
声帯癌	声門癌	声帯炎
左大腿部疼痛	大腿痛	大腿部腫脹
右顎関節症	顎関節症	顎関節症
骨頭壊死	骨壊死	骨壊死
中枢神経浸潤	中枢神経系損傷	中枢神経系損傷
直腸皮下瘻孔	難治性瘻孔	直腸肛門周囲膿瘍
胆嚢腫大	胆のう肥大	胆管腫瘍
Ｈｅｅｒｆｏｒｄｔ症候群	ぶどう膜耳下腺熱	ＶＡＴＥＲ症候群
前立腺癌既往	前立腺癌	前立腺癌再発
ダグラス窩腹水	腹水症	ダグラス窩膿瘍
失見当障害	見当識障害	構語障害
ツツガムシ感染症	つつが虫病	ブタクサ花粉症
特発性血小板減少症紫斑病	特発性血小板減少性紫斑病	特発性血小板減少性紫斑病
前立腺浮腫	浮腫	前立腺肉腫
胞性腫瘤	腫瘤	化膿性腫瘤
右鼠径リンパ節腫脹	鼡径部リンパ節腫脹	鼡径部リンパ節腫脹
ＡＡＡ破裂	腹部大動脈瘤	ＣＡＤ／ＣＡＭ冠破損
夜間覚醒	不眠症	広場恐怖症
初発癌	癌	初期硬結
右迷走神経鞘腫	神経鞘腫	馬尾神経鞘腫
痙攣様	痙攣	痙攣
機会誤嚥	嚥下障害	異物誤嚥
大腿静脈血栓	静脈血栓症	大腿血栓性静脈炎
股関節部骨折	股関節骨折	股関節骨折
吸収不全症侯群	吸収不良症候群	吸収不良症候群
新生血管緑内障	緑内障	血管新生緑内障
甲状腺低下症	甲状腺機能低下症	甲状腺機能低下症
アメーバ肝膿瘍	肝アメーバ症	アメーバ性肝膿瘍
先天性真珠腫	真珠腫	先天性脳腫瘍
頭部皮膚欠損	頭部皮膚欠損創	頭部皮膚欠損創
右肺門部浸潤影	胸部異常陰影	肺門部異常陰影
食道悪性腫瘍	食道癌	食道良性腫瘍
傍大動脈リンパ節転移	大動脈周囲リンパ節転移	大動脈周囲リンパ節転移
ビタミンＤ欠乏	ビタミンＤ欠乏症	ビタミンＤ欠乏症
レントゲン異常	胸部異常陰影	フィブリノゲン異常症
器質的心疾患	心疾患	遺伝性心疾患
温痛覚	温痛覚過敏	温痛覚過敏
両側内反足	内反足	内反足
低酸素症状	低酸素性脳症	低酸素血症
粘稠痰少量	喀痰	細動脈硬化性萎縮腎
ダンベル型腫瘍	腫瘍	セルトリ・ライディック細胞腫
催不整脈作用	不整脈	抗不整脈剤副作用
左腋窩汗腺癌	汗腺癌	腋窩皮膚癌
感染性仮性嚢胞	仮性膵のう胞	感染性角膜潰瘍
乳房熱感	ほてり	乳房熱傷
大腸穿孔	腸穿孔	小腸穿孔
腎瘢痕	瘢痕	胸膜瘢痕
孤立性左室緻密化障害	孤立性心筋緻密化障害	孤立性心筋緻密化障害
進行性顔面片側萎縮症	顔面痙攣症	顔面半側萎縮症
左手関節痛	手関節痛	手関節痛
右鼠径部腫脹	鼡径部腫脹	前胸部腫脹
びりびりしたしびれ	しびれ感	半身しびれ
発赤軽減	発赤	原発性陣痛微弱
悪寒等	悪寒	悪寒
非逆流性食道炎	食道炎	逆流性食道炎
甲状腺萎縮	後天性甲状腺萎縮	後天性甲状腺萎縮
呼吸苦自覚症状	呼吸困難	呼吸性嗅覚障害
多発単神経障害	多発性単ニューロパチー	多発性神経障害
中毒性	中毒	中毒性精神病
右肺上葉結節影	胸部異常陰影	上行結腸憩室穿孔
骨膜肥厚	肥厚性皮膚骨膜症	滑膜肥厚
リステリア感染症	リステリア症	リステリア性敗血症
アルコール性脂肪性肝炎	アルコール性脂肪肝	非アルコール性脂肪性肝炎
脳室穿破	脳出血	腸憩室穿孔
鼠径部リンパ節腫大	鼡径部リンパ節腫脹	鼡径部リンパ節腫脹
吐気治	嘔気	術中頻脈発作
右鼡径部リンパ節腫脹	鼡径部リンパ節腫脹	鼡径部リンパ節腫脹
多発肺塞栓	肺塞栓症	多発性脳梗塞
右腋窩リンパ節転位	腋窩リンパ節転移	腋窩リンパ節転移
重度右片麻痺	片麻痺	同側性片麻痺
両側乳房腫瘤	乳房腫瘤	乳房乳頭部腫瘤
原発不明癌頸部リンパ節転移	頚部リンパ節転移	胸骨傍リンパ節転移
後腹膜脂胞肉腫	後腹膜脂肪肉腫	後腹膜脂肪肉腫
胆管閉塞機転	胆管閉塞症	内腸骨動脈閉塞症
右下葉原発扁平上皮癌	下葉肺扁平上皮癌	下葉肺扁平上皮癌
腰椎圧迫骨折既往	腰椎圧迫骨折	胸腰椎圧迫骨折
便秘悪化	便秘症	便秘症
潜血３	顕微鏡的血尿	血友病Ａ
アレルギー性血管浮腫	浮腫	アレルギー性浮腫
肺動脈分岐部狭窄	肺動脈分岐部狭窄症	肺動脈分岐部狭窄症
顕微的血尿	血尿	顕微鏡的血尿
右鼡径リンパ節腫脹	鼡径部リンパ節腫脹	鼡径部リンパ節腫脹
左足多趾症	多趾症	多合趾症
日中痛み	疼痛	七日熱
不安感	不安障害	不安障害
眼球運動痛	疼痛	眼球運動痙攣
腰椎変性側弯症	腰椎側弯症	腰椎側弯症
右腎低形成	低形成腎	右心低形成症候群
Ｙｅｒｓｉｎｉａ　ｅｎｔｅｒｏｃｏｌｉｔｉｃａ感染症	エルシニア菌食中毒	ＭＲＣＮＳ感染症
膿胸合併肺放線菌症	肺放線菌症	肺放線菌症
チクチク痛む	チクチク感	ネマリンミオパチー
左水尿管症	水尿管症	水腎水尿管症
多発肺内転移	転移性肺癌	多発性癌転移
左下葉肺癌断端再発	下葉肺癌	腸重積症再発
右大腿部発赤	下腿発赤	下腿発赤
右顔面打撲	顔面打撲傷	脛骨腓骨近位端開放骨折
糖尿病性自律神経障害	糖尿病性自律神経ニューロパチー	糖尿病性末梢神経障害
分破水	破水	破水
重症マイコプラズマ肺炎	マイコプラズマ肺炎	マイコプラズマ肺炎
卵巣嚢腫破裂	卵巣のう腫破裂	卵巣腫瘍破裂
抗原血症	サイトメガロウイルス感染症	非結核性抗酸菌症
褥瘡発症	褥瘡	褥瘡感染
甲状軟骨浸潤	甲状軟骨の悪性腫瘍	甲状軟骨欠損
潜在性副腎皮質機能低下症	副腎皮質機能低下症	続発性副腎皮質機能低下症
眼球陷凹	眼球陥没	瞼裂縮小
両足趾潰瘍	趾皮膚潰瘍	足底皮膚潰瘍
過換気症状	過換気症	過換気症
左鎖骨下リンパ節転移	リンパ節転移	鎖骨上リンパ節転移
上右卵管留血腫	卵管留血腫	卵管留血腫
濾胞性リンパ腫再発	濾胞性リンパ腫	濾胞性リンパ腫
両眼糖尿病性網膜症	糖尿病網膜症	糖尿病性中心性網膜症
左外傷性大腿骨頭壊死	外傷性大腿骨頭壊死	外傷性大腿骨頭壊死
肝臓病変	肝疾患	肝炎後肝硬変
右第１趾潰瘍	趾皮膚潰瘍	第５趾皮膚癌
腋窩痛	腋窩部痛	腋窩部痛
踵部発赤	発赤	下腿発赤
両側ぶどう膜炎	ぶどう膜炎	中間部ぶどう膜炎
右アスペルギルス肺炎	肺アスペルギルス症	肺アスペルギルス症
痔疾患	痔核	咀嚼筋痛障害
無疱疹帯状疱疹	帯状疱疹	劇症帯状疱疹
吐き気軽度	嘔気	吐物嚥下性肺炎
非結核性抗酸菌性人工関節感染症	非結核性抗酸菌症	非結核性抗酸菌性股関節炎
両下肢不随意運動	不随意運動症	異常不随意運動
前胸痛	胸痛	前腕痛
洞結節不全症候群	洞不全症候群	洞不全症候群
結腸皮膚瘻	皮膚瘻	直腸皮膚瘻
患肢熱感	ほてり	眼熱傷後遺症
両側腎膿瘍	腎膿瘍	腎周囲膿瘍
右喉頭腫瘍	喉頭腫瘍	喉頭腫瘍
潜血	顕微鏡的血尿	便潜血
細菌性脳動脈瘤破裂	脳動脈瘤破裂	先天性脳動脈瘤破裂
右鼡径部皮下出血	皮下出血	前額部皮下出血
右下腿筋肉内出血	筋肉内血腫	大腿部皮下出血
痒感	そう痒	痒疹
大動脈リンパ節転移	大動脈周囲リンパ節転移	大動脈周囲リンパ節転移
心内血栓	心内血栓症	心内血栓症
術後出血	後出血	術後貧血
気分悪	悪心	悪心
腰部脊椎管狭窄症	腰部脊柱管狭窄症	腰部脊柱管狭窄症
遠位弓部嚢状動脈瘤	動脈瘤	内頚動脈後交通動脈分岐部動脈瘤
左総腸骨動脈狭窄	総腸骨動脈狭窄	総腸骨動脈狭窄
尿潜血遷延	顕微鏡的血尿	遷延分娩
夜間悪寒	悪寒	悪寒発熱
造骨性骨転移	骨転移癌	骨盤転移
腫瘍制御	腫瘍	腫瘍崩壊症候群
失調性構音障害	構音障害	機能性構音障害
右上腕骨頸部骨折	上腕骨頚部骨折	上腕骨頚部骨折
リンハ゜節腫大	リンパ節腫大	鼡径部リンパ節腫脹
皮疹拡大傾向	発疹	出血傾向
依然浮腫	浮腫	限局性浮腫
右足底部蜂窩織炎	足蜂巣炎	足関節部蜂巣炎
血栓閉塞型大動脈解離	早期血栓閉鎖型大動脈解離	早期血栓閉鎖型大動脈解離
急性期脳血管障害	脳血管障害	閉塞性脳血管障害
朝方痰	喀痰	夜間咳
進行性直腸癌	直腸癌	進行性前立腺癌
小腸型クローン病	小腸クローン病	小腸クローン病
軽度すりガラス影	胸部異常陰影	ペースメーカ植え込み後皮膚圧迫壊死
二次性血小板増多症	血小板増加症	二次性血小板増加症
胃膵嚢胞	膵のう胞	膵腺房細胞癌
最近浮腫	浮腫	限局性浮腫
右顔面疼痛	顔面痛	顔面腫脹
便失禁多量	便失禁	便失禁
労作時頻脈	頻脈症	労作時呼吸困難
両下肢結節性紅斑	結節性紅斑	多形紅斑性関節障害
重症胆管炎	胆管炎	総胆管結石性胆管炎
右側胸部痛	胸痛	側胸部痛
右小指基節骨骨折	小指基節骨骨折	小指基節骨骨折
右足背腫脹	足背腫脹	足背腫脹
右上肢発赤	発赤	下腿発赤
呂律のまわりにくさ	構音障害	会陰部せつ
アミオダロン誘発性甲状腺中毒症	薬剤性甲状腺機能障害	薬物誘発性男性ホルモン性脱毛症
左胸部痛	胸痛	前胸部痛
右大腿痛	大腿痛	大腿筋痛
左下腿ＤＶＴ	下腿静脈血栓症	大腿骨骨幹部開放性粉砕骨折
動悸等症状	動悸	蠕動亢進
紫斑	紫斑病	白斑
致死性不整脈出現	不整脈	期外収縮性不整脈
顆粒膜細胞腫	卵巣顆粒膜細胞腫	卵巣顆粒膜細胞腫
一瞬痛み	疼痛	七日熱
意識障害患者	意識障害	意識障害
切迫早産腹緊	切迫早産	切迫早産
難治性皮膚非定型抗酸菌症	非結核性抗酸菌症	皮膚非結核性抗酸菌症
頚部鈍痛	鈍痛	頚部痙直
発赤範囲	発赤	咽頭発赤
左腕腫脹	前腕腫脹	前腕腫脹
右肺上葉陰影	胸部異常陰影	肺門部異常陰影
右上葉肺結節	結節性肺結核	中葉肺扁平上皮癌
空腹時高血糖	高血糖症	妊娠中一過性高血圧症
右麻痺	片麻痺	外直筋麻痺
味覚変化	味覚障害	味覚消失
器質化肺炎	特発性器質化肺炎	特発性器質化肺炎
浮腫悪化	浮腫	黄斑部術後浮腫
凝固異常症	血液凝固異常	軟骨形成異常症
右側頭葉脳梗塞	脳梗塞	急性下側壁心筋梗塞
両側下顎骨折	下顎骨骨折	上下顎骨骨折
左頭頂葉神経膠腫	頭頂葉神経膠腫	頭頂葉神経膠腫
骨盤内多発リンパ節転移	骨盤内リンパ節転移	骨盤内リンパ節転移
直腸閉塞	直腸閉鎖	結腸閉塞
運動ニューロン病	運動ニューロン疾患	運動ニューロン疾患
肺犬糸状虫症	犬糸状虫症	犬糸状虫症
軽度骨棘	骨棘	骨性強直
疲労感少	疲労感	疲労感
多発性肝腫瘤	肝腫瘍	多発性肝血管腫
意味性錯語	文意失語症	文意失語症
ｃｏａｒｓｅ　ｃｒａｃｋｌｅｓ	湿性ラ音	ＣＡＲＡＳＩＬ
緑色下痢便	下痢症	習慣性下痢
皮膚損傷リスク	皮膚損傷	皮膚損傷
左母指痛	母指痛	母指痛
ＡＶブロック	房室ブロック	洞房ブロック
前縦隔ＬＮ転移	縦隔リンパ節転移	ＭＲＳＡ術後創部感染
間質性肺炎発症	間質性肺炎	特発性間質性肺炎
外側脱臼	脱臼	前方脱臼
右環指基節骨骨折	環指基節骨骨折	環指中節骨骨折
左殿部疼痛	殿部痛	坐骨部痛
両側錐体路障害	錐体路障害	錐体路障害
両足しびれ	下肢しびれ	四肢しびれ
膜性増殖性	膜性増殖性糸球体腎炎	増殖性網膜症
頻脈性心房粗動	心房粗動	頻脈性心房細動
下肢血流障害	下肢血行障害	下肢血行障害
左肺上葉大細胞癌	上葉肺大細胞癌	上葉肺大細胞癌
結核性肋膜炎	結核性胸膜炎	結核性胸膜炎
疼痛有	疼痛	有痛性筋痙攣
実質外腫瘤	腫瘤	骨盤内腫瘤
骨盤部リンパ節転移	骨盤内リンパ節転移	骨盤内リンパ節転移
左三叉神経帯状疱疹	三叉神経帯状疱疹	三叉神経帯状疱疹
間質性肺炎悪化	間質性肺炎	通常型間質性肺炎
仙骨部骨折	仙骨骨折	仙骨亀裂骨折
重症低体温症	低体温	本態性高体温症
関節炎悪化	関節炎	赤痢後関節障害
右尖足	尖足	右胸心
両手指浮腫	浮腫	手指腫脹
左主気管支狭窄	気管支狭窄症	気管支狭窄症
浸潤癌化	癌	浸潤型胸腺腫
就寝後呼吸困難	呼吸困難	労作時呼吸困難
仮性膵嚢胞	仮性膵のう胞	卵巣粘液性腺癌
右肺上葉癌	上葉肺癌	右心房粘液腫
訪室時疼痛	疼痛	季肋部痛
膠原病様症状	膠原病	膠原病
軽度黄染	黄疸	老人性紫斑
転移性膵癌	膵癌	転移性肝癌
除皮質硬直様	除皮質硬直	除皮質硬直
間歇跛行	間欠性跛行	跛行
動脈瘤コイル塞栓術	動脈瘤	肝内門脈下大静脈短絡ステント狭窄
紅斑散在	紅斑症	滲出型加齢黄斑変性
右膝疼痛	膝関節痛	膝窩部痛
食思不振傾向	食欲不振	食欲不振
皮内腫瘍	腫瘍	皮下腫瘍
左前床突起部髄膜腫	髄膜腫	下腿胞巣状軟部肉腫
右脳梗塞	脳梗塞	片頭痛性脳梗塞
軽度腹部痛	腹痛症	腹部圧痛
多発毛細血管拡張	オスラー病	毛細血管拡張症
不整脈誘発	不整脈	頻脈性不整脈
左肺動脈ＰＥ	肺動脈血栓塞栓症	左肺動脈右肺動脈起始症
胃潰瘍再発	胃潰瘍瘢痕	再発性胃潰瘍
境界域精神発達遅滞	知的障害	自閉性精神発達遅滞
胆石膵炎	胆石性膵炎	胆石性膵炎
右腕頭動脈瘤	腕頭動脈瘤	腕頭動脈瘤
外陰部ｐａｇｅｔ癌	外陰部パジェット病	急性大動脈解離ＤｅＢａｋｅｙＩＩ
リウマチ様症状	関節リウマチ	リウマチ性肺疾患
肺癌性リンパ管症	癌性リンパ管症	癌性リンパ管症
左上腕骨顆部骨折	上腕骨顆部骨折	上腕骨顆部骨折
骨盤位妊娠	骨盤位	卵管峡部妊娠
大腿骨骨折後	大腿骨骨折	大腿骨疲労骨折
左椎間孔狭窄	結合組織性椎間孔狭窄症	膵管狭窄
前立腺軽度腫大	前立腺肥大症	前立腺肥大症
下顎腫脹	下顎部腫脹	下顎部腫脹
鼻中隔弯曲	鼻中隔弯曲症	鼻中隔弯曲症
大腸憩室症	多発性大腸憩室症	小腸憩室症
逆流性食道炎無	逆流性食道炎	逆流性食道炎
致死性偽膜性腸炎	偽膜性腸炎	偽膜性腸炎
眼窩蜂窩織炎	眼窩蜂巣炎	眼窩蜂巣炎
排尿後痛	排尿痛	排尿痛
右腹痛	腹痛症	手背部痛
嚥下耳痛	耳痛症	嚥下痛
茶色出血	出血	黄斑下出血
左下葉扁平上皮癌	下葉肺扁平上皮癌	下葉肺扁平上皮癌
右腎梗塞	腎梗塞	腎梗塞
原発性ヘモクロマトーシス	ヘモクロマトーシス	続発性ヘモクロマトーシス
右前頭葉膠芽腫	前頭葉膠芽腫	前頭葉膠芽腫
急性水頭症	水頭症	先天性水頭症
活動性肺結核所見	活動性肺結核	活動性肺結核
右眼白内障	白内障	黒内障性瞳孔強直
本日胸痛	胸痛	胸痛
直腸膀膀胱窩	直腸膀胱瘻	膀胱前壁部膀胱癌
頚部結核性リンパ節炎	結核性リンパ節炎	頚部化膿性リンパ節炎
左橈骨遠位骨折	橈骨遠位端骨折	橈骨遠位端骨折
逆行性Ｐ波	心電図異常	異常脳波
しびれない	しびれ感	しびれ感
臀部圧痛	圧痛	腹部圧痛
咽頭血腫	咽頭部血腫	咽頭部血腫
膀胱癌再発	膀胱癌	膀胱結核
多発皮下転移	皮下腫瘍	多発皮下膿瘍
両側肺動脈血栓塞栓症	肺動脈血栓塞栓症	肺動脈血栓塞栓症
副鼻腔病変	副鼻	副鼻腔癌
安静時呼吸苦	呼吸困難	睡眠時無呼吸症候群
左胸膜播種	胸膜播種	胸膜播種
陰嚢疼痛	陰のう痛	陰茎部疼痛
上眼瞼腫脹	眼瞼浮腫	下眼瞼浮腫
右下肢複雑骨折	開放骨折	一側下肢多発骨折
可動性良好腫瘤	腫瘤	殿部皮膚良性腫瘍
両頬部発赤	発赤	咽頭発赤
感染性肝嚢胞	肝のう胞	細菌性肝膿瘍
左鼡径部腫脹	鼡径部腫脹	鼡径部腫脹
突然呼吸困難	呼吸困難	夜間呼吸困難
皮下出血斑	皮下出血	皮下出血
右下腿骨髄炎	大腿骨骨髄炎	下腿骨骨髄炎
平行機能障害	平衡異常	胃運動機能障害
元々杖歩行	歩行障害	内反歩行
両下肢腫脹	下肢腫脹	下肢腫脹
左傍矢状洞髄膜腫	傍矢状洞髄膜腫	傍矢状洞髄膜腫
限局性皮膚硬化型全身性強皮症	全身性強皮症	限局性強皮症
毎回失禁	尿失禁症	便失禁
右小脳腫瘍	小脳腫瘍	小脳橋角部腫瘍
続発性サルコペニア	サルコペニア	遅発性ジスキネジア
非医原性左尿管狭窄	尿管狭窄	淋菌性尿道狭窄
下腿血腫	血腫	下腿血管腫
逆流性膀胱炎	膀胱尿管逆流	反復性膀胱炎
覚醒時疼痛	疼痛	睡眠時頭痛
左大転子部発赤	発赤	大転子部剥離骨折
卵巣原発腫瘍	卵巣腫瘍	卵巣胚細胞腫瘍
リンパ腫再発	悪性リンパ腫	リンパ節腫大
重度運動障害性構音障害	構音障害	運動障害性構音障害
右肩周囲炎	肩周囲炎	肩周囲炎
軽度動悸	動悸	肺動静脈瘻
左ポスナーシュロスマン症候群	ポスナーシュロスマン症候群	ポスナーシュロスマン症候群
液体貯留	体液貯留	体液貯留
低張性低ナトリウム血症	低ナトリウム血症	低ナトリウム血症
癌性胸腹膜炎	癌性腹膜炎	癌性胸膜炎
心臓内腫瘍	心臓腫瘍	心臓腫瘍
左坐骨神経麻痺	坐骨神経麻痺	坐骨神経麻痺
リステリア髄膜脳炎	リステリア性髄膜脳炎	リステリア性髄膜脳炎
点圧痛	圧痛	高血圧性頭痛
帯状疱疹ウイルス脳炎	帯状疱疹性脳炎	ウイルス性髄膜脳炎
齲蝕	う蝕	膝窩疣贅
腎性急性腎障害	腎障害	急性腎性腎不全
喉頭嚢胞	喉頭のう胞	喉頭蓋腫瘍
甲状腺乳頭腺癌	甲状腺乳頭癌	甲状腺乳頭癌
左上下肢しびれ	半身しびれ	下肢しびれ
心筋傷害	心筋疾患	心臓挫傷
圧迫性骨折	圧迫骨折	圧迫骨折
胆嚢胆石	胆泥	肝門部胆管癌
縱隔リンパ節転移	縦隔リンパ節転移	鼡径部リンパ節転移
悪性細胞	癌	悪性肥満細胞腫
Ｌｉｓｔｅｒｉａ　ｍｏｎｏｃｙｔｏｇｅｎｅｓ敗血症	敗血症	ＴＥＬ−ＡＭＬ１陽性Ｂリンパ芽球性白血病
パニック症侯群	パニック障害	パニック障害
アレルギー性肺アスペルギルス症	アレルギー性気管支肺アスペルギルス症	アレルギー性気管支肺アスペルギルス症
左下肢原発性リンパ浮腫	リンパ浮腫	遅発性内リンパ水腫
呼気時喘鳴	喘鳴	睡眠時無呼吸症候群
落ち着かない	多動性障害	情緒不安定状態
苦悶症状	胸内苦悶	挫滅症候群
トルーソー症候群	トルソー症候群	トルソー症候群
全身浮腫不変	全身性浮腫	全身痙攣
左側頭円蓋部髄膜腫	円蓋部髄膜腫	円蓋部髄膜腫
周術期喘息発作	気管支喘息発作	未熟児無呼吸発作
薬剤性副腎不全	副腎皮質機能低下症	薬剤性腎障害
乳がん	乳癌	脾のう胞
巣状分節状糸球体硬化症	巣状糸球体硬化症	巣状糸球体硬化症
口腔乾燥感	口腔乾燥症	咽喉乾燥感
右手関節尺側部痛	手関節痛	大腿内側部痛
右上顎洞真菌症	上顎洞炎	上顎骨線維腫
鮮血便	血便	粘血便
心配症	心配	心配
アシドーシス進行	アシドーシス	ケトアシドーシス
右足滑液包炎	滑液包炎	肩滑液包炎
第５胸椎転移	胸椎転移	第５腰椎第１仙椎間椎間板変性
表出性言語発達遅滞	言語発達遅滞	言語発達遅滞
発作性心房細動既往	発作性心房細動	発作性頻脈性心房細動
左リウマチ性膝関節症	関節リウマチ・膝関節	非リウマチ性三尖弁狭窄症
左大腿部痛	大腿痛	腓腹部痛
隆起性病変	胃ポリープ症	持久性隆起性紅斑
腫瘤状構造	腫瘤	腫瘍性病的骨折
細菌性赤痢感染症	赤痢	感染性白癬症
多数骨折	骨折	趾多発開放骨折
門脈右枝血栓	門脈血栓症	前腕血栓性静脈炎
３型進行癌	癌	腰仙部移行椎
倦怠感等	倦怠感	倦怠感
全頭脱毛症	脱毛症	完全脱毛症
