出現形	正解	予測
左尾状核ラクナ硬塞	ラクナ梗塞	初期う蝕小窩裂溝填塞材脱離
ＳＭＡ閉塞	急性上腸間膜動脈閉塞症	ＡＶＭ
めまいの発作	めまい	めまい発作
呼吸切迫	急性呼吸窮迫症候群	呼吸促迫
劇症型連鎖球菌感染症	連鎖球菌感染症	劇症型Ａ群連鎖球菌感染症
腹部疝痛	仙痛	側腹部痛
胆嚢多発ポリープ	胆のうポリープ	多発性胆のうポリープ
柑皮症	カロチン血症	皮膚萎縮症
陰部掻痒	外陰部そう痒症	そう痒
両側眼球外転障害	眼球運動障害	先天性眼球運動障害
夜間失禁	尿失禁症	夜間頻尿症
褥瘡発生リスク低い	褥瘡	褥瘡・ＤＴＩ
Ⅱ度熱傷	熱傷	多発性第２度熱傷
重度感覚障害	体感異常	感覚異常症
婦人入院脳梗塞	脳梗塞	急性右室梗塞
炎症性ポリープ多発	ポリープ	炎症性ミオパチー
右坐骨結節転移再発	転移性腫瘍	鎖骨上転移性腫瘍
右上肢痺れ	しびれ感	上肢両側麻痺
ＭＣＴＤ	混合性結合組織病	ＨＤＬＳ
昨日水様便	下痢症	便異常
気分不快増強	悪心	気分異常
拡張期高血圧	高血圧症	収縮期高血圧症
左頸部リンパ節腫大	薬剤性自己免疫性溶血性貧血	リンパ節腫大
右低音部感音難聴	感音難聴	両側性感音難聴
ＰＨＴ	肺高血圧症	ＨＤＬＳ
夜間失見当	見当識障害	夜驚症
劇症型髄膜炎菌感染症	髄膜炎菌感染症	侵襲性髄膜炎菌感染症
物忘れ気	健忘症	気逆
両眼白内障手	白内障	併発白内障
右手関節滑膜炎	滑膜炎	膝関節滑膜炎
声門上喉頭癌	喉頭癌	声門上癌
右膝メルケル細胞癌	メルケル細胞癌	膝部メルケル細胞癌
加害妄想	妄想反応	被害妄想
嚢胞性胸腺腫	胸腺腫	被包型胸腺腫
急性乳突洞炎	急性中耳炎	急性乳様突起炎
左肺下葉腫瘤影	肺腫瘤	肺腫瘤陰影
左感音性難聴	感音難聴	両側性感音難聴
ＣＯＰＤＩ期	慢性閉塞性肺疾患	ＣＡＤＡＳＩＬ
転倒歴多数	よろめき歩行	左旋転位
ＤＩＨＳ	薬疹	ＨＤＬＳ
インスリン依存性糖尿病	１型糖尿病	インスリン抵抗性糖尿病
頸部椎間板ヘルニア	頚椎椎間板ヘルニア	椎間板ヘルニア
拍動性疼痛	疼痛	急性疼痛
ＤＭ性腎不全	糖尿病性腎不全	急性腎不全
膝関節軽度屈曲拘縮	屈曲拘縮	膝関節屈曲拘縮
ＡＴＬ	成人Ｔ細胞白血病リンパ腫	ＨＤＬＳ
肺動脈弁閉鎖不全	肺動脈弁閉鎖	肺動脈弁閉鎖不全症
熱感軽度	ほてり	温度感覚異常
術後肝転移	転移性肝癌	転移性肝腫瘍
顔皮疹	発疹	顔面真菌性湿疹
再出血徴候	出血	出血傾向
アシネトバクター敗血症	敗血症	ＭＲＳＡ敗血症
左腎盂腎炎治癒後	腎盂腎炎	術後腎盂腎炎
二次性水頭症	外傷後水頭症	先天性水頭症
ダグラス窩播種	腹膜播種	播種性ムコール症
中耳炎症状	中耳炎	外傷性中耳炎
動揺性めまい	めまい	回転性めまい
褥瘡発生歴	褥瘡	背部褥瘡
水分摂取困難	嚥下障害	水分欠乏症
右下葉原発低分化腺癌	癌	甲状腺未分化癌
細菌性扁桃炎	扁桃炎	急性扁桃炎
正常圧緑内障	緑内障	絶対緑内障
副睾丸炎	精巣炎	腟炎
慢性アレルギー性鼻炎	季節性アレルギー性鼻炎	アレルギー性鼻炎
夕食前低血糖	低血糖	夜間低血糖症
先天性代謝異常症	代謝障害	先天性糖代謝異常
単頸双角子宮	双角子宮	単頚双角子宮
原発性肺高血圧症	肺高血圧症	二次性肺高血圧症
左鎖骨リンパ節転移	リンパ節転移	鎖骨上リンパ節転移
殿部色素沈着	色素異常症	皮膚色素沈着
舌浮腫	浮腫	喉頭浮腫
舌損傷	損傷	舌咽神経損傷
軽度痺れ	しびれ感	全身痙攣
星芒状血管腫	血管腫	陰茎海綿状血管腫
右房内腫瘤	腫瘤	胸腔内腫瘤
Ｓ状結腸転移	転移性消化器腫瘍	転移性直腸腫瘍
肉芽腫性腸疾患	腸疾患	大腸肉腫
両足圧痕性浮腫	浮腫	足部浮腫
発作後精神病	精神病	精神運動発作
虫垂粘液嚢胞腺腫	虫垂粘液のう胞	卵巣粘液性腺腫
若年性リウマチ	関節リウマチ	若年性関節リウマチ
体陽性脳炎	脳炎	慢性脳炎
境界域ＤＭ	糖尿病	ＡＶＭ
劇症敗血症	敗血症	ＧＢＳ敗血症
慢性血腫	血腫	多発性血腫
骨破壊病変	関節リウマチ	人工骨頭破損
口腔内発赤腫脹	発赤	口腔外傷性腫脹
中咽頭再発腫瘍	咽頭腫瘍	中咽頭良性腫瘍
リンパ管症	癌性リンパ管症	リンパ管腫症
遷延性抑うつ状態	うつ状態	遷延性抑うつ反応
結核性強膜炎	結核性胸膜炎	結核性硬膜炎
下腿筋萎縮	筋萎縮症	下肢筋萎縮
膵頭癌	癌	膵頭部癌
ＶＡＨＳ	ウイルス関連血球貪食症候群	ＨＤＬＳ
痰中等量引ける	喀痰	過剰喀痰
放射線障害	放射線宿酔	放射線性肺線維症
浅眠	不眠症	過眠
脳溢血	脳卒中	脳出血
背部筋緊張高い	筋強直	神経性緊張
全身紅斑	紅斑症	遊走性紅斑
右側下顎骨体部骨折	下顎骨骨折	上下顎骨骨折
微小多発脳梗塞	多発性脳梗塞	多発性小脳梗塞
糸球体血尿	血尿	糸球体性血尿
パニック様症状	全般性不安障害	パニック障害
爪囲紅斑	爪囲炎	環状紅斑
子宮頸癌Ｉｂ１期	子宮頚癌	子宮頚部微小浸潤癌
両側鎖骨上窩リンパ節腫大	リンパ節腫大	鎖骨上リンパ節腫脹
関節滑膜炎	滑膜炎	膝関節滑膜炎
立位保持困難	四肢筋力低下	不全足位
左足痺れ	しびれ感	四肢麻痺
Ｒｉｅｄｅｌ甲状腺炎	線維性甲状腺腫	急性甲状腺炎
鼻腔化膿性肉芽腫	細菌性肉芽腫症	化膿性口腔粘膜肉芽腫
右脛骨内果骨折	足関節内果骨折	脛骨骨折
左胸膜転移	胸膜播種	転移性胸膜腫瘍
右肺中葉転移	転移性肺癌	転移性肺腫瘍
下腿筋痛	下肢筋肉痛	下腿痛
右大腰筋血腫	血腫	腰部血管腫
十二指腸潰瘍再発	慢性十二指腸潰瘍	再発性十二指腸潰瘍
Ａｆ不変	心室細動	ＡＩＤＳ
左下腿部帯状疱疹	帯状疱疹	胸部帯状疱疹
外陰部湿疹	湿疹	外陰部帯状疱疹
左肘頭開放骨折	開放骨折	尺骨肘頭開放骨折
若干硬結	硬結	初期硬結
左骨盤内リンパ嚢胞	骨盤部感染性リンパのう胞	骨盤内リンパ節の悪性腫瘍
身体損傷	損傷	頭部損傷
右大腿骨骨腫瘍	大腿骨腫瘍	大腿骨遠位部骨腫瘍
慢性胆嚢炎	慢性胆のう炎	慢性胆管炎
偽性高Ｋ血症	高カリウム血症	高ＴＳＨ血症
反応性胸水	胸水貯留	血性胸水
元々痛み	疼痛	持続痛
肝形質細胞腫	形質細胞腫	肝硬化性血管腫
躁病相	躁状態	軽躁病
ジューリング疱疹状皮膚炎	ジューリング病	ウイルス性皮膚炎
副腎偶発腫	良性副腎皮質腫瘍	副腎腺腫
右下腿紅斑	紅斑症	麻疹様紅斑
腸管通過障害	消化管狭窄	直腸障害
努力様呼吸	起坐呼吸	努力性呼吸
発赤皮疹	発疹	赤色湿疹
赤痢アメーバ大腸炎	アメーバ赤痢	アメーバ性非赤痢性大腸炎
低ＡＬＢ血症	低アルブミン血症	高ＬＤＬ血症
関節痛症状	関節痛	肩関節痛症
肝膿瘍破裂	肝膿瘍	肝周囲膿瘍
総肺静脈還流異常症	肺静脈還流異常症	総肺静脈還流異常
左橈骨頭脱臼骨折	脱臼骨折	中足骨脱臼骨折
正中創感染	創傷感染症	刺創感染
左網膜分枝動脈閉塞症	動脈閉塞症	網膜動脈分枝閉塞症
低血圧自覚症状	低血圧症	非特異性低血圧症
常時痛み	疼痛	鈍痛
多発肝転移増大	転移性肝癌	転移性肝腫瘍
胆嚢十二指腸瘻	胆のう十二指腸瘻	総胆管十二指腸瘻
左鼠径部疼痛	鼡径部痛	急性疼痛
円盤状皮疹	円板状エリテマトーデス	ＬＥ蝶形皮疹
左手首疼痛	手部痛	頚部痛
アレルギー反応	アレルギー	薬物性光アレルギー性反応
膵体部小嚢胞	腫瘍性膵のう胞	膵漿液性のう胞腺腫
耳介脂漏性湿疹少	脂漏性皮膚炎	耳介周囲湿疹
両側急性硬膜下出血	急性硬膜下血腫	開放性外傷性くも膜下出血
喉頭蓋腫脹	喉頭蓋炎	頭蓋咽頭腫
深部感覚鈍麻	感覚異常症	片側感覚鈍麻
脊柱圧痛	圧痛	脊髄痛
嘔吐持続	嘔吐症	習慣性嘔吐
痙攣重積後脳症	痙攣重積型二相性急性脳症	痙攣重積型急性脳症
転移性膵体部癌	膵体部癌	膵臓癌骨転移
インフルエンザＡ型感染症	インフルエンザＡ型	インフルエンザ菌感染症
顕微鏡的大腸炎	大腸炎	急性大腸炎
直腸Ｒａ癌	直腸癌	ＫＲＡＳ遺伝子野生型直腸癌
足趾爪混濁肥厚	ころもじらみ寄生症	爪甲肥厚
ＣＭＶ肺炎	サイトメガロウイルス肺炎	ＭＲＣＮＳ肺炎
右ＩＣＡ狭窄	内頚動脈狭窄症	小脳動脈狭窄
痰貯留	喀痰	過剰喀痰
足趾蜂窩織炎	足蜂巣炎	蜂窩織炎
僧帽弁狭窄兼逆流症	僧帽弁狭窄症	僧帽弁逆流症
歯槽膿漏	歯周炎	歯槽膿瘍
左肘関節破壊	関節リウマチ・肘関節	人工肘関節の破損
皮下石灰化	皮膚石灰沈着症	背部石灰化上皮腫
軽度ＡＤＨＤ	注意欠陥多動障害	ＡＤＨ異常
両心房拡大	心肥大	巨大左心房
上転障害	眼球運動障害	外転足
嫌悪感	悪寒	悪心
二次性僧帽弁閉鎖不全症	僧帽弁閉鎖不全症	先天性僧帽弁閉鎖不全症
腹痛嘔気	嘔気	周期性腹痛
左大腿部骨外性粘液型軟骨肉腫	軟骨肉腫	大腿骨軟骨肉腫
高度異形成相当	子宮頚部高度異形成	腟上皮異形成・異型度２
腹緊なし	腹部膨満	腹皮拘急
右頚部ＬＮ腫大	リンパ節腫大	縦隔リンパ節腫脹
哺乳後嘔吐	嘔吐症	妊娠後期嘔吐
Ｃｒｏｎｋｈｉｔｅ−Ｃａｎａｄａ症候群	クロンカイト・カナダ症候群	ＳＡＰＨＯ症候群
右中大脳動脈梗塞	内頚動脈塞栓症	脳外主幹動脈閉塞脳梗塞
脾臓結核	結核	腎結核
高浸透圧血症	高血糖高浸透圧症候群	低浸透圧血症
陰嚢ヘルニア	陰のうヘルニア	陰唇ヘルニア
多形紅斑型薬疹	薬疹	紅皮症型薬疹
静脈内腫瘍栓	腫瘍	頚静脈小体腫瘍
進行再発大腸癌	大腸癌	遺伝性大腸癌
胃接合部癌	胃癌	食道胃接合部癌
手足しびれ	しびれ感	手指先しびれ
内膜損傷	損傷	硬膜損傷
咽頭知覚障害	咽頭異常感症	咽喉頭知覚麻痺
腸液貯留	体液貯留	後腹膜尿貯留
急性胆嚢胆管炎	胆管炎	原発性胆汁性胆管炎
扁平上皮癌	癌	肺扁平上皮癌
内痔核脱出	内痔核	脱出性内痔核
重症鬱血性心不全	うっ血性心不全	高血圧性心不全
Ａ型溶連菌感染症	溶連菌感染症	Ｂ群溶連菌感染症
悪性副腎外褐色細胞腫	褐色細胞腫	良性副腎皮質腫瘍
傍隔壁型肺気腫	肺気腫	一側性肺気腫
角膜糜爛	角膜びらん	角膜瘢痕
骨盤内播種新生	骨盤転移	多発性骨盤内臓器損傷・骨盤腔に達する開放創合併あり
急性非代償性心不全	心不全	急性心不全
最近便秘	便秘症	習慣性便秘
１型高ウイルスＣ型慢性肝炎	Ｃ型慢性肝炎	急性ウイルス性肝炎
Ｌｉｓｔｅｒｉａ腸炎	細菌性腸炎	ＭＲＳＡ腸炎
ヒリヒリ感	疼痛	ピリピリ感
大動脈弁下心室中隔欠損	心室中隔欠損症	心室中隔欠損を伴う肺動脈閉鎖症
右傍矢状静脈洞髄膜腫	髄膜腫	傍矢状洞髄膜腫
無自覚性低血糖	低血糖	低血糖性脳症
心尖部型肥大型心筋症	肥大型心筋症	心尖部肥大型心筋症
腎不全保存期	腎不全	末期腎不全
口腔内炎	口内炎	口腔粘膜炎
びまん性大細胞	びまん性大細胞型Ｂ細胞性リンパ腫	びまん性大細胞型・バーキット中間型分類不能Ｂ細胞性リンパ腫
大うつ病	単極性うつ病	うつ病
肝門部悪性リンパ腫	肝門部リンパ節転移	悪性リンパ腫
精神病性うつ病	うつ病	反復性精神病性うつ病
水疱性類天疱	水疱症	水疱性類天疱瘡
中枢性低換気	換気量減少	肺胞低換気症候群
右膝ＡＣＬ損傷	前十字靱帯損傷	ＴＦＣＣ損傷
混合難聴	難聴	混合性難聴
先天性巨大色素性母斑	巨大母斑細胞母斑	色素性母斑
不安大	不安障害	不安緊張状態
胸骨下液体貯留	体液貯留	胸水貯留
左聴器癌	癌	声門癌
上腹部リンパ節転移	リンパ節転移	多部位リンパ節転移
被殻梗塞	被殻出血	甲状腺梗塞
直腸Ｒａｂ癌	直腸癌	ＫＲＡＳ遺伝子野生型直腸癌
本日硬便少量	便異常	大量便
リンパ節圧痛	圧痛	リンパ節炎
小血栓	血液凝固異常	血栓性微小血管症
右耳失聴	聴覚消失	両側性感音難聴
急性期ＨＩＶ感染症	ＨＩＶ感染症	急性ＨＩＶ感染症候群
上行結腸腫瘤	腫瘤	腸間膜腫瘤
疾病不安	不安障害	疾病恐怖症
色素脱失	炎症後色素脱失	脱色素性色素失調症
膿貯留	膿瘍	膿尿
リンパ節腫脹	リンパ節腫大	縦隔リンパ節腫脹
右椎骨動脈巨大血栓化動脈瘤	椎骨動脈瘤	静脈瘤性動脈瘤
安心感	心気症	不安緊張状態
左鼡径ヘルニア再発	鼡径ヘルニア	再発性鼡径ヘルニア
左足背蜂窩織炎	足背蜂巣炎	蜂窩織炎
暗青色斑	青色母斑	黄斑部白斑
ＨＣＶ陽性	Ｃ型肝炎ウイルス感染	ＨＣＶ抗体検査陽性
感染性静脈血栓症	静脈血栓症	深部静脈血栓症
過敏性膀胱炎	膀胱炎	急性膀胱炎
包交時出血	出血	局所出血
進行肺癌	肺癌	胃進行癌
外傷性変化	外傷	化学外傷
中等度精神遅滞	中等度知的障害	自閉性精神発達遅滞
リポフスチン沈着	神経セロイドリポフスチン症	ヘモジデリン沈着症
中等度ＣＯＰＤ	慢性閉塞性肺疾患	ＡＩＤＳ
胸部圧痛	圧痛	腹部圧痛
気分不快症状	悪心	反復性気分障害
乳突蜂巣	乳様突起炎	精巣破裂
褥創形成	褥瘡	腟開放創
ガマ腫	がま腫	ゴム腫
夜間せん妄状態	せん妄	夜間せん妄
神経系腫瘍	腫瘍	神経細胞腫瘍
先天性側弯	肋骨異常を伴う先天性側弯症	先天性腟異常
非定型抗酸菌肺炎	肺炎	非定型肺炎
軽度甲状腺腫大	甲状腺腫	副甲状腺多発性腺腫
手足痺れ	四肢しびれ	手足症候群
節外性濾胞辺縁帯リンパ腫	脾辺縁帯リンパ腫	節性辺縁帯リンパ腫
Ｋｌｅｂｓｉｅｌｌａ　ｐｎｅｕｍｏｎｉａｅ敗血症	新生児クレブシエラ敗血症	ＭＲＣＮＳ敗血症
若年性認知症	認知症	二次性認知症
外腸骨域リンパ節腫大	リンパ節腫大	大腸ＭＡＬＴリンパ腫
分化型管状腺癌	癌	甲状腺未分化癌
孤発性ＣＪＤ	孤発性クロイツフェルト・ヤコブ病	ＨＤＬＳ
右下葉結節影	胸部異常陰影	下肺野陰影
食道がん	食道癌	食道びらん
肛門部発赤	発赤	咽頭発赤
成人Ｓｔｉｌｌ病	成人スチル病	ＨＤＬＳ
下咽頭がん	下咽頭癌	咽頭のう
両上肢痺れ	上肢しびれ	上肢両側麻痺
混合性肝癌	肝癌	混合型肝癌
甲状腺痛	甲状腺炎	前立腺痛
不消化便	消化不良性下痢	小便不利
末梢性めまい	めまい症	末梢性めまい症
四肢型運動失調	運動失調	四肢運動障害
産生胃癌	胃癌	胃管癌
左脛腓骨骨折	腓骨骨折	脛骨腓骨骨折
先天性脳血管異常	脳動静脈奇形	脳血管障害
臀部皮疹	発疹	全身発疹
歩行時軽度跛行	跛行	歩行異常
心室中隔扁平化	心室中隔欠損症	室上稜下部心室中隔欠損
フルニエ壊疽	外陰部壊死性筋膜炎	ガス壊疽
歯牙損傷	切歯破折	歯肉外傷
両側乳糜胸水	胸水貯留	乳び性腹水
麻疹罹患歴	麻疹	亜急性痒疹
尿漏れ	尿失禁症	尿道漏
心膜播種	腹膜播種	胸膜播種
髄液播種	腹膜播種	脊髄播種
後頭部皮下血腫	頭部皮下血腫	側頭部皮下血腫
篩骨蜂巣	篩骨洞炎	篩骨洞のう胞
仮性動脈瘤切除	偽性動脈瘤	解離性動脈瘤
鼻中隔血腫	血腫	鼻部皮下血腫
左嗅裂ポリープ	ポリープ	嗅覚脱失
軽度失調性構音障害	構音障害	発達性構音障害
びらんからの出血	出血	後出血
動揺性精神神経症状	神経症	精神運動興奮状態
過呼吸気味	過換気症	頻呼吸
真菌性感染性心内膜炎	細菌性心内膜炎	亜急性感染性心内膜炎
未分類関節炎	関節炎	増殖性関節炎
神経症性うつ病	抑うつ神経症	反復性精神病性うつ病
右浸潤影	胸部異常陰影	下肺野陰影
四肢近位筋筋力低下	筋力低下	四肢筋力低下
右乳腺良性腫瘍	乳腺腫瘍	乳房良性腫瘍
イレウス気味	偽性イレウス	イレウス
前立腺癌死	前立腺癌	前立腺癌再発
再度皮疹	発疹	風疹様発疹
低形成	骨髄低形成	右室低形成
血管原性浮腫	浮腫	血管神経性浮腫
Ｂｌｕｅ　ｔｏｅ　ｓｙｎｄｒｏｍｅ	末梢動脈疾患	Ｅｕｔｈｙｒｏｉｄ　Ｓｉｃｋ症候群
嚢胞様腫瘤像	腫瘤	卵巣腫瘤
婦人科癌	癌	女性性器癌
両側眼振	眼振	先天性眼振
過活動型せん妄	せん妄	夜間せん妄
左下肢鬱滞性皮膚炎	うっ滞性皮膚炎	だに皮膚炎
ＢＰＳＤ	認知症に重なったせん妄	ＡＩＤＳ
汎発性水痘感染症	水痘	細菌感染症
えん下障害	嚥下障害	症候性てんかん
左側頭葉挫傷	脳挫傷	前頭部挫傷
虚血性肝炎	肝炎	虚血性腸炎
幽門前部狭窄	幽門狭窄症	術後幽門狭窄
圧迫移植部ネクローシス	壊死	スケレトンタイプ拡大装置破損
舌乾燥	口腔乾燥症	口内乾燥
円形紅斑	紅斑症	多形紅斑
左眼後発性白内障	白内障	先天性白内障
膵尾部腫瘤性病変	膵腫瘤	膵頭部腫瘤
重症腸炎	腸炎	急性腸炎
左大腿骨転子下骨折	転子下骨折	大腿骨転子部骨折
肺野すりガラス状陰影	肺野異常陰影	肺野円形陰影
アテローム性血栓性脳梗塞	血栓性脳梗塞	アテローム血栓性脳梗塞
診察時皮疹	発疹	風疹
術後不整脈	不整脈	術中不整脈
起床時咳嗽	咳	慢性咳嗽
血性腹水貯留	腹水症	血性腹水
カンジダ肺炎	肺カンジダ症	カンジダ性口内炎
右小細胞癌	小細胞肺癌	前立腺小細胞癌
頬部悪性腫瘍	頬部腫瘍	頬部皮膚良性腫瘍
多源性ＰＶＣ散発	心室期外収縮	急性大動脈解離ＤｅＢａｋｅｙＩＩＩｂ
原発性甲状腺機能低下	甲状腺機能低下症	原発性甲状腺機能低下症
ヨードアレルギー	ヨード過敏症	アレルギー
右ＩＣ動脈瘤	内頚動脈脳動脈瘤	大動脈瘤
活動性肝炎	肝炎	活動性慢性肝炎
排便なし	便秘症	排便障害
全身性Ｃａｎｄｉｄａ感染症	カンジダ症	ＭＲＣＮＳ感染症
顔面神経痛	三叉神経痛	顔面痛
疣贅様構造物	疣贅	尋常性疣贅
アルコ−ル性肝硬変	肝硬変症	アルコール性肝硬変
皮質層状壊死	壊死	皮膚壊死
発熱随伴症状	発熱	心因性発熱
脳炎脳症	脳症	脳炎
辺縁性脳炎	脳炎	辺縁系脳炎
家族性ＣＪＤ	家族性クロイツフェルト・ヤコブ病	家族性ＬＣＡＴ欠損症
圧迫時疼痛	疼痛	急性疼痛
症型Ａ群溶連菌感染症	溶連菌感染症	Ｂ群溶連菌感染症
末梢肺動脈塞栓症	動脈塞栓症	末梢動脈塞栓症
歩容困難	歩行障害	歩行困難
脳室出血	出血	脳室内出血
顔面痺れ	しびれ感	顔面痙攣
重度失調性構音障害	構音障害	機能性構音障害
卵巣癌Ⅲｃ期	卵巣癌	卵巣小細胞癌
発赤潰瘍	発赤	扁桃潰瘍
左下肺浸潤影	肺部異常陰影	下肺野陰影
右大脳動脈未破裂動脈瘤	脳動脈瘤	未破裂脳動脈瘤
失語正常	失語症	全失語症
先週頭痛	頭痛	群発頭痛
ｃｅｌｌ　ｌｅｕｋｅｍｉａ	白血病	Ｅｕｔｈｙｒｏｉｄ　Ｓｉｃｋ症候群
ＧＣＡ	巨細胞動脈炎	ＨＣＡＨＣ
大動脈弁硬化症	大動脈弁狭窄症	大動脈弁閉鎖症
呼気喘鳴	喘鳴	努力性呼吸
ＡＣＴＨ非依存性Ｃｕｓｈｉｎｇ症候群	クッシング症候群	ＣＨＩＬＤ症候群
熱	発熱	微熱
Ｍａｌｌｏｒｙ−Ｗｅｉｓｓ症候群	マロリ・ワイス症候群	ＭＥＬＡＳ症候群
副鼻腔転移	副鼻腔癌	転移性副鼻腔癌
原発不明癌頸部転移	原発不明癌	多発性癌転移
再発腫瘤	腫瘤	多発性皮下腫瘤
犬吠様咳嗽	咳	感染後咳嗽
両下肢筋痛	下肢筋肉痛	下肢痛
左室ブロック波形	心電図異常	術後房室ブロック
有痛性腫瘤	腫瘤	頚部腫瘤
起床時頭痛	頭痛	睡眠時頭痛
眼白内障	白内障	層間白内障
慢性下気道感染	急性気管支炎	下気道感染を伴う慢性閉塞性肺疾患
乳頭様腎盂腫瘍	腎盂乳頭状癌	腎盂腫瘍
ＳＣＤ	脊髄小脳変性症	ＡＩＤＳ
無症候性腸アメーバ症	腸アメーバ症	慢性腸アメーバ症
手首痛	手部痛	手関節痛
左顔面神経麻痺症状	顔面神経麻痺	中枢性顔面神経麻痺
左顔面痛覚障害	片側痛覚鈍麻	顔面神経障害
元々疼痛	疼痛	急性疼痛
粘膿性鼻汁	鼻汁	粘液性鼻漏
膣原発横紋筋肉腫	横紋筋肉腫	鼡径部横紋筋肉腫
卵巣嚢腫ＯＰ	卵巣のう腫	卵巣門細胞腫
肺血管陰影増強	肺血管疾患	肺門部異常陰影
腎機能障害	腎機能低下	腎障害
Ｈｏｄｇｋｉｎ　Ｌｙｍｐｈｏｍａ	ホジキンリンパ腫	ＨＤＬＳ
術後創感染	術後膿瘍	術後創部感染
咳嗽法	咳	慢性咳嗽
高リスク前立腺癌	前立腺癌	進行性前立腺癌
膿梗塞	脳梗塞	全膿胸
下大静脈狭窄	大静脈狭窄症	先天性下大静脈狭窄症
入眠困難感	不眠症	レム睡眠行動障害
非定型カルチノイド腫瘍	カルチノイド	異所性ＡＣＴＨ産生腫瘍
軽度食欲低下	食欲不振	神経性食欲異常
両下腿壊疽性膿皮症様潰瘍	膿皮症	潰瘍性慢性膿皮症
恥骨骨髄炎	骨髄炎	恥骨骨炎
かすみ目	視力低下	くしゃみ
眩暈消失	めまい	起立性眩暈
手指関節腫脹	関節炎	足関節腫脹
ＳＰＮ	充実性偽乳頭状腫瘍	ＨＤＬＳ
低酸素虚血性脳症	低酸素性脳症	新生児低酸素性虚血性脳症
膵臓癌術後再発	膵癌	悪性膵内分泌腫瘍
歩行ふらつき	めまい	よろめき歩行
紅色腫瘤	腫瘤	皮膚腫瘤
気管支閉鎖症	気管支閉鎖	気管閉鎖症
咽頭粘膜発赤	発赤	咽頭発赤
新生児死亡	原因不明の死亡	新生児仮死
食道空腸吻合部狭窄	吻合部狭窄	尿管回腸導管吻合部狭窄
腎結石多発	腎結石症	多発性腎結石
Ｉｓｐポリープ	大腸ポリープ	ポリープ
咽頭部発赤	発赤	咽頭発赤
遅発性発疹	発疹	特発性発疹
肺炎悪化	肺炎	急性肺炎
骨外腫瘤形成	腫瘤	骨腫瘤
低悪性度Ｂ細胞性リンパ腫	びまん性大細胞型Ｂ細胞性リンパ腫	ＡＬＫ陽性大細胞型Ｂ細胞性リンパ腫
単形性ＶＴ	非持続性心室頻拍	非特異的ＳＴ−Ｔ変化
白色調腫瘍	腫瘍	皮膚腫瘍
Ｇｏｔｔｒｏｎ徴候	ゴットロン丘疹	Ｅｕｔｈｙｒｏｉｄ　Ｓｉｃｋ症候群
脊柱起立筋膿瘍	筋膿瘍	脊髄硬膜外膿瘍
胃癌幽門狭窄	幽門狭窄症	胃幽門部癌
拡張能障害	心不全	器質性緊張病性障害
小腸静脈瘤破裂	食道静脈瘤破裂	胃静脈瘤破裂
中枢性甲状腺機能低下症	甲状腺機能低下症	二次性甲状腺機能低下症
左肺動脈閉塞	肺動脈狭窄症	純型肺動脈閉鎖
単純性網膜症	網膜症	増殖性網膜症
Ｈｅｎｏｃｈ−Ｓｃｈｏｎｌｅｉｎ紫斑病	ＩｇＡ血管炎	Ｅｕｔｈｙｒｏｉｄ　Ｓｉｃｋ症候群
右胸腔内腫瘍	腫瘍	胸膜腫瘍
尿もれ	尿失禁症	尿溢出
下肢筋力低下自覚	筋力低下	上肢筋力低下
右足静脈瘤	静脈瘤	下肢静脈瘤
上気道浮腫	咽頭浮腫	陰のう浮腫
Ｃａｐｎｏｃｙｔｏｐｈａｇａ　ｃａｎｉｍｏｒｓｕｓ感染症	グラム陰性菌感染症	ＭＲＣＮＳ感染症
呼吸喘鳴	喘鳴	口呼吸
ヘルペス髄膜炎	髄膜炎	ヘルペスウイルス髄膜炎
左股関節破壊	股関節症	股関節損傷
膠原繊維性腸炎	腸炎	細菌性腸炎
食道期軽度障害	嚥下障害	食道障害
右外腸骨静脈狭窄	静脈狭窄	外腸骨動脈狭窄
呼内疾患ベース肺炎	肺炎	急性肺炎
白色粘性痰	喀痰	膿性痰
食道癌２病変	食道癌	食道小細胞癌
ｌｙｍｐｈｏｍａ	悪性リンパ腫	ＨＤＬＳ
左足首骨折	足関節骨折	足背骨折
子宮筋腫大	子宮筋腫	巨大子宮筋腫
抑うつあり	うつ状態	気うつ
出血腫脹	出血	血腫
急性感音性難聴	感音難聴	両側性感音難聴
リンパ節多発転移	多部位リンパ節転移	リンパ節転移
ｉｎｖａｓｉｖｅ　ｔｈｙｍｏｍａ	悪性胸腺腫	ＣＡＤＡＳＩＬ
分類不能型免疫不全	免疫不全	分類不能免疫不全症
非典型的胸痛	胸痛	反復性胸痛
棘波	心電図異常	棘刺創
黄色痰自己喀出	膿性痰	喀痰喀出困難
心膜腔内播種	転移性心腫瘍	胸膜播種
四肢末端しびれ	しびれ感	四肢端しびれ
胃部分壊死	壊死	腸壊死
転倒受傷	外傷	卒倒
左急性感音難聴	感音難聴	両側性感音難聴
タール便少量	黒色便	大量便
切除不能胃癌	胃癌	胃癌末期
後頭葉脳出血	脳出血	小脳出血
隅角結節	虹彩結節	隅角癒着
落ち着かなさ	多動性障害	落ち込み
脊椎多発圧迫骨折	圧迫骨折	胸椎多発圧迫骨折
左傍脊柱筋膿瘍	筋膿瘍	脊髄硬膜外膿瘍
Ⅰ型ＤＭ	糖尿病	ＨＤＬＳ
多発ＬＮ転移	多部位リンパ節転移	テント上下転移性腫瘍
