出現形	正解	予測
カルチノイド腫瘍	カルチノイド	ＡＶＭ
心臓内腫瘤	腫瘤	慢性脳炎
日中気分不快	悪心	若年性関節リウマチ
多発性嚢胞肝	多発性肝のう胞	趾骨髄炎
仙骨奇形	仙骨部奇形	水疱症
けいれん再発	痙攣	卵巣粘液性腺腫
遊走性静脈炎	遊走性血栓性静脈炎	精神運動発作
左胸膜炎	胸膜炎	足部浮腫
直腸癌術後異時性肝転移	転移性肝癌	大腸肉腫
手指痺れ	しびれ感	手舟状骨骨折
左卵管水腫	卵管留水症	そう痒
歩行時呼吸困難	労作時呼吸困難	転移性直腸腫瘍
ガーゼ出血	出血	胸腔内腫瘤
老人性紅皮症	紅皮症	陰茎海綿状血管腫
右被殻脳梗塞	被殻出血	全身痙攣
自律神経ニューロパチー	自律神経性ニューロパチー	季肋部痛
子宮頚部嚢胞	子宮頚部腫瘍	大動脈狭窄症
右原発閉塞隅角緑内障	原発閉塞隅角緑内障	眼窩悪性リンパ腫
腺腫内癌	癌	見当識障害
両下肢浮腫軽度	下肢浮腫	発熱
右化膿性肩関節炎	化膿性関節炎・肩関節	舌咽神経損傷
膣転移	腟癌	ストレス潰瘍
体力低下著明	体力低下	喉頭浮腫
左小脳陳旧性梗塞	陳旧性脳梗塞	皮膚色素沈着
淡黄色粘稠痰	喀痰	鎖骨上リンパ節転移
外傷所見	外傷	加齢黄斑変性
発赤局面	発赤	二次性肺高血圧症
膀胱癌既往	膀胱癌	単頚双角子宮
左末梢性肺動脈狭窄	肺動脈狭窄症	先天性糖代謝異常
骨代謝異常	代謝障害	夜間低血糖症
心陰影拡大	胸部異常陰影	肘関節痛
腎動脈下腹部大動脈瘤	腹部大動脈瘤	アレルギー性鼻炎
腸管壁内気腫	皮下気腫	虚脱
慢性活動性ＥＢＶ感染症	ＥＢウイルス感染症	腟炎
足関節圧痛	関節痛	光線過敏症
夕方発熱	発熱	骨髄異形成症候群
顔面紅班	紅斑症	出血性脳梗塞
排便痛	排便障害	絶対緑内障
左水腎	水腎症	歯周症
代謝異常	代謝障害	歯性上顎洞炎
両下肢リンハ゜浮腫	下肢リンパ浮腫	急性扁桃炎
左頸部ＬＮ腫脹	肘リンパ節腫脹	鎖骨痛
肺門部リンパ節腫脹	リンパ節腫大	副腎腫瘍
呼吸困難感軽度	呼吸麻痺	腹部膨満
左膝窩動脈血栓症	動脈血栓症	異物誤嚥
左股関節脱臼	股関節脱臼	甲状腺未分化癌
ルーフ゜ス腎炎	ループス腎炎	爪囲炎
鼠径部腫脹	鼡径部腫脹	水分欠乏症
内鼠径ヘルニア	内鼡径ヘルニア	背部褥瘡
左頬部血管腫	頬部血管腫	回転性めまい
開口制限	開口不全	そう痒
変形性関節炎	変形性関節症	脱力感
初回歩行時ふらつき	よろめき歩行	外傷性中耳炎
洞性頻脈	洞頻脈	心電図異常
腹膜播種巣	腹膜播種	糖尿病
アレルギ—性結膜炎	アレルギー性結膜炎	大腸ポリープ
鼠径部血腫	血腫	帯下
暗赤色嘔吐	嘔吐症	周期性呼吸
直腸癌ＯＰ	直腸癌	尺骨神経麻痺
左増殖性糖尿病網膜症	糖尿病網膜症	ウイルス感染症
レム睡眠行動異常	異常行動	左室不全
左大腿有棘細胞癌	大腿有棘細胞癌	播種性ムコール症
声帯癌	声門癌	先天性水頭症
左大腿部疼痛	大腿痛	術後腎盂腎炎
右顎関節症	顎関節症	大腿骨骨肉腫
骨頭壊死	骨壊死	２型糖尿病
中枢神経浸潤	中枢神経系損傷	自然気胸
直腸皮下瘻孔	難治性瘻孔	ＭＲＳＡ敗血症
胆嚢腫大	胆のう肥大	出血傾向
Ｈｅｅｒｆｏｒｄｔ症候群	ぶどう膜耳下腺熱	浮腫
前立腺癌既往	前立腺癌	腎細胞癌
ダグラス窩腹水	腹水症	子宮筋腫
失見当障害	見当識障害	顔面真菌性湿疹
ツツガムシ感染症	つつが虫病	咳喘息
特発性血小板減少症紫斑病	特発性血小板減少性紫斑病	低血糖
前立腺浮腫	浮腫	転移性肝腫瘍
胞性腫瘤	腫瘤	足関節痛
右鼠径リンパ節腫脹	鼡径部リンパ節腫脹	食道圧迫症
ＡＡＡ破裂	腹部大動脈瘤	咀嚼障害
夜間覚醒	不眠症	不眠症
初発癌	癌	温度感覚異常
右迷走神経鞘腫	神経鞘腫	肺動脈弁閉鎖不全症
痙攣様	痙攣	ＨＤＬＳ
機会誤嚥	嚥下障害	膝関節屈曲拘縮
大腿静脈血栓	静脈血栓症	急性腎不全
股関節部骨折	股関節骨折	下血
吸収不全症侯群	吸収不良症候群	急性疼痛
新生血管緑内障	緑内障	網膜裂孔
甲状腺低下症	甲状腺機能低下症	椎間板ヘルニア
アメーバ肝膿瘍	肝アメーバ症	インスリン抵抗性糖尿病
先天性真珠腫	真珠腫	下血
頭部皮膚欠損	頭部皮膚欠損創	ＨＤＬＳ
右肺門部浸潤影	胸部異常陰影	左旋転位
食道悪性腫瘍	食道癌	ＣＡＤＡＳＩＬ
傍大動脈リンパ節転移	大動脈周囲リンパ節転移	腎疾患
ビタミンＤ欠乏	ビタミンＤ欠乏症	両側性感音難聴
レントゲン異常	胸部異常陰影	圧迫骨折
器質的心疾患	心疾患	肺腫瘤陰影
温痛覚	温痛覚過敏	悪性リンパ腫
両側内反足	内反足	リンパ節転移
低酸素症状	低酸素性脳症	急性乳様突起炎
粘稠痰少量	喀痰	被包型胸腺腫
ダンベル型腫瘍	腫瘍	被害妄想
催不整脈作用	不整脈	椎骨動脈狭窄症
左腋窩汗腺癌	汗腺癌	膝部メルケル細胞癌
感染性仮性嚢胞	仮性膵のう胞	声門上癌
乳房熱感	ほてり	膠原病
大腸穿孔	腸穿孔	膝関節滑膜炎
腎瘢痕	瘢痕	併発白内障
孤立性左室緻密化障害	孤立性心筋緻密化障害	転移性膵腫瘍
進行性顔面片側萎縮症	顔面痙攣症	腎細胞癌
左手関節痛	手関節痛	難聴
右鼠径部腫脹	鼡径部腫脹	気逆
びりびりしたしびれ	しびれ感	侵襲性髄膜炎菌感染症
発赤軽減	発赤	夜驚症
悪寒等	悪寒	ＨＤＬＳ
非逆流性食道炎	食道炎	両側性感音難聴
甲状腺萎縮	後天性甲状腺萎縮	リンパ節腫大
呼吸苦自覚症状	呼吸困難	気管支肺炎
多発単神経障害	多発性単ニューロパチー	収縮期高血圧症
中毒性	中毒	気分異常
右肺上葉結節影	胸部異常陰影	便異常
骨膜肥厚	肥厚性皮膚骨膜症	ループスアンチコアグラント
リステリア感染症	リステリア症	ＨＤＬＳ
アルコール性脂肪性肝炎	アルコール性脂肪肝	上肢両側麻痺
脳室穿破	脳出血	ダンピング症候群
鼠径部リンパ節腫大	鼡径部リンパ節腫脹	鎖骨上転移性腫瘍
吐気治	嘔気	炎症性ミオパチー
右鼡径部リンパ節腫脹	鼡径部リンパ節腫脹	急性右室梗塞
多発肺塞栓	肺塞栓症	胸膜肥厚
右腋窩リンパ節転位	腋窩リンパ節転移	感覚異常症
重度右片麻痺	片麻痺	多発性第２度熱傷
両側乳房腫瘤	乳房腫瘤	牽引性頭痛
原発不明癌頸部リンパ節転移	頚部リンパ節転移	総腸骨動脈狭窄
後腹膜脂胞肉腫	後腹膜脂肪肉腫	直腸癌
胆管閉塞機転	胆管閉塞症	褥瘡・ＤＴＩ
右下葉原発扁平上皮癌	下葉肺扁平上皮癌	頭痛
腰椎圧迫骨折既往	腰椎圧迫骨折	ベーチェット病
便秘悪化	便秘症	夜間頻尿症
潜血３	顕微鏡的血尿	躁うつ病
アレルギー性血管浮腫	浮腫	小脳出血
肺動脈分岐部狭窄	肺動脈分岐部狭窄症	浮腫
顕微的血尿	血尿	先天性眼球運動障害
右鼡径リンパ節腫脹	鼡径部リンパ節腫脹	嘔気
左足多趾症	多趾症	前立腺肥大症
日中痛み	疼痛	十二指腸びらん
不安感	不安障害	そう痒
眼球運動痛	疼痛	浮腫
腰椎変性側弯症	腰椎側弯症	皮膚萎縮症
右腎低形成	低形成腎	多発性胆のうポリープ
Ｙｅｒｓｉｎｉａ　ｅｎｔｅｒｏｃｏｌｉｔｉｃａ感染症	エルシニア菌食中毒	側腹部痛
膿胸合併肺放線菌症	肺放線菌症	劇症型Ａ群連鎖球菌感染症
チクチク痛む	チクチク感	呼吸促迫
左水尿管症	水尿管症	めまい発作
多発肺内転移	転移性肺癌	ＡＶＭ
左下葉肺癌断端再発	下葉肺癌	初期う蝕小窩裂溝填塞材脱離
右大腿部発赤	下腿発赤	帯状疱疹
右顔面打撲	顔面打撲傷	上顎洞乳頭腫
糖尿病性自律神経障害	糖尿病性自律神経ニューロパチー	先天性眼瞼下垂
分破水	破水	末梢循環不全
重症マイコプラズマ肺炎	マイコプラズマ肺炎	接合部調律
卵巣嚢腫破裂	卵巣のう腫破裂	神経障害性疼痛
抗原血症	サイトメガロウイルス感染症	足爪白癬
褥瘡発症	褥瘡	皮脂欠乏性湿疹
甲状軟骨浸潤	甲状軟骨の悪性腫瘍	下腿腫脹
潜在性副腎皮質機能低下症	副腎皮質機能低下症	夜尿症
眼球陷凹	眼球陥没	転移性縦隔腫瘍
両足趾潰瘍	趾皮膚潰瘍	転移性肺腫瘍
過換気症状	過換気症	心因性過食
左鎖骨下リンパ節転移	リンパ節転移	代謝性アシドーシス
上右卵管留血腫	卵管留血腫	感染性食道炎
濾胞性リンパ腫再発	濾胞性リンパ腫	神経性食欲不振症
両眼糖尿病性網膜症	糖尿病網膜症	ヘルペス角膜炎
左外傷性大腿骨頭壊死	外傷性大腿骨頭壊死	足切創
肝臓病変	肝疾患	急性意識障害
右第１趾潰瘍	趾皮膚潰瘍	四肢しびれ
腋窩痛	腋窩部痛	足部浮腫
踵部発赤	発赤	異所性拍動
両側ぶどう膜炎	ぶどう膜炎	腹痛症
右アスペルギルス肺炎	肺アスペルギルス症	網膜静脈分枝閉塞症
痔疾患	痔核	足底皮膚潰瘍
無疱疹帯状疱疹	帯状疱疹	発語障害
吐き気軽度	嘔気	低血糖
非結核性抗酸菌性人工関節感染症	非結核性抗酸菌症	下肢壊疽
両下肢不随意運動	不随意運動症	ステロイド糖尿病
前胸痛	胸痛	換気量減少
洞結節不全症候群	洞不全症候群	蜂窩織炎
結腸皮膚瘻	皮膚瘻	右室肥大
患肢熱感	ほてり	栄養失調性浮腫
両側腎膿瘍	腎膿瘍	廃用性弱視
右喉頭腫瘍	喉頭腫瘍	腓骨神経麻痺
潜血	顕微鏡的血尿	吐血
細菌性脳動脈瘤破裂	脳動脈瘤破裂	胸水貯留
右鼡径部皮下出血	皮下出血	気胸
右下腿筋肉内出血	筋肉内血腫	ループスアンチコアグラント
痒感	そう痒	圧痛
大動脈リンパ節転移	大動脈周囲リンパ節転移	残尿感
心内血栓	心内血栓症	手指湿疹
術後出血	後出血	ヒステリー反応
気分悪	悪心	発赤
腰部脊椎管狭窄症	腰部脊柱管狭窄症	白血病
遠位弓部嚢状動脈瘤	動脈瘤	発赤
左総腸骨動脈狭窄	総腸骨動脈狭窄	侵襲性肺アスペルギルス症
尿潜血遷延	顕微鏡的血尿	第２度房室ブロック
夜間悪寒	悪寒	片側感覚鈍麻
造骨性骨転移	骨転移癌	肺炎
腫瘍制御	腫瘍	三尖弁閉鎖不全症
失調性構音障害	構音障害	痙性めまい
右上腕骨頸部骨折	上腕骨頚部骨折	橈骨頭脱臼
リンハ゜節腫大	リンパ節腫大	炎症性腸疾患
皮疹拡大傾向	発疹	こわばり
依然浮腫	浮腫	膝関節痛
右足底部蜂窩織炎	足蜂巣炎	アレルギー
血栓閉塞型大動脈解離	早期血栓閉鎖型大動脈解離	若年性ポリープ
急性期脳血管障害	脳血管障害	高ＩｇＥ症候群
朝方痰	喀痰	皮膚腫瘤
進行性直腸癌	直腸癌	不眠症
小腸型クローン病	小腸クローン病	上腕浮腫
軽度すりガラス影	胸部異常陰影	食道腫瘤
二次性血小板増多症	血小板増加症	脳外主幹動脈閉塞脳梗塞
胃膵嚢胞	膵のう胞	急性上腸間膜動脈閉塞症
最近浮腫	浮腫	鼻口蓋管のう胞
右顔面疼痛	顔面痛	アトニー性非特異性てんかん発作
便失禁多量	便失禁	全身性浮腫
労作時頻脈	頻脈症	手関節痛
両下肢結節性紅斑	結節性紅斑	下肢拘縮
重症胆管炎	胆管炎	胸壁血管肉腫
右側胸部痛	胸痛	葉酸欠乏症
右小指基節骨骨折	小指基節骨骨折	細菌性骨髄炎
右足背腫脹	足背腫脹	腫瘤
右上肢発赤	発赤	ＡＩＤＳ
呂律のまわりにくさ	構音障害	混合腫瘍
アミオダロン誘発性甲状腺中毒症	薬剤性甲状腺機能障害	腹部大動脈瘤
左胸部痛	胸痛	手背部痛
右大腿痛	大腿痛	先天性のう胞肺
左下腿ＤＶＴ	下腿静脈血栓症	多量出血
動悸等症状	動悸	多発性髄膜腫
紫斑	紫斑病	腎腫瘤
致死性不整脈出現	不整脈	乳癌
顆粒膜細胞腫	卵巣顆粒膜細胞腫	血腫
一瞬痛み	疼痛	肺部異常陰影
意識障害患者	意識障害	聴神経腫瘍
切迫早産腹緊	切迫早産	エバンス症候群
難治性皮膚非定型抗酸菌症	非結核性抗酸菌症	中咽頭側壁癌
頚部鈍痛	鈍痛	未破裂脳動脈瘤
発赤範囲	発赤	頚部蜂巣炎
左腕腫脹	前腕腫脹	会陰部血腫
右肺上葉陰影	胸部異常陰影	急性低音障害型感音難聴
右上葉肺結節	結節性肺結核	ポリープ
空腹時高血糖	高血糖症	気胸
右麻痺	片麻痺	下葉肺扁平上皮癌
味覚変化	味覚障害	卵管筋腫
器質化肺炎	特発性器質化肺炎	重度ストレス反応
浮腫悪化	浮腫	外鼡径ヘルニア
凝固異常症	血液凝固異常	こわばり感
右側頭葉脳梗塞	脳梗塞	喉頭肉芽腫
両側下顎骨折	下顎骨骨折	薬剤性過敏症症候群
左頭頂葉神経膠腫	頭頂葉神経膠腫	頭部打撲
骨盤内多発リンパ節転移	骨盤内リンパ節転移	ペースメーカ不全
直腸閉塞	直腸閉鎖	異常脳波
運動ニューロン病	運動ニューロン疾患	甲状腺機能亢進症
肺犬糸状虫症	犬糸状虫症	結核性胸膜炎
軽度骨棘	骨棘	眼瞼下垂症
疲労感少	疲労感	骨盤内リンパ節の悪性腫瘍
多発性肝腫瘤	肝腫瘍	細菌性腸炎
意味性錯語	文意失語症	肺好酸球性肉芽腫症
ｃｏａｒｓｅ　ｃｒａｃｋｌｅｓ	湿性ラ音	口苦
緑色下痢便	下痢症	イレウス
皮膚損傷リスク	皮膚損傷	椎間板ヘルニア性腰痛症
左母指痛	母指痛	皮膚感染症
ＡＶブロック	房室ブロック	特発性末梢性顔面神経麻痺
前縦隔ＬＮ転移	縦隔リンパ節転移	頻拍症
間質性肺炎発症	間質性肺炎	細菌感染症
外側脱臼	脱臼	術後性反回神経麻痺
右環指基節骨骨折	環指基節骨骨折	術後膵炎
左殿部疼痛	殿部痛	せん妄
両側錐体路障害	錐体路障害	総胆管結石
両足しびれ	下肢しびれ	皮膚びらん
膜性増殖性	膜性増殖性糸球体腎炎	筋疲労
頻脈性心房粗動	心房粗動	幻聴
下肢血流障害	下肢血行障害	過敏性腸症候群
左肺上葉大細胞癌	上葉肺大細胞癌	併発白内障
結核性肋膜炎	結核性胸膜炎	鼻中隔弯曲症
疼痛有	疼痛	水中毒
実質外腫瘤	腫瘤	鉄代謝障害
骨盤部リンパ節転移	骨盤内リンパ節転移	心音図異常
左三叉神経帯状疱疹	三叉神経帯状疱疹	ＭＲＣＮＳ敗血症
間質性肺炎悪化	間質性肺炎	腫瘤
仙骨部骨折	仙骨骨折	ステロイド糖尿病
重症低体温症	低体温	胸部不快感
関節炎悪化	関節炎	原発性肺癌
右尖足	尖足	丘疹
両手指浮腫	浮腫	膵石灰化症
左主気管支狭窄	気管支狭窄症	冠状動脈狭窄症
浸潤癌化	癌	咽頭発赤
就寝後呼吸困難	呼吸困難	上腕脂肪腫
仮性膵嚢胞	仮性膵のう胞	リンパ節腫大
右肺上葉癌	上葉肺癌	慢性びまん性管内増殖性糸球体腎炎
訪室時疼痛	疼痛	顔面帯状疱疹
膠原病様症状	膠原病	陳旧性前壁中隔心筋梗塞
軽度黄染	黄疸	後頭蓋窩髄膜腫
転移性膵癌	膵癌	副腎出血
除皮質硬直様	除皮質硬直	腸出血
間歇跛行	間欠性跛行	血便
動脈瘤コイル塞栓術	動脈瘤	鼡径部痛
紅斑散在	紅斑症	手骨骨折
右膝疼痛	膝関節痛	二次性高脂血症
食思不振傾向	食欲不振	発赤
皮内腫瘍	腫瘍	喀血
左前床突起部髄膜腫	髄膜腫	高血圧症
右脳梗塞	脳梗塞	尿管結石症
軽度腹部痛	腹痛症	正中頚のう胞
多発毛細血管拡張	オスラー病	外腸骨動脈狭窄
不整脈誘発	不整脈	眼瞼黄色腫
左肺動脈ＰＥ	肺動脈血栓塞栓症	特発性副甲状腺機能低下症
胃潰瘍再発	胃潰瘍瘢痕	続発性ヘモクロマトーシス
境界域精神発達遅滞	知的障害	近視
胆石膵炎	胆石性膵炎	急性脳症
右腕頭動脈瘤	腕頭動脈瘤	ＡＩＤＳ
外陰部ｐａｇｅｔ癌	外陰部パジェット病	胸膜肥厚
リウマチ様症状	関節リウマチ	足部腫脹
肺癌性リンパ管症	癌性リンパ管症	正球性正色素性貧血
左上腕骨顆部骨折	上腕骨顆部骨折	パニック発作
骨盤位妊娠	骨盤位	前足部痛
大腿骨骨折後	大腿骨骨折	ヒステリー反応
左椎間孔狭窄	結合組織性椎間孔狭窄症	せん妄
前立腺軽度腫大	前立腺肥大症	腰椎破裂骨折
下顎腫脹	下顎部腫脹	中足骨骨折
鼻中隔弯曲	鼻中隔弯曲症	高ＨＤＬ血症
大腸憩室症	多発性大腸憩室症	過敏症
逆流性食道炎無	逆流性食道炎	夜間低血糖症
致死性偽膜性腸炎	偽膜性腸炎	嘔吐症
眼窩蜂窩織炎	眼窩蜂巣炎	白内障
排尿後痛	排尿痛	足背骨折
右腹痛	腹痛症	多発性のう胞腎
嚥下耳痛	耳痛症	びまん性大細胞型Ｂ細胞性リンパ腫
茶色出血	出血	過外転症候群
左下葉扁平上皮癌	下葉肺扁平上皮癌	下腿皮膚潰瘍
右腎梗塞	腎梗塞	総指伸筋腱脱臼
原発性ヘモクロマトーシス	ヘモクロマトーシス	僧帽弁狭窄兼閉鎖不全症
右前頭葉膠芽腫	前頭葉膠芽腫	調節不全
急性水頭症	水頭症	皮膚落屑
活動性肺結核所見	活動性肺結核	尿管回腸導管吻合部狭窄
右眼白内障	白内障	播種性クリプトコッカス症
本日胸痛	胸痛	動揺病
直腸膀膀胱窩	直腸膀胱瘻	下肢痙攣
頚部結核性リンパ節炎	結核性リンパ節炎	肩関節痛症
左橈骨遠位骨折	橈骨遠位端骨折	醜形恐怖症
逆行性Ｐ波	心電図異常	ＬＧＬ症候群
しびれない	しびれ感	外鼡径ヘルニア
臀部圧痛	圧痛	外耳道閉鎖
咽頭血腫	咽頭部血腫	内頚動脈狭窄症
膀胱癌再発	膀胱癌	転移性肝腫瘍
多発皮下転移	皮下腫瘍	環指基底細胞癌
両側肺動脈血栓塞栓症	肺動脈血栓塞栓症	リンパ節腫大
副鼻腔病変	副鼻	急性リンパ性白血病
安静時呼吸苦	呼吸困難	クラミジア頚管炎
左胸膜播種	胸膜播種	血尿
陰嚢疼痛	陰のう痛	視神経脊髄炎
上眼瞼腫脹	眼瞼浮腫	上腹部痛
右下肢複雑骨折	開放骨折	術後悪心
可動性良好腫瘤	腫瘤	胸椎側弯症
両頬部発赤	発赤	ＨＩＶ網膜症
感染性肝嚢胞	肝のう胞	上葉非小細胞肺癌
左鼡径部腫脹	鼡径部腫脹	舌扁桃炎
突然呼吸困難	呼吸困難	嚥下障害
皮下出血斑	皮下出血	腸骨動脈血栓症
右下腿骨髄炎	大腿骨骨髄炎	劇症型Ａ群連鎖球菌感染症
平行機能障害	平衡異常	反復性気分障害
元々杖歩行	歩行障害	嘔吐症
両下肢腫脹	下肢腫脹	下顎正中部骨折
左傍矢状洞髄膜腫	傍矢状洞髄膜腫	アレルギー性鼻炎
限局性皮膚硬化型全身性強皮症	全身性強皮症	肺癌
毎回失禁	尿失禁症	関節拘縮
右小脳腫瘍	小脳腫瘍	１型糖尿病
続発性サルコペニア	サルコペニア	コレステロール尿症
非医原性左尿管狭窄	尿管狭窄	慢性下痢症
下腿血腫	血腫	下肢冷感
逆流性膀胱炎	膀胱尿管逆流	片麻痺
覚醒時疼痛	疼痛	サルコイドーシス
左大転子部発赤	発赤	大動脈石灰化症
卵巣原発腫瘍	卵巣腫瘍	てんかん大発作
リンパ腫再発	悪性リンパ腫	徐脈
重度運動障害性構音障害	構音障害	正中神経麻痺
右肩周囲炎	肩周囲炎	ＨＢｓ抗原検査陽性
軽度動悸	動悸	漏出性胸水
左ポスナーシュロスマン症候群	ポスナーシュロスマン症候群	縦隔膿瘍
液体貯留	体液貯留	不眠症
低張性低ナトリウム血症	低ナトリウム血症	異常蛋白血症
癌性胸腹膜炎	癌性腹膜炎	間欠性跛行
心臓内腫瘍	心臓腫瘍	多量出血
左坐骨神経麻痺	坐骨神経麻痺	急性疼痛
リステリア髄膜脳炎	リステリア性髄膜脳炎	腫瘤
点圧痛	圧痛	動脈瘤様骨のう腫
帯状疱疹ウイルス脳炎	帯状疱疹性脳炎	下腿浮腫
齲蝕	う蝕	Ｓ状結腸粘膜下腫瘍
腎性急性腎障害	腎障害	腹部膨満
喉頭嚢胞	喉頭のう胞	頭蓋底腫瘍
甲状腺乳頭腺癌	甲状腺乳頭癌	異常頭部運動
左上下肢しびれ	半身しびれ	変形性肩関節症
心筋傷害	心筋疾患	非定型うつ病
圧迫性骨折	圧迫骨折	肩部悪性軟部腫瘍
胆嚢胆石	胆泥	ムコール症
縱隔リンパ節転移	縦隔リンパ節転移	見当識障害
悪性細胞	癌	胎児胸水
Ｌｉｓｔｅｒｉａ　ｍｏｎｏｃｙｔｏｇｅｎｅｓ敗血症	敗血症	先天性大腸閉鎖
パニック症侯群	パニック障害	亀頭部潰瘍
アレルギー性肺アスペルギルス症	アレルギー性気管支肺アスペルギルス症	急性膵炎
左下肢原発性リンパ浮腫	リンパ浮腫	片側痛覚消失
呼気時喘鳴	喘鳴	直腸癌
落ち着かない	多動性障害	側頭葉海綿状血管腫
苦悶症状	胸内苦悶	顎下リンパ節腫脹
トルーソー症候群	トルソー症候群	狭心症
全身浮腫不変	全身性浮腫	多呼吸
左側頭円蓋部髄膜腫	円蓋部髄膜腫	直腸閉鎖
周術期喘息発作	気管支喘息発作	変形性脊椎症
薬剤性副腎不全	副腎皮質機能低下症	環指末節骨骨折
乳がん	乳癌	アレルギー性鼻炎
巣状分節状糸球体硬化症	巣状糸球体硬化症	環状紅斑
口腔乾燥感	口腔乾燥症	肛門潰瘍
右手関節尺側部痛	手関節痛	完全左脚ブロック
右上顎洞真菌症	上顎洞炎	内耳先天奇形
鮮血便	血便	しびれ感
心配症	心配	閉塞性肥大型心筋症
アシドーシス進行	アシドーシス	粉瘤
右足滑液包炎	滑液包炎	僧帽弁逆流症
第５胸椎転移	胸椎転移	ネフローゼ症候群
表出性言語発達遅滞	言語発達遅滞	胃血管腫
発作性心房細動既往	発作性心房細動	結核性腹膜炎
左リウマチ性膝関節症	関節リウマチ・膝関節	上肢痛
左大腿部痛	大腿痛	後腹膜尿貯留
隆起性病変	胃ポリープ症	腟内異物
腫瘤状構造	腫瘤	食道癌
細菌性赤痢感染症	赤痢	肛門疾患
多数骨折	骨折	膠原病
門脈右枝血栓	門脈血栓症	肺炎
３型進行癌	癌	腟断端出血
倦怠感等	倦怠感	胃液分泌過多
全頭脱毛症	脱毛症	浮腫
筋攣縮	筋痙縮	ＮＳＡＩＤ腎症
元々徐脈	徐脈	うっ血肝
特発性側彎症	特発性側弯症	内頚動脈血栓症
回盲部放線菌症	放線菌症	拘束型心筋症
ｆａｎ症候群	マルファン症候群	痔核
脊椎椎間板炎	椎間板炎	化膿性耳下腺炎
起始異常	冠動脈起始異常	老人性夜間せん妄
右眼球破裂	眼球破裂	浮腫
介助　疼痛	疼痛	急性冠症候群
前失神	失神	中枢性難聴
ふらつき感自覚	よろめき歩行	頭部血腫
低分化型肝細胞癌	肝細胞癌	腸疾患
右葉間胸水	葉間胸水	発赤
子宮内膜症性卵巣嚢胞	卵巣子宮内膜症のう胞	結核性腹膜炎
腎嚢胞出血	傍腎盂のう胞	内頚動脈狭窄症
無症候性キャリア	ＨＴＬＶ−１キャリア	肺良性腫瘍
中等度腹水	腹水症	大動脈狭窄症
受容体脳炎	抗ＮＭＤＡ受容体脳炎	非アトピー性喘息
肛門部軽度発赤	肛門部周囲炎	変形性股関節症
側方リンパ節転移	リンパ節転移	下血
左硝子体混濁	硝子体混濁	耳下腺腫脹
統合失調症既往	統合失調症	肘関節骨折
平衡機能障害	平衡障害	原発性肺癌
肺腫瘤影	胸部異常陰影	単眼性視力障害
複雑型異型子宮内膜増殖症	腺腫性子宮内膜増殖症	肩関節痛症
皮膚潰瘍形成	皮膚潰瘍	転移性脳腫瘍
肝肥大	肝型糖原病	痛風
紅斑腫脹	紅斑症	生検後感染
腰部圧痛	腰痛症	尿閉
元々不眠症	不眠症	持続腹痛
左肩甲骨軟骨肉腫	肩甲骨軟骨肉腫	レビー小体型認知症
肺血症性ショック	敗血症性ショック	固縮性扁平足
凝固線溶系異常	血液凝固異常	ＨＴＬＶ−１感染症
異所性静脈瘤	静脈瘤	後縦隔腫瘍
腫瘍崩壊	腫瘍	上葉非小細胞肺癌
破壊性甲状腺炎	甲状腺炎	腰部脊柱管狭窄症
右腸骨ＬＮ転移	腸骨リンパ節転移	全身型重症筋無力症
右腎被膜下血腫	血腫	鎖骨下動脈起始異常
全身性サルコイドーシス	サルコイドーシス	気分異常
脱分化型脂肪肉腫	脂肪肉腫	股関節変形
非機能性下垂体腫瘍	下垂体腫瘍	四肢痛
ＡＣＴＨ分泌不全	ＡＣＴＨ分泌低下症	糖尿病
時々残尿感	残尿感	腰部有棘細胞癌
小人症	低身長症	子宮頚部上皮内腫瘍
右臼蓋転移	骨盤転移	眼瞼結膜出血
右頭頂葉脳梗塞	脳梗塞	急性毛様体炎
マルファン症候群合併	マルファン症候群	腓骨剥離骨折
右眼網膜症	網膜症	脊柱管狭窄症
咽喉頭炎	咽頭喉頭炎	肥厚性幽門狭窄症
右下葉肺扁平上皮癌	下葉肺扁平上皮癌	ＭＮＧＩＥ
足趾壊疽	趾壊死	超皮質性失語
左肺尖部腺癌	肺腺癌	高ＩｇＤ血症
潰瘍型間質性膀胱炎	間質性膀胱炎	アダムス・ストークス症候群
紅色皮疹	発疹	上顎歯肉癌
遺尿	遺尿症	記銘力低下
頚管狭窄	子宮頚管狭窄症	高グロブリン血性紫斑病
右腎門部腹側脂肪肉腫	腎周囲脂肪肉腫	閉鎖性膵臓破裂
左中頭蓋窩髄膜腫	中頭蓋窩髄膜腫	爪囲炎
脳梗塞後後遺症	脳梗塞	刺虫症
含歯性嚢胞	含歯性のう胞	類皮のう胞
紅斑熱	日本紅斑熱	回腸閉鎖
多発頭蓋骨転移	骨転移癌	多剤耐性緑膿菌感染症
Ｄａｎｌｏｓ症候群	エーラス・ダンロス症候群	虫刺性皮膚炎
運動低下性構音障害	構音障害	ポリープ
右重症下肢虚血	重症虚血肢	踵痛
両側腸腰筋血腫	血腫	大腿骨遠位端骨折
亀頭部発赤	発赤	視野障害
肝嚢胞感染	肝のう胞	縦隔原発大細胞型Ｂ細胞性リンパ腫
重症強迫性障害	強迫性障害	鼻涙管閉鎖症
顔面骨圧痛	圧痛	先天性鼻咽腔閉鎖不全
左椎間板ヘルニア	椎間板ヘルニア	熱性痙攣
