出現形	正解	予測
左乳突蜂巣炎	乳様突起炎	足蜂巣炎
未破裂左内頸動脈瘤	内頚動脈瘤	破裂性胸部大動脈瘤
中咽頭側壁扁平上皮癌	癌	中咽頭側壁癌
ＥＶＡＮＳ症候群	エバンス症候群	ＭＥＬＡＳ症候群
両肺多発結節性陰影	胸部異常陰影	肺門部異常陰影
脾臓腫瘤	腫瘤	膵腫瘤
腫瘍感染合併	腫瘍	ＣＲＨ産生腫瘍
ＩＰ合併	間質性肺炎	ＡＩＤＳ
ゾメタ骨髄炎	骨髄炎	ＭＲＳＡ骨髄炎
右胸膜原発血管肉腫	血管肉腫	胸壁血管肉腫
拘縮気味	筋拘縮症	多発性拘縮
手関節圧痛	圧痛	手関節痛
浮腫残存	浮腫	全身性浮腫
非てんかん性心因性発作	てんかん	アトニー性非特異性てんかん発作
下腸間膜動脈閉塞	腸間膜動脈塞栓症	急性上腸間膜動脈閉塞症
右中大脳動脈領域梗塞	中大脳動脈閉塞症	脳外主幹動脈閉塞脳梗塞
消化管腫瘤	腫瘤	化膿性腫瘤
脛骨前面圧痕性浮腫	浮腫	外傷性脳浮腫
多少眠気	非器質性過眠症	過眠
高濃度腫瘤	腫瘤	多発性皮下腫瘤
ＤＧＥ症状	消化管術後後遺症	ＭＮＧＩＥ
過形成性ポリープ	胃過形成ポリープ	ポリープ
日光アレルギー	光線過敏症	刺虫アレルギー
慢性炎症性腸疾患	腸炎	炎症性腸疾患
尺骨頭脱臼	脱臼	橈骨頭脱臼
けいれん症状	痙攣	てんかん
肺炎併発	肺炎	急性肺炎
右下肢感覚鈍麻	感覚異常症	片側感覚鈍麻
慢性進行性肺アスペルギルス症	肺アスペルギルス症	侵襲性肺アスペルギルス症
ヒステリー	ヒステリー反応	ヒステリー球
手指皮疹	発疹	手指湿疹
残尿	残尿感	乏尿
両肺気胸	気胸	上葉無気肺
廃用	廃用症候群	廃用性弱視
浮動感	めまい	体感消失
強制換気	人工呼吸器装着状態	過換気症
左下肢ガス壊疽	ガス壊疽	下肢壊疽
喚語障害	不全失語症	発声障害
右手背浮腫	限局性浮腫	足部浮腫
足趾しびれ	下肢しびれ	手指先しびれ
足底痺れ	しびれ感	足底角化症
細菌性食道炎	食道炎	感染性食道炎
術後肺転移	転移性肺腫瘍	肺移植後
転移性腫瘤	転移性腫瘍	化膿性腫瘤
夜間尿意	夜間頻尿症	夜間多尿
神経性疼痛	神経痛	神経障害性疼痛
房室接合部調律	異所性調律	接合部調律
帯状疱疹拡大	帯状疱疹	汎発性帯状疱疹
左尾状核ラクナ硬塞	ラクナ梗塞	陳旧性ラクナ梗塞
ＳＭＡ閉塞	急性上腸間膜動脈閉塞症	透析シャント閉塞
めまいの発作	めまい	めまい発作
呼吸切迫	急性呼吸窮迫症候群	呼吸促迫
劇症型連鎖球菌感染症	連鎖球菌感染症	劇症型Ａ群連鎖球菌感染症
腹部疝痛	仙痛	腹部圧痛
胆嚢多発ポリープ	胆のうポリープ	胆管ポリープ
柑皮症	カロチン血症	瓜実条虫症
両側眼球外転障害	眼球運動障害	先天性眼球運動障害
元々浮腫	浮腫	全身性浮腫
夜間失禁	尿失禁症	老人性夜間せん妄
褥瘡発生リスク低い	褥瘡	褥瘡・ステージＩ
Ⅱ度熱傷	熱傷	第４度熱傷
重度感覚障害	体感異常	感覚異常症
両側肺尖部進行性胸膜肥厚	胸膜肥厚	びまん性胸膜肥厚
婦人入院脳梗塞	脳梗塞	陳旧性脳梗塞
炎症性ポリープ多発	ポリープ	若年性ポリープ
右坐骨結節転移再発	転移性腫瘍	坐骨結合体
右上肢痺れ	しびれ感	上肢麻痺
ＭＣＴＤ	混合性結合組織病	ＨＤＬＳ
昨日水様便	下痢症	無汗性日射病
気分不快増強	悪心	全身倦怠感
拡張期高血圧	高血圧症	内分泌性高血圧症
左頸部リンパ節腫大	薬剤性自己免疫性溶血性貧血	リンパ節腫大
右低音部感音難聴	感音難聴	一側性感音難聴
ＰＨＴ	肺高血圧症	ＰＣＷＨ
夜間失見当	見当識障害	夜間めまい
物忘れ気	健忘症	食後悪心
右手関節滑膜炎	滑膜炎	膝関節滑膜炎
声門上喉頭癌	喉頭癌	声門下癌
右膝メルケル細胞癌	メルケル細胞癌	膝部メルケル細胞癌
加害妄想	妄想反応	被害妄想
急性乳突洞炎	急性中耳炎	急性乳様突起炎
舌内リンパ節転移	リンパ節転移	腋窩リンパ節転移
左肺下葉腫瘤影	肺腫瘤	肺腫瘤陰影
左感音性難聴	感音難聴	両側性感音難聴
ＣＯＰＤＩ期	慢性閉塞性肺疾患	ＡＩＤＳ
転倒歴多数	よろめき歩行	卒倒
ＤＩＨＳ	薬疹	ＡＩＤＳ
夜勤帯下血	下血	夜間性喘息
インスリン依存性糖尿病	１型糖尿病	インスリン抵抗性糖尿病
拍動性疼痛	疼痛	急性疼痛
ＤＭ性腎不全	糖尿病性腎不全	急性腎不全
膝関節軽度屈曲拘縮	屈曲拘縮	膝関節屈曲拘縮
ＡＴＬ	成人Ｔ細胞白血病リンパ腫	ＨＤＬＳ
肺動脈弁閉鎖不全	肺動脈弁閉鎖	肺動脈弁閉鎖不全症
熱感軽度	ほてり	温度感覚過敏
術後肝転移	転移性肝癌	肝移植後
朝低血糖	低血糖	夜間低血糖症
喘息疑い	咳喘息	外因性喘息
顔皮疹	発疹	顔面真菌性湿疹
再出血徴候	出血	第３期出血
アシネトバクター敗血症	敗血症	ＭＲＳＡ敗血症
高度肥満２型糖尿病	２型糖尿病	安定型糖尿病
左腎盂腎炎治癒後	腎盂腎炎	術後腎盂腎炎
二次性水頭症	外傷後水頭症	交通性水頭症
ダグラス窩播種	腹膜播種	播種性ブラストミセス症
左室拡張能低下	左室不全	Ｗタイプ拡大装置不適合
異常帯下	帯下	帯下過多
上半身掻痒感	そう痒	老年性そう痒症
動揺性めまい	めまい	回転性めまい
水分摂取困難	嚥下障害	経口摂取困難
右下葉原発低分化腺癌	癌	甲状腺未分化癌
右副腎腫瘍摘出術	副腎腫瘍	腎摘出術後
細菌性扁桃炎	扁桃炎	連鎖球菌性扁桃炎
正常圧緑内障	緑内障	正常眼圧緑内障
副睾丸炎	精巣炎	腟断端炎
慢性アレルギー性鼻炎	季節性アレルギー性鼻炎	アレルギー性鼻炎
夕食前低血糖	低血糖	夜間低血糖症
単頸双角子宮	双角子宮	単頚双角子宮
原発性肺高血圧症	肺高血圧症	二次性肺高血圧症
左鎖骨リンパ節転移	リンパ節転移	鎖骨上リンパ節転移
殿部色素沈着	色素異常症	鉄色素沈着
舌浮腫	浮腫	脳浮腫
舌損傷	損傷	鼻損傷
腹部大動脈狭窄	大動脈狭窄症	腹部大動脈閉塞症
軽度痺れ	しびれ感	調節麻痺
星芒状血管腫	血管腫	星状芽細胞腫
右房内腫瘤	腫瘤	胸腔内腫瘤
Ｓ状結腸転移	転移性消化器腫瘍	Ｓ状結腸瘻
全身掻痒感	そう痒	症候性そう痒症
肉芽腫性腸疾患	腸疾患	直腸Ｓ状部悪性腫瘍
両足圧痕性浮腫	浮腫	足部浮腫
虫垂粘液嚢胞腺腫	虫垂粘液のう胞	卵巣粘液性腺腫
若年性リウマチ	関節リウマチ	回帰性リウマチ
体陽性脳炎	脳炎	慢性脳炎
境界域ＤＭ	糖尿病	ＡＶＭ
劇症敗血症	敗血症	類丹毒性敗血症
慢性血腫	血腫	多発性血腫
骨破壊病変	関節リウマチ	骨壊死
眼窩部痛	眼痛	腋窩部痛
口腔内発赤腫脹	発赤	口腔悪性黒色腫
中咽頭再発腫瘍	咽頭腫瘍	中咽頭良性腫瘍
腹部軽度膨隆	腹部膨満	腹部板状硬
リンパ管症	癌性リンパ管症	リンパ節症
遷延性抑うつ状態	うつ状態	遷延性抑うつ反応
結核性強膜炎	結核性胸膜炎	結核性硬膜炎
下腿筋萎縮	筋萎縮症	下肢筋萎縮
膵頭癌	癌	膵頭部癌
ＶＡＨＳ	ウイルス関連血球貪食症候群	ＰＣＷＨ
痰中等量引ける	喀痰	喀痰検査異常
放射線障害	放射線宿酔	放射線外傷
浅眠	不眠症	過眠
脳溢血	脳卒中	貧血
右下肢深部静脈血栓症	下肢静脈血栓症	上肢静脈血栓症
背部筋緊張高い	筋強直	筋緊張性障害
全身紅斑	紅斑症	環状紅斑
脳腫瘍切除	脳腫瘍	脳腫瘍摘出術後遺症
右側下顎骨体部骨折	下顎骨骨折	下顎正中部骨折
微小多発脳梗塞	多発性脳梗塞	多発性小脳梗塞
糸球体血尿	血尿	糸球体性血尿
パニック様症状	全般性不安障害	パニック障害
胆嚢充満結石	胆のう結石症	総胆管結石
意識レベル低	意識障害	部分的意識喪失
爪囲紅斑	爪囲炎	環状紅斑
子宮頸癌Ｉｂ１期	子宮頚癌	子宮頚部微小浸潤癌
両側鎖骨上窩リンパ節腫大	リンパ節腫大	鎖骨上リンパ節腫脹
関節滑膜炎	滑膜炎	膝関節滑膜炎
立位保持困難	四肢筋力低下	体力低下
左足痺れ	しびれ感	麻痺性内反足
Ｒｉｅｄｅｌ甲状腺炎	線維性甲状腺腫	急性化膿性甲状腺炎
鼻腔化膿性肉芽腫	細菌性肉芽腫症	化膿性口腔粘膜肉芽腫
右脛骨内果骨折	足関節内果骨折	脛骨骨折
左胸膜転移	胸膜播種	腹膜転移
右肺中葉転移	転移性肺癌	肺野異常陰影
下腿筋痛	下肢筋肉痛	大腿筋痛
右大腰筋血腫	血腫	殿部筋肉内血腫
十二指腸潰瘍再発	慢性十二指腸潰瘍	再発性十二指腸潰瘍
Ａｆ不変	心室細動	ＣＦＣ症候群
左下腿部帯状疱疹	帯状疱疹	胸部帯状疱疹
外陰部湿疹	湿疹	頭部湿疹
左肘頭開放骨折	開放骨折	尺骨肘頭開放骨折
若干硬結	硬結	板状硬結
発作性３度房室ブロック	第３度房室ブロック	高度房室ブロック
身体損傷	損傷	足損傷
慢性胆嚢炎	慢性胆のう炎	慢性胆細管炎
偽性高Ｋ血症	高カリウム血症	高ＩｇＥ血症
元々痛み	疼痛	鈍痛
肝形質細胞腫	形質細胞腫	肝良性腫瘍
躁病相	躁状態	軽躁病
ジューリング疱疹状皮膚炎	ジューリング病	湿疹状アレルギー性接触性皮膚炎
副腎偶発腫	良性副腎皮質腫瘍	副腎腺腫
右下腿紅斑	紅斑症	手掌紅斑
腸管通過障害	消化管狭窄	腸管運動障害
努力様呼吸	起坐呼吸	努力性呼吸
発赤皮疹	発疹	赤色湿疹
赤痢アメーバ大腸炎	アメーバ赤痢	アメーバ性非赤痢性大腸炎
Ｇｒａｄｅ　３肝障害	肝障害	中毒性肝障害
低ＡＬＢ血症	低アルブミン血症	高ＨＤＬ血症
関節痛症状	関節痛	痛風性関節症
総肺静脈還流異常症	肺静脈還流異常症	総肺静脈還流異常
左橈骨頭脱臼骨折	脱臼骨折	中足骨脱臼骨折
正中創感染	創傷感染症	ＭＲＳＡ術後創部感染
左網膜分枝動脈閉塞症	動脈閉塞症	網膜動脈分枝閉塞症
頸部浮腫	浮腫	足部浮腫
低血圧自覚症状	低血圧症	特発性低血圧症
常時痛み	疼痛	習慣性頭痛
多発肝転移増大	転移性肝癌	転移性肝腫瘍
左鼠径部疼痛	鼡径部痛	外陰部痛
円盤状皮疹	円板状エリテマトーデス	ＬＥ皮疹
夜間痙攣	痙攣	常性痙攣
膵体部小嚢胞	腫瘍性膵のう胞	膵管内管状腫瘍
耳介脂漏性湿疹少	脂漏性皮膚炎	外耳湿疹
両側急性硬膜下出血	急性硬膜下血腫	開放性外傷性くも膜下出血
喉頭蓋腫脹	喉頭蓋炎	喉頭蓋腫瘍
深部感覚鈍麻	感覚異常症	触覚鈍麻
痙攣重積後脳症	痙攣重積型二相性急性脳症	痙攣重積型急性脳症
小腸大腸型	小腸大腸クローン病	大腸重積症
インフルエンザＡ型感染症	インフルエンザＡ型	インフルエンザ菌ｂ型感染症
顕微鏡的大腸炎	大腸炎	細菌性大腸炎
直腸Ｒａ癌	直腸癌	ＫＲＡＳ遺伝子野生型直腸癌
苔癬局面	苔癬	類苔癬
足趾爪混濁肥厚	ころもじらみ寄生症	爪甲肥厚
ＣＭＶ肺炎	サイトメガロウイルス肺炎	ＭＲＣＮＳ肺炎
右ＩＣＡ狭窄	内頚動脈狭窄症	右室流出路狭窄
痰貯留	喀痰	過剰喀痰
足趾蜂窩織炎	足蜂巣炎	蜂窩織炎
僧帽弁狭窄兼逆流症	僧帽弁狭窄症	僧帽弁逆流症
歯槽膿漏	歯周炎	耳膿漏
左肘関節破壊	関節リウマチ・肘関節	人工肘関節の破損
皮下石灰化	皮膚石灰沈着症	足部石灰化上皮腫
薬剤性発熱	発熱	薬物熱
軽度ＡＤＨＤ	注意欠陥多動障害	ＡＤＨ異常
両心房拡大	心肥大	巨大左心房
上転障害	眼球運動障害	過外転症候群
腫瘍性	腫瘍	良性腫瘍
嫌悪感	悪寒	悪心
二次性僧帽弁閉鎖不全症	僧帽弁閉鎖不全症	先天性僧帽弁閉鎖不全症
腹痛嘔気	嘔気	腹痛症
左大腿部骨外性粘液型軟骨肉腫	軟骨肉腫	大腿骨軟骨肉腫
高度異形成相当	子宮頚部高度異形成	歯の形成異常
右頚部ＬＮ腫大	リンパ節腫大	ＣＲＨ産生腫瘍
側卵巣嚢腫	卵巣のう腫	卵巣甲状腺腫
哺乳後嘔吐	嘔吐症	新生児嘔吐
Ｃｒｏｎｋｈｉｔｅ−Ｃａｎａｄａ症候群	クロンカイト・カナダ症候群	Ｅｕｔｈｙｒｏｉｄ　Ｓｉｃｋ症候群
貧血傾向	貧血	症候性貧血
右中大脳動脈梗塞	内頚動脈塞栓症	脳外主幹動脈閉塞脳梗塞
脾臓結核	結核	肝結核
高浸透圧血症	高血糖高浸透圧症候群	低浸透圧血症
両下肢軽度浮腫	下肢浮腫	上肢浮腫
多形紅斑型薬疹	薬疹	紫斑型薬疹
静脈内腫瘍栓	腫瘍	静脈性血管腫
進行再発大腸癌	大腸癌	遺伝性大腸癌
胃接合部癌	胃癌	食道胃接合部癌
手足しびれ	しびれ感	手指先しびれ
内膜損傷	損傷	硬膜損傷
胃小彎側ＬＮ転移	胃周囲リンパ節転移	腹腔リンパ節転移
非浸潤性膀胱癌	膀胱癌	転移性膀胱癌
脂肪腫摘出	脂肪腫	胃脂肪腫
咽頭知覚障害	咽頭異常感症	咽喉頭知覚麻痺
急性胆嚢胆管炎	胆管炎	急性胆管炎
扁平上皮癌	癌	転移性扁平上皮癌
内痔核脱出	内痔核	脱出性内痔核
重症鬱血性心不全	うっ血性心不全	慢性うっ血性心不全
左乳癌特	乳癌	多発乳癌
Ａ型溶連菌感染症	溶連菌感染症	Ｂ群溶連菌感染症
悪性副腎外褐色細胞腫	褐色細胞腫	副腎皮質の悪性腫瘍
傍隔壁型肺気腫	肺気腫	一側性肺気腫
角膜糜爛	角膜びらん	角膜瘢痕
骨盤内播種新生	骨盤転移	脊髄播種
急性非代償性心不全	心不全	急性心不全
最近便秘	便秘症	習慣性便秘
１型高ウイルスＣ型慢性肝炎	Ｃ型慢性肝炎	急性ウイルス性肝炎
Ｌｉｓｔｅｒｉａ腸炎	細菌性腸炎	ＭＲＳＡ腸炎
ヒリヒリ感	疼痛	ピリピリ感
大動脈弁下心室中隔欠損	心室中隔欠損症	筋性部心室中隔欠損
右傍矢状静脈洞髄膜腫	髄膜腫	傍矢状洞髄膜腫
心尖部型肥大型心筋症	肥大型心筋症	心尖部肥大型心筋症
腎不全保存期	腎不全	末期腎不全
口腔内炎	口内炎	口腔粘膜炎
びまん性大細胞	びまん性大細胞型Ｂ細胞性リンパ腫	びまん性星細胞腫
大うつ病	単極性うつ病	うつ病
肝門部悪性リンパ腫	肝門部リンパ節転移	肝脾Ｔ細胞リンパ腫
精神病性うつ病	うつ病	反復性精神病性うつ病
水疱性類天疱	水疱症	水疱性類天疱瘡
中枢性低換気	換気量減少	心因性過換気
右膝ＡＣＬ損傷	前十字靱帯損傷	膝窩血管損傷
混合難聴	難聴	混合性難聴
毛孔一致性丘疹	丘疹	ピンタ性丘疹
先天性巨大色素性母斑	巨大母斑細胞母斑	非新生物性母斑
新出肺転移	転移性肺腫瘍	肺移植後
左聴器癌	癌	内耳癌
上腹部リンパ節転移	リンパ節転移	腹腔リンパ節転移
被殻梗塞	被殻出血	甲状腺梗塞
直腸Ｒａｂ癌	直腸癌	ＫＲＡＳ遺伝子野生型直腸癌
本日硬便少量	便異常	大量便
リンパ節圧痛	圧痛	ＭＰ関節痛
小血栓	血液凝固異常	脳血栓症
右耳失聴	聴覚消失	無難聴性耳鳴
炎症性脱髄性多発根神経炎	慢性炎症性脱髄性多発神経炎	多発性脊髄神経根炎
上行結腸腫瘤	腫瘤	大腸腫瘤
疾病不安	不安障害	不安うつ病
肺癌手術	肺癌	肺癌検診
膿貯留	膿瘍	卵管留膿症
片側副腎腫瘍	副腎腫瘍	男性化副腎腫瘍
リンパ節腫脹	リンパ節腫大	後頭部リンパ節腫脹
右椎骨動脈巨大血栓化動脈瘤	椎骨動脈瘤	鎖骨下動脈瘤
安心感	心気症	悪心
左鼡径ヘルニア再発	鼡径ヘルニア	再発性鼡径ヘルニア
暗青色斑	青色母斑	黄色斑眼底
ＨＣＶ陽性	Ｃ型肝炎ウイルス感染	ＰＣＷＨ
感染性静脈血栓症	静脈血栓症	急性静脈血栓症
過敏性膀胱炎	膀胱炎	急性膀胱炎
包交時出血	出血	性交後出血
外傷性変化	外傷	多発性外傷
中等度精神遅滞	中等度知的障害	自閉性精神発達遅滞
リポフスチン沈着	神経セロイドリポフスチン症	ムチン沈着症
中等度ＣＯＰＤ	慢性閉塞性肺疾患	ＳＣＣ高値
胸部圧痛	圧痛	腹部圧痛
気分不快症状	悪心	腹部不快感
乳突蜂巣	乳様突起炎	頭皮蜂巣炎
褥創形成	褥瘡	腟開放創
ガマ腫	がま腫	ゴム腫
夜間せん妄状態	せん妄	夜間せん妄
神経系腫瘍	腫瘍	神経細胞腫瘍
先天性側弯	肋骨異常を伴う先天性側弯症	特発性側弯症
非定型抗酸菌肺炎	肺炎	細菌性肺炎
手足痺れ	四肢しびれ	手足症候群
節外性濾胞辺縁帯リンパ腫	脾辺縁帯リンパ腫	原発性皮膚濾胞中心リンパ腫
Ｋｌｅｂｓｉｅｌｌａ　ｐｎｅｕｍｏｎｉａｅ敗血症	新生児クレブシエラ敗血症	ＭＲＳＡ敗血症
外腸骨域リンパ節腫大	リンパ節腫大	腸間膜リンパ節腫脹
貧血高度	貧血	慢性貧血
分化型管状腺癌	癌	前立腺小細胞癌
孤発性ＣＪＤ	孤発性クロイツフェルト・ヤコブ病	ＡＩＤＳ
食道がん	食道癌	食道びらん
肛門部発赤	発赤	咽頭発赤
小脳転移	転移性脳腫瘍	小脳疾患
腫瘍指摘	腫瘍	脳腫瘍摘出術後遺症
非浸潤性尿路上皮癌	尿管尿路上皮癌	尿道尿路上皮癌
両上肢痺れ	上肢しびれ	上肢麻痺
混合性肝癌	肝癌	混合型肝癌
甲状腺痛	甲状腺炎	前立腺痛
不消化便	消化不良性下痢	排便習慣の変化
末梢性めまい	めまい症	末梢性めまい症
四肢型運動失調	運動失調	四肢運動障害
左脛腓骨骨折	腓骨骨折	脛骨腓骨骨折
先天性脳血管異常	脳動静脈奇形	先天性脳異常
臀部皮疹	発疹	腰殿部帯状疱疹
歩行時軽度跛行	跛行	よろめき歩行
心室中隔扁平化	心室中隔欠損症	鏡像型心房配列
フルニエ壊疽	外陰部壊死性筋膜炎	ガス壊疽
卵巣癌破裂	卵巣癌	卵巣腫瘍破裂
歯牙損傷	切歯破折	眼損傷
両側乳糜胸水	胸水貯留	胎児胸水
尿漏れ	尿失禁症	混濁尿
髄液播種	腹膜播種	脊髄播種
後頭部皮下血腫	頭部皮下血腫	側頭部皮下血腫
ＭＲＳＡ菌血症	ＭＲＳＡ感染症	ＭＲＳＡ保菌者
篩骨蜂巣	篩骨洞炎	篩骨洞のう胞
仮性動脈瘤切除	偽性動脈瘤	食道静脈瘤破裂
鼻中隔血腫	血腫	鼻中隔出血
左嗅裂ポリープ	ポリープ	上顎洞ポリープ
軽度失調性構音障害	構音障害	発達性構音障害
びらんからの出血	出血	点状出血
動揺性精神神経症状	神経症	精神神経症
過呼吸気味	過換気症	口呼吸
真菌性感染性心内膜炎	細菌性心内膜炎	感染性心内膜炎
未分類関節炎	関節炎	ＤＩＰ関節炎
骨突出部発赤	発赤	下腿発赤
右浸潤影	胸部異常陰影	下肺野陰影
四肢近位筋筋力低下	筋力低下	四肢筋力低下
右乳腺良性腫瘍	乳腺腫瘍	乳房良性腫瘍
イレウス気味	偽性イレウス	機械的イレウス
前立腺癌死	前立腺癌	前立腺癌再発
再度皮疹	発疹	ＬＥ皮疹
低形成	骨髄低形成	舌低形成
血管原性浮腫	浮腫	血管神経性浮腫
Ｂｌｕｅ　ｔｏｅ　ｓｙｎｄｒｏｍｅ	末梢動脈疾患	Ｅｕｔｈｙｒｏｉｄ　Ｓｉｃｋ症候群
嚢胞様腫瘤像	腫瘤	顎下腺腫瘤
婦人科癌	癌	女性性器癌
両側眼振	眼振	特発性眼振
爪水虫	爪白癬	眼虫症
過活動型せん妄	せん妄	認知症に重なったせん妄
左下肢鬱滞性皮膚炎	うっ滞性皮膚炎	自家感作性皮膚炎
ＢＰＳＤ	認知症に重なったせん妄	ＨＤＬＳ
汎発性水痘感染症	水痘	ＭＲＳＡ感染症
えん下障害	嚥下障害	てんかん
左側頭葉挫傷	脳挫傷	前頭部挫傷
虚血性肝炎	肝炎	慢性肝炎
幽門前部狭窄	幽門狭窄症	術後幽門狭窄
圧迫移植部ネクローシス	壊死	ペースメーカ植え込み後皮膚圧迫壊死
舌乾燥	口腔乾燥症	口唇乾燥
円形紅斑	紅斑症	多形紅斑
左眼後発性白内障	白内障	先天性白内障
膵尾部腫瘤性病変	膵腫瘤	膵体尾部腫瘍
重症腸炎	腸炎	急性腸炎
左大腿骨転子下骨折	転子下骨折	大腿骨転子部骨折
肺野すりガラス状陰影	肺野異常陰影	肺野円形陰影
アテローム性血栓性脳梗塞	血栓性脳梗塞	アテローム血栓性脳梗塞
診察時皮疹	発疹	皮膚過敏症
切開関連性心房粗動	心房粗動	一過性心房粗動
術後不整脈	不整脈	術中不整脈
起床時咳嗽	咳	慢性咳嗽
血性腹水貯留	腹水症	血性腹水
心理的不安	不安障害	不安うつ病
右小細胞癌	小細胞肺癌	殿部基底細胞癌
多源性ＰＶＣ散発	心室期外収縮	周期性ＡＣＴＨ・ＡＤＨ放出症候群
原発性甲状腺機能低下	甲状腺機能低下症	原発性甲状腺機能低下症
ヨードアレルギー	ヨード過敏症	アレルギー
右ＩＣ動脈瘤	内頚動脈脳動脈瘤	大動脈瘤
活動性肝炎	肝炎	活動性慢性肝炎
排便なし	便秘症	排便障害
全身性Ｃａｎｄｉｄａ感染症	カンジダ症	ＭＲＳＡ感染症
顔面神経痛	三叉神経痛	頭部神経痛
疣贅様構造物	疣贅	化膿性疣贅
アルコ−ル性肝硬変	肝硬変症	アルコール性肝硬変
皮質層状壊死	壊死	皮膚壊死
両下肢深部静脈血栓症	下肢静脈血栓症	上肢静脈血栓症
脳炎脳症	脳症	慢性脳炎
辺縁性脳炎	脳炎	辺縁系脳炎
家族性ＣＪＤ	家族性クロイツフェルト・ヤコブ病	ＡＩＤＳ
圧迫時疼痛	疼痛	慢性疼痛
症型Ａ群溶連菌感染症	溶連菌感染症	Ｂ群溶連菌感染症
末梢肺動脈塞栓症	動脈塞栓症	肺動脈血栓塞栓症
歩容困難	歩行障害	歩行困難
脳室出血	出血	脳室内出血
顔面痺れ	しびれ感	顔面痙攣症
重度失調性構音障害	構音障害	機能性構音障害
卵巣癌Ⅲｃ期	卵巣癌	卵巣胎児性癌
低血糖鞘状	低血糖	髄液糖値低下
発赤潰瘍	発赤	陰唇潰瘍
左下肺浸潤影	肺部異常陰影	下肺野陰影
右大脳動脈未破裂動脈瘤	脳動脈瘤	未破裂脳動脈瘤
ｃｅｌｌ　ｌｅｕｋｅｍｉａ	白血病	ＣＡＲＡＳＩＬ
失語持続	失語症	全失語症
ＧＣＡ	巨細胞動脈炎	ＨＣＡＨＣ
大動脈弁硬化症	大動脈弁狭窄症	大動脈弁弁膜症
ＡＣＴＨ非依存性Ｃｕｓｈｉｎｇ症候群	クッシング症候群	Ｅｕｔｈｙｒｏｉｄ　Ｓｉｃｋ症候群
次週左気胸	気胸	新生児気胸
Ｍａｌｌｏｒｙ−Ｗｅｉｓｓ症候群	マロリ・ワイス症候群	Ｅｕｔｈｙｒｏｉｄ　Ｓｉｃｋ症候群
ドレーン出血	出血	後出血
副鼻腔転移	副鼻腔癌	副鼻腔異物
原発不明癌頸部転移	原発不明癌	多発性癌転移
再発腫瘤	腫瘤	化膿性腫瘤
犬吠様咳嗽	咳	アトピー咳嗽
左室ブロック波形	心電図異常	心室内ブロック
有痛性腫瘤	腫瘤	化膿性腫瘤
起床時頭痛	頭痛	一次性頭痛
Ⅱ型房室ブロック	房室ブロック	モビッツ２型第２度房室ブロック
慢性下気道感染	急性気管支炎	連鎖球菌性上気道感染
乳頭様腎盂腫瘍	腎盂乳頭状癌	腎盂乳頭腫
喀痰付着	喀痰	過剰喀痰
ＳＣＤ	脊髄小脳変性症	ＨＤＬＳ
無症候性腸アメーバ症	腸アメーバ症	慢性腸アメーバ症
手首痛	手部痛	足痛
地誌的失認	失認	病態失認
両側副腎腫瘍	副腎腫瘍	非機能性副腎腫瘍
左顔面痛覚障害	片側痛覚鈍麻	非定型顔面痛
粘膿性鼻汁	鼻汁	粘液性鼻漏
膣原発横紋筋肉腫	横紋筋肉腫	精巣横紋筋肉腫
卵巣嚢腫ＯＰ	卵巣のう腫	卵巣門細胞腫
子宮筋肉腫	子宮肉腫	子宮平滑筋肉腫
肺血管陰影増強	肺血管疾患	肺門部異常陰影
頭頸部放線菌症	放線菌症	顎放線菌症
Ｈｏｄｇｋｉｎ　Ｌｙｍｐｈｏｍａ	ホジキンリンパ腫	ＭＮＧＩＥ
術後創感染	術後膿瘍	術後創部感染
右下葉扁平上皮癌	下葉肺扁平上皮癌	転移性扁平上皮癌
咳嗽法	咳	慢性咳嗽
高リスク前立腺癌	前立腺癌	進行性前立腺癌
膿梗塞	脳梗塞	全膿胸
下大静脈狭窄	大静脈狭窄症	静脈狭窄
火傷	熱傷	外傷
入眠困難感	不眠症	全身倦怠感
非定型カルチノイド腫瘍	カルチノイド	異所性ＡＣＴＨ産生腫瘍
軽度食欲低下	食欲不振	神経性食欲異常
両下腿壊疽性膿皮症様潰瘍	膿皮症	下腿難治性皮膚潰瘍
恥骨骨髄炎	骨髄炎	恥骨骨炎
かすみ目	視力低下	爪かみ
眩暈消失	めまい	起立性眩暈
手指関節腫脹	関節炎	足関節腫脹
ＳＰＮ	充実性偽乳頭状腫瘍	ＰＣＷＨ
左足背発赤	下腿発赤	発赤
慢性的な呼吸困難	呼吸困難	発作性呼吸困難
低酸素虚血性脳症	低酸素性脳症	新生児低酸素性虚血性脳症
膵臓癌術後再発	膵癌	膵管癌
歩行ふらつき	めまい	よろめき歩行
結腸縫合不全	縫合不全	結腸回転不全
紅色腫瘤	腫瘤	皮膚腫瘤
神経アミロイドーシス	アミロイドーシス	神経サルコイドーシス
咽頭粘膜発赤	発赤	咽頭発赤
新生児死亡	原因不明の死亡	新生児仮死
腎結石多発	腎結石症	多発性腎結石
外表奇形	奇形	外鼻奇形
Ｉｓｐポリープ	大腸ポリープ	ポリープ
咽頭部発赤	発赤	咽頭発赤
頭部腫瘍	頭部皮下腫瘍	足部腫瘍
遅発性発疹	発疹	特発性発疹
肺炎悪化	肺炎	急性肺炎
骨外腫瘤形成	腫瘤	骨腫瘤
