出現形	正解	予測
右慢性中耳炎	慢性中耳炎	左心房粘液腫
アレルギー様	アレルギー	縦隔結核
ノカルジア脳膿瘍	ノカルジア症	ハシトキシコーシス
大腸ポリープ有	大腸ポリープ	先天性魚鱗癬
右後頭部帯状疱疹	後頭部帯状疱疹	交感性ぶどう膜炎
右頚部結核性リンパ節炎	結核性リンパ節炎	インフルエンザ菌肺炎
陳旧性多発アテローム血栓性脳梗塞	陳旧性アテローム血栓性脳梗塞	急性胃腸障害
誤嚥徴候	異物誤嚥	Ｓ状結腸憩室穿孔
右前腕皮疹	発疹	鼻部挫傷
多発肺腫瘤	肺腫瘤	間脳症
後腹膜浸潤	後腹膜悪性腫瘍	急性心不全
網状紫斑	紫斑病	下垂体機能低下症
胚細胞腫瘍	腫瘍	ヨード過敏症
ゲノタイプ１ｂ型Ｃ型肝硬変	Ｃ型肝硬変	クレアチニンクリアランス低下
類円形腫大	リンパ節腫大	尾骨開放骨折
中枢性気管支拡張像	気管支拡張症	アフタ性咽頭炎
小股歩行	歩行異常	骨髄機能低下
脳血管傷害	脳血管障害	低鼻声
糖尿病末梢神経障害	糖尿病性単ニューロパチー	後頚部腫瘤
ルンバール後頭痛	腰椎穿刺後頭痛	二次性ネフローゼ症候群
急性重症Ｂ型肝炎	Ｂ型肝炎	小脳性構音障害
下垂時疼痛	疼痛	悪性腫瘍に伴う貧血
頚部蜂窩織炎	頚部蜂巣炎	十二指腸ポリポーシス
腹満不変	腹部膨満	感染性膵壊死
一過性心筋虚血	心筋虚血	腟口狭小
日勤帯発熱	発熱	下口唇血管腫
結核性喉頭狭窄	喉頭狭窄症	しらみ媒介性回帰熱
両側鼻内ポリープ	鼻茸	放射線性甲状腺炎
手掌潮紅	紅潮	五胎分娩
低血糖歴何年	低血糖	過敏性腸症候群
離床時眩暈	めまい	出血性十二指腸潰瘍
高齢者Ｃ型慢性肝炎	Ｃ型慢性肝炎	眼窩骨折
ＳＬＥ発症	全身性エリテマトーデス	血小板無力症
軽度咽頭違和感	咽頭異常感症	顔面いちご状血管腫
体熱感	不明熱	膵臓癌骨転移
悪性腫瘍評価	悪性腫瘍	橈骨近位端骨折
発赤領域	発赤	少関節型若年性関節炎・手関節
閉塞性大腸癌	大腸癌	足底筋肉内異物残留
子宮頚部ポリープ	子宮頚管ポリープ	角膜移植拒絶反応
両側大腰筋血腫	血腫	頭部粃糠疹
ＰＳＬＮ転移	大動脈周囲リンパ節転移	血小板無力症
咽頭部疼痛	咽頭痛	十二指腸脂肪腫
肺腫瘍塞栓症	肺腫瘍	乳腺腫大
羊水過多	羊水過多症	開放性脳底部挫傷
筋肉痛症状	筋肉痛	外歯瘻
心外膜石灰化	心膜石灰化	破裂性胸部大動脈瘤
右下肢急性動脈閉塞症	下肢急性動脈閉塞症	旧義歯破損
４型進行胃癌	胃進行癌	弁下型左室右房交通症
圧迫性脊髄症	脊髄症	下腿筋断裂
出血源不明	出血	精神障害
貧血性網膜症	貧血網膜症	ミトコンドリア糖尿病・昏睡合併あり
椎間板突出	椎間板症	関節リウマチ・脊椎
カルチノイド腫瘍	カルチノイド	頚髄症
心臓内腫瘤	腫瘤	出血傾向
日中気分不快	悪心	脳表ヘモジデリン沈着症
多発性嚢胞肝	多発性肝のう胞	肝門部腫瘍
仙骨奇形	仙骨部奇形	骨膜骨髄炎
けいれん再発	痙攣	動眼神経萎縮
遊走性静脈炎	遊走性血栓性静脈炎	耳頭症
左胸膜炎	胸膜炎	後腹膜血管筋脂肪腫
直腸癌術後異時性肝転移	転移性肝癌	尿道膿瘍
手指痺れ	しびれ感	後大脳動脈症候群
左卵管水腫	卵管留水症	ウイルソン病
歩行時呼吸困難	労作時呼吸困難	慢性複雑性膀胱炎
ガーゼ出血	出血	拡張期雑音
老人性紅皮症	紅皮症	気管支腺腫
右被殻脳梗塞	被殻出血	アメーバ性虫垂炎
自律神経ニューロパチー	自律神経性ニューロパチー	早発型発達緑内障
子宮頚部嚢胞	子宮頚部腫瘍	腓腹筋肉離れ
右原発閉塞隅角緑内障	原発閉塞隅角緑内障	皮膚結節
腺腫内癌	癌	スピルマイヤー・フォークト病
両下肢浮腫軽度	下肢浮腫	眼部咬創
右化膿性肩関節炎	化膿性関節炎・肩関節	出血
膣転移	腟癌	急性心不全
体力低下著明	体力低下	胸椎腫瘍
左小脳陳旧性梗塞	陳旧性脳梗塞	神経線維腫症
淡黄色粘稠痰	喀痰	多発開放骨折
外傷所見	外傷	Ｄ群連鎖球菌敗血症
発赤局面	発赤	少関節型若年性関節炎・手関節
膀胱癌既往	膀胱癌	典型的前兆に頭痛を伴う片頭痛
左末梢性肺動脈狭窄	肺動脈狭窄症	皮下フェオミコーシス性膿瘍
骨代謝異常	代謝障害	歯突起骨折
心陰影拡大	胸部異常陰影	関節強直
腎動脈下腹部大動脈瘤	腹部大動脈瘤	間欠性振戦
腸管壁内気腫	皮下気腫	一部子宮内反症
慢性活動性ＥＢＶ感染症	ＥＢウイルス感染症	頬腔異物
足関節圧痛	関節痛	顔面皮膚腫瘍
夕方発熱	発熱	発疹チフス
顔面紅班	紅斑症	機械的イレウス
排便痛	排便障害	フライ症候群
左水腎	水腎症	陰茎脂肪腫
代謝異常	代謝障害	慢性表在性舌炎
両下肢リンハ゜浮腫	下肢リンパ浮腫	食物によるアナフィラキシーショック
左頸部ＬＮ腫脹	肘リンパ節腫脹	急性デンスデポジット病
肺門部リンパ節腫脹	リンパ節腫大	播種性スポロトリコーシス
呼吸困難感軽度	呼吸麻痺	慢性複雑性膀胱炎
左膝窩動脈血栓症	動脈血栓症	心膜結核
左股関節脱臼	股関節脱臼	気管支閉鎖
ルーフ゜ス腎炎	ループス腎炎	腹部良性軟部腫瘍
鼠径部腫脹	鼡径部腫脹	手舟状骨骨折
内鼠径ヘルニア	内鼡径ヘルニア	筋疲労
左頬部血管腫	頬部血管腫	アッサム熱
開口制限	開口不全	角質増殖症
変形性関節炎	変形性関節症	後下小脳動脈解離
初回歩行時ふらつき	よろめき歩行	胃十二指腸クローン病
洞性頻脈	洞頻脈	腱性マレット指
腹膜播種巣	腹膜播種	肋軟骨離断
アレルギ—性結膜炎	アレルギー性結膜炎	産科的外陰血腫
鼠径部血腫	血腫	鼻中隔弯曲症
暗赤色嘔吐	嘔吐症	脊髄くも膜のう胞
直腸癌ＯＰ	直腸癌	足底有棘細胞癌
左増殖性糖尿病網膜症	糖尿病網膜症	人工関節のゆるみ
レム睡眠行動異常	異常行動	脳血管先天奇形
左大腿有棘細胞癌	大腿有棘細胞癌	習慣性アンギナ
声帯癌	声門癌	急性中耳炎
左大腿部疼痛	大腿痛	頚椎腫瘍
右顎関節症	顎関節症	２型糖尿病性多発ニューロパチー
骨頭壊死	骨壊死	直腸びらん
中枢神経浸潤	中枢神経系損傷	部分てんかん
直腸皮下瘻孔	難治性瘻孔	急性シャガス病性心筋炎
胆嚢腫大	胆のう肥大	筋膜結核
Ｈｅｅｒｆｏｒｄｔ症候群	ぶどう膜耳下腺熱	精索欠損
前立腺癌既往	前立腺癌	老化
ダグラス窩腹水	腹水症	前胸部腫脹
失見当障害	見当識障害	急性心内膜炎
ツツガムシ感染症	つつが虫病	子宮癌肉腫
特発性血小板減少症紫斑病	特発性血小板減少性紫斑病	根尖性歯周炎
前立腺浮腫	浮腫	腹圧性尿失禁
胞性腫瘤	腫瘤	前腕皮膚良性腫瘍
右鼠径リンパ節腫脹	鼡径部リンパ節腫脹	暫間固定装置破損
ＡＡＡ破裂	腹部大動脈瘤	趾切断
夜間覚醒	不眠症	腸骨稜棘
初発癌	癌	運動ニューロン疾患
右迷走神経鞘腫	神経鞘腫	短頭症
痙攣様	痙攣	ＨＤＬＳ
機会誤嚥	嚥下障害	Ｓ状結腸憩室穿孔
大腿静脈血栓	静脈血栓症	心膜結核
股関節部骨折	股関節骨折	焼身自殺
吸収不全症侯群	吸収不良症候群	全身性エリテマトーデス性心膜炎
新生血管緑内障	緑内障	臼歯部開咬
甲状腺低下症	甲状腺機能低下症	舌異物
アメーバ肝膿瘍	肝アメーバ症	先天性脊柱前弯
先天性真珠腫	真珠腫	聾唖
頭部皮膚欠損	頭部皮膚欠損創	ＡＣＴＨ分泌低下症
右肺門部浸潤影	胸部異常陰影	偽視神経炎
食道悪性腫瘍	食道癌	子宮類内膜腺癌
傍大動脈リンパ節転移	大動脈周囲リンパ節転移	シャルコー・マリー・トゥース病
ビタミンＤ欠乏	ビタミンＤ欠乏症	足部壊死性筋膜炎
レントゲン異常	胸部異常陰影	先天性点状白内障
器質的心疾患	心疾患	後天性溶血性貧血
温痛覚	温痛覚過敏	肘部挫創
両側内反足	内反足	腸間膜悪性腫瘍
低酸素症状	低酸素性脳症	膝関節異所性骨化
粘稠痰少量	喀痰	淋菌性結膜炎
ダンベル型腫瘍	腫瘍	慢性腸アメーバ症
催不整脈作用	不整脈	中指ＤＩＰ関節側副靱帯損傷
左腋窩汗腺癌	汗腺癌	ＶＡシャント機能不全
感染性仮性嚢胞	仮性膵のう胞	手部悪性線維性組織球腫
乳房熱感	ほてり	頬部開放創
大腸穿孔	腸穿孔	人工心臓弁の機械的合併症
腎瘢痕	瘢痕	腹部ボーエン病
孤立性左室緻密化障害	孤立性心筋緻密化障害	大動脈結腸瘻
進行性顔面片側萎縮症	顔面痙攣症	上肢外傷後遺症
左手関節痛	手関節痛	子宮直腸瘻
右鼠径部腫脹	鼡径部腫脹	急性デンスデポジット病
びりびりしたしびれ	しびれ感	肩甲部圧挫傷
発赤軽減	発赤	少関節型若年性関節炎・手関節
悪寒等	悪寒	頚部転移性腫瘍
非逆流性食道炎	食道炎	頭蓋骨異常
甲状腺萎縮	後天性甲状腺萎縮	肛門痙攣
呼吸苦自覚症状	呼吸困難	小指関節捻挫
多発単神経障害	多発性単ニューロパチー	ハンター舌炎
中毒性	中毒	上腕骨解剖頚骨折
右肺上葉結節影	胸部異常陰影	偽視神経炎
骨膜肥厚	肥厚性皮膚骨膜症	前額部虫刺傷
リステリア感染症	リステリア症	脊髄神経鞘腫
アルコール性脂肪性肝炎	アルコール性脂肪肝	顎骨のう胞
脳室穿破	脳出血	妊娠満３７週以前の偽陣痛
鼠径部リンパ節腫大	鼡径部リンパ節腫脹	足炎
吐気治	嘔気	早産に関連する新生児黄疸
右鼡径部リンパ節腫脹	鼡径部リンパ節腫脹	慢性動脈閉塞症
多発肺塞栓	肺塞栓症	乳腺腫大
右腋窩リンパ節転位	腋窩リンパ節転移	先天性肺線維症
重度右片麻痺	片麻痺	耳前部石灰化上皮腫
両側乳房腫瘤	乳房腫瘤	上顎骨良性腫瘍
原発不明癌頸部リンパ節転移	頚部リンパ節転移	変形性胸鎖関節症
後腹膜脂胞肉腫	後腹膜脂肪肉腫	肩関節脱臼骨折
胆管閉塞機転	胆管閉塞症	結核性卵管炎
右下葉原発扁平上皮癌	下葉肺扁平上皮癌	下背部ストレイン
腰椎圧迫骨折既往	腰椎圧迫骨折	多発性拘縮
便秘悪化	便秘症	排尿障害
潜血３	顕微鏡的血尿	ポータータイプ拡大装置不適合
アレルギー性血管浮腫	浮腫	加重型妊娠高血圧腎症
肺動脈分岐部狭窄	肺動脈分岐部狭窄症	類上皮血管筋脂肪腫
顕微的血尿	血尿	高齢者ＥＢＶ陽性びまん性大細胞型Ｂ細胞性リンパ腫
右鼡径リンパ節腫脹	鼡径部リンパ節腫脹	慢性動脈閉塞症
左足多趾症	多趾症	腎出血
日中痛み	疼痛	中大脳動脈塞栓症
不安感	不安障害	直腸癌穿孔
眼球運動痛	疼痛	若年性ポリープ
腰椎変性側弯症	腰椎側弯症	射精障害
右腎低形成	低形成腎	視床症候群
Ｙｅｒｓｉｎｉａ　ｅｎｔｅｒｏｃｏｌｉｔｉｃａ感染症	エルシニア菌食中毒	金属歯冠修復不適合
膿胸合併肺放線菌症	肺放線菌症	心因性発熱
チクチク痛む	チクチク感	前額部裂創
左水尿管症	水尿管症	中指皮膚欠損創
多発肺内転移	転移性肺癌	腹壁冷膿瘍
左下葉肺癌断端再発	下葉肺癌	気管切開後気管食道瘻
右大腿部発赤	下腿発赤	口蹄疫
右顔面打撲	顔面打撲傷	腸アトニー
糖尿病性自律神経障害	糖尿病性自律神経ニューロパチー	後頚部腫瘤
分破水	破水	放火癖
重症マイコプラズマ肺炎	マイコプラズマ肺炎	咽喉出血
卵巣嚢腫破裂	卵巣のう腫破裂	子宮体部悪性腫瘍
抗原血症	サイトメガロウイルス感染症	下腿切創
褥瘡発症	褥瘡	複雑性合指症
甲状軟骨浸潤	甲状軟骨の悪性腫瘍	腰部神経根炎
潜在性副腎皮質機能低下症	副腎皮質機能低下症	外反中足
眼球陷凹	眼球陥没	続発性赤血球増加症
両足趾潰瘍	趾皮膚潰瘍	クラスプ破損
過換気症状	過換気症	卵巣胚細胞腫瘍
左鎖骨下リンパ節転移	リンパ節転移	慢性尿路感染症
上右卵管留血腫	卵管留血腫	傍十二指腸ヘルニア
濾胞性リンパ腫再発	濾胞性リンパ腫	頚部白癬
両眼糖尿病性網膜症	糖尿病網膜症	外転神経不全麻痺
左外傷性大腿骨頭壊死	外傷性大腿骨頭壊死	リジン尿性蛋白不耐症
肝臓病変	肝疾患	連鎖球菌性アンギナ
右第１趾潰瘍	趾皮膚潰瘍	非器質性遺尿症
腋窩痛	腋窩部痛	ＧＡＬＥ欠損症
踵部発赤	発赤	口蹄疫
両側ぶどう膜炎	ぶどう膜炎	腓腹筋損傷
右アスペルギルス肺炎	肺アスペルギルス症	温度感覚過敏
痔疾患	痔核	混合型先天性ヨード欠乏症候群
無疱疹帯状疱疹	帯状疱疹	神経母斑症
吐き気軽度	嘔気	脊髄くも膜のう胞
非結核性抗酸菌性人工関節感染症	非結核性抗酸菌症	剥離性食道炎
両下肢不随意運動	不随意運動症	外傷性嗅神経損傷
前胸痛	胸痛	猫ひっかき病
洞結節不全症候群	洞不全症候群	続発性血小板減少性紫斑病
結腸皮膚瘻	皮膚瘻	皮膚良性腫瘍
患肢熱感	ほてり	非医学的人工妊娠中絶
両側腎膿瘍	腎膿瘍	頭頂骨良性腫瘍
右喉頭腫瘍	喉頭腫瘍	眼窩線維腫
潜血	顕微鏡的血尿	ポータータイプ拡大装置不適合
細菌性脳動脈瘤破裂	脳動脈瘤破裂	食道上皮内癌
右鼡径部皮下出血	皮下出血	頚部石灰化上皮腫
右下腿筋肉内出血	筋肉内血腫	腹腔内デスモイド
痒感	そう痒	乾癬性関節炎・足関節
大動脈リンパ節転移	大動脈周囲リンパ節転移	シャルコー・マリー・トゥース病
心内血栓	心内血栓症	胃運動亢進症
術後出血	後出血	甲状腺機能低下に伴う貧血
気分悪	悪心	髄液混濁
腰部脊椎管狭窄症	腰部脊柱管狭窄症	鼻部皮下腫瘤
遠位弓部嚢状動脈瘤	動脈瘤	性嗜好の障害
左総腸骨動脈狭窄	総腸骨動脈狭窄	続発性虹彩炎
尿潜血遷延	顕微鏡的血尿	老年精神病
夜間悪寒	悪寒	頚部転移性腫瘍
造骨性骨転移	骨転移癌	出血性外痔核
腫瘍制御	腫瘍	小指中手骨遠位端骨折
失調性構音障害	構音障害	腰部筋肉内異物残留
右上腕骨頸部骨折	上腕骨頚部骨折	脛骨天蓋骨折
リンハ゜節腫大	リンパ節腫大	足炎
皮疹拡大傾向	発疹	肺結核・鏡検確認あり
依然浮腫	浮腫	壊疽性臍ヘルニア
右足底部蜂窩織炎	足蜂巣炎	十二指腸ポリポーシス
血栓閉塞型大動脈解離	早期血栓閉鎖型大動脈解離	喉頭白斑症
急性期脳血管障害	脳血管障害	距骨壊死
朝方痰	喀痰	神経線維腫症１型
進行性直腸癌	直腸癌	足底有棘細胞癌
小腸型クローン病	小腸クローン病	舌下腺膿瘍
軽度すりガラス影	胸部異常陰影	体重減少
二次性血小板増多症	血小板増加症	眼リンパ節リステリア症
胃膵嚢胞	膵のう胞	傍食道ヘルニア
最近浮腫	浮腫	食道軟化症
右顔面疼痛	顔面痛	消化管アニサキス症
便失禁多量	便失禁	産褥白股症
労作時頻脈	頻脈症	母斑症
両下肢結節性紅斑	結節性紅斑	胃切除後癒着
重症胆管炎	胆管炎	眼瞼割創
右側胸部痛	胸痛	足底多汗症
右小指基節骨骨折	小指基節骨骨折	胆のう水腫
右足背腫脹	足背腫脹	腹部皮膚線維肉腫
右上肢発赤	発赤	口蹄疫
呂律のまわりにくさ	構音障害	術後消化管出血性ショック
アミオダロン誘発性甲状腺中毒症	薬剤性甲状腺機能障害	腟上皮異形成・異型度１
左胸部痛	胸痛	大腿骨側頚部開放骨折
右大腿痛	大腿痛	慢性膿胸
左下腿ＤＶＴ	下腿静脈血栓症	腸管運動障害
動悸等症状	動悸	橈尺骨癒合症
紫斑	紫斑病	輪状暗点
致死性不整脈出現	不整脈	耳介低位
顆粒膜細胞腫	卵巣顆粒膜細胞腫	膵損傷・腹腔に達する開放創合併なし
一瞬痛み	疼痛	円蓋部髄膜腫
意識障害患者	意識障害	ヒステリー性側弯症
切迫早産腹緊	切迫早産	穿通胎盤・出血を伴わない
難治性皮膚非定型抗酸菌症	非結核性抗酸菌症	リンパ性白血病骨髄浸潤
頚部鈍痛	鈍痛	意識障害
発赤範囲	発赤	少関節型若年性関節炎・手関節
左腕腫脹	前腕腫脹	脊椎骨粗鬆症
右肺上葉陰影	胸部異常陰影	偽視神経炎
右上葉肺結節	結節性肺結核	口腔底癌
空腹時高血糖	高血糖症	口唇石灰化上皮腫
右麻痺	片麻痺	白血球の遺伝性異常
味覚変化	味覚障害	コーツ病
器質化肺炎	特発性器質化肺炎	尿路カンジダ症
浮腫悪化	浮腫	未萌出歯
凝固異常症	血液凝固異常	爪変色
右側頭葉脳梗塞	脳梗塞	アメーバ性虫垂炎
両側下顎骨折	下顎骨骨折	胸骨軟骨肉腫
左頭頂葉神経膠腫	頭頂葉神経膠腫	腰椎病的骨折
骨盤内多発リンパ節転移	骨盤内リンパ節転移	眼板異物
直腸閉塞	直腸閉鎖	子宮頚管無力症のための母体管理
運動ニューロン病	運動ニューロン疾患	前頭頂骨進入
肺犬糸状虫症	犬糸状虫症	ナットクラッカー現象
軽度骨棘	骨棘	ＤＩＰ関節脱臼
疲労感少	疲労感	孤発性クロイツフェルト・ヤコブ病
多発性肝腫瘤	肝腫瘍	副腎皮質ホルモン剤副作用
意味性錯語	文意失語症	色素性網膜ジストロフィー
ｃｏａｒｓｅ　ｃｒａｃｋｌｅｓ	湿性ラ音	十二指腸静脈瘤
緑色下痢便	下痢症	上顎骨線維腫
皮膚損傷リスク	皮膚損傷	腰椎椎間板性椎間孔狭窄症
左母指痛	母指痛	分娩損傷による骨格
ＡＶブロック	房室ブロック	下顎角部開放骨折
前縦隔ＬＮ転移	縦隔リンパ節転移	男外性器奇形
間質性肺炎発症	間質性肺炎	漏出性胸水
外側脱臼	脱臼	モラレ髄膜炎
右環指基節骨骨折	環指基節骨骨折	多発性挫傷
左殿部疼痛	殿部痛	一側性感音難聴
両側錐体路障害	錐体路障害	不適合輸血反応
両足しびれ	下肢しびれ	口腔腐蝕
膜性増殖性	膜性増殖性糸球体腎炎	尾骨腫瘍
頻脈性心房粗動	心房粗動	尺骨動脈損傷
下肢血流障害	下肢血行障害	関係念慮
左肺上葉大細胞癌	上葉肺大細胞癌	頚部蜂巣炎
結核性肋膜炎	結核性胸膜炎	腎盂癌
疼痛有	疼痛	閉経期障害
実質外腫瘤	腫瘤	巨頭症
骨盤部リンパ節転移	骨盤内リンパ節転移	眼板異物
左三叉神経帯状疱疹	三叉神経帯状疱疹	神経切断
間質性肺炎悪化	間質性肺炎	漏出性胸水
仙骨部骨折	仙骨骨折	タナトフォリック骨異形成症
重症低体温症	低体温	大腿骨頚部外側骨折
関節炎悪化	関節炎	リウマチ性冠状動脈炎
右尖足	尖足	耳輪埋没症
両手指浮腫	浮腫	器質性の妄想状態および幻覚妄想状態
左主気管支狭窄	気管支狭窄症	急性咽頭喉頭炎
浸潤癌化	癌	小児ＥＢＶ陽性Ｔ細胞リンパ増殖性疾患
就寝後呼吸困難	呼吸困難	肥厚性瘢痕
仮性膵嚢胞	仮性膵のう胞	下肢切断
右肺上葉癌	上葉肺癌	１型糖尿病性動脈閉塞症
訪室時疼痛	疼痛	悪性腫瘍に伴う貧血
膠原病様症状	膠原病	肋骨多発開放骨折
軽度黄染	黄疸	妊娠満３７週以後の偽陣痛
転移性膵癌	膵癌	尿道膿瘍
除皮質硬直様	除皮質硬直	ジル・ドゥ・ラ・トゥーレット症候群
間歇跛行	間欠性跛行	食道表在癌
動脈瘤コイル塞栓術	動脈瘤	妊娠中の性器感染症
紅斑散在	紅斑症	単純性尿路感染症
右膝疼痛	膝関節痛	産褥敗血症
食思不振傾向	食欲不振	ジスキネジア
皮内腫瘍	腫瘍	グルタル酸血症２型
左前床突起部髄膜腫	髄膜腫	胃幽門部癌
右脳梗塞	脳梗塞	示指ＭＰ関節挫傷
軽度腹部痛	腹痛症	高齢妊娠
多発毛細血管拡張	オスラー病	腰仙部脂肪腫
不整脈誘発	不整脈	耳介低位
左肺動脈ＰＥ	肺動脈血栓塞栓症	胃液分泌過多
胃潰瘍再発	胃潰瘍瘢痕	連鎖球菌肺炎
境界域精神発達遅滞	知的障害	肩扁平母斑
胆石膵炎	胆石性膵炎	尺骨遠位端開放骨折
右腕頭動脈瘤	腕頭動脈瘤	口腔外傷性腫脹
外陰部ｐａｇｅｔ癌	外陰部パジェット病	症候性肥満
リウマチ様症状	関節リウマチ	家族性脊髄性筋萎縮症
肺癌性リンパ管症	癌性リンパ管症	頻拍症
左上腕骨顆部骨折	上腕骨顆部骨折	薬物誘発性緑内障
骨盤位妊娠	骨盤位	コンポジットレジン過高
大腿骨骨折後	大腿骨骨折	大腿神経麻痺
左椎間孔狭窄	結合組織性椎間孔狭窄症	新生児末梢神経損傷
前立腺軽度腫大	前立腺肥大症	指中節骨腫瘍
下顎腫脹	下顎部腫脹	輪状軟骨後部裂
鼻中隔弯曲	鼻中隔弯曲症	指骨骨折
大腸憩室症	多発性大腸憩室症	腸骨ユーイング肉腫
逆流性食道炎無	逆流性食道炎	頭蓋骨異常
致死性偽膜性腸炎	偽膜性腸炎	腸出血
眼窩蜂窩織炎	眼窩蜂巣炎	多発性大腸憩室症
排尿後痛	排尿痛	僧帽弁腱索断裂
右腹痛	腹痛症	先天性耳管異常
嚥下耳痛	耳痛症	フライ症候群
茶色出血	出血	遺伝性難聴
左下葉扁平上皮癌	下葉肺扁平上皮癌	下背部ストレイン
右腎梗塞	腎梗塞	肺ブラストミセス症
原発性ヘモクロマトーシス	ヘモクロマトーシス	クレブシェラ腸炎
右前頭葉膠芽腫	前頭葉膠芽腫	幼児痙攣
急性水頭症	水頭症	拒絶反応
活動性肺結核所見	活動性肺結核	趾骨悪性腫瘍
右眼白内障	白内障	腸管破裂・腹腔に達する開放創合併あり
本日胸痛	胸痛	猫ひっかき病
直腸膀膀胱窩	直腸膀胱瘻	関節リウマチ・胸椎
頚部結核性リンパ節炎	結核性リンパ節炎	インフルエンザ菌肺炎
左橈骨遠位骨折	橈骨遠位端骨折	足関節離断術後
逆行性Ｐ波	心電図異常	直腸脱
しびれない	しびれ感	肩甲部圧挫傷
臀部圧痛	圧痛	皮膚原発性未分化大細胞リンパ腫
咽頭血腫	咽頭部血腫	慢性脳炎
膀胱癌再発	膀胱癌	典型的前兆に頭痛を伴う片頭痛
多発皮下転移	皮下腫瘍	急性心不全
両側肺動脈血栓塞栓症	肺動脈血栓塞栓症	外陰上皮異形成・異型度１
副鼻腔病変	副鼻	ウェルニッケ・ポサダ病
安静時呼吸苦	呼吸困難	肥厚性瘢痕
左胸膜播種	胸膜播種	下顎頭骨折
陰嚢疼痛	陰のう痛	腓骨骨折
上眼瞼腫脹	眼瞼浮腫	脊髄係留症候群
右下肢複雑骨折	開放骨折	濾胞樹状細胞腫瘍
可動性良好腫瘤	腫瘤	前腕皮膚良性腫瘍
両頬部発赤	発赤	口蹄疫
感染性肝嚢胞	肝のう胞	殿部脂肪腫
左鼡径部腫脹	鼡径部腫脹	手舟状骨骨折
突然呼吸困難	呼吸困難	慢性複雑性膀胱炎
皮下出血斑	皮下出血	気管支結石症
右下腿骨髄炎	大腿骨骨髄炎	前頭部切創
平行機能障害	平衡異常	臼後歯
元々杖歩行	歩行障害	前立腺無形成
両下肢腫脹	下肢腫脹	胃腫瘤
左傍矢状洞髄膜腫	傍矢状洞髄膜腫	リチウム中毒
限局性皮膚硬化型全身性強皮症	全身性強皮症	先天性声門下狭窄症
毎回失禁	尿失禁症	産褥白股症
右小脳腫瘍	小脳腫瘍	足根骨軟骨肉腫
続発性サルコペニア	サルコペニア	結核腫
非医原性左尿管狭窄	尿管狭窄	難治性逆流性食道炎
下腿血腫	血腫	母指骨折
逆流性膀胱炎	膀胱尿管逆流	ブラジル出血熱
覚醒時疼痛	疼痛	前頚頭頂部挫創
左大転子部発赤	発赤	口蹄疫
卵巣原発腫瘍	卵巣腫瘍	血管迷走神経性失神
リンパ腫再発	悪性リンパ腫	四肢小児湿疹
重度運動障害性構音障害	構音障害	口唇外傷性異物
右肩周囲炎	肩周囲炎	無熱性肺炎
軽度動悸	動悸	橈尺骨癒合症
左ポスナーシュロスマン症候群	ポスナーシュロスマン症候群	膀胱石灰化
液体貯留	体液貯留	日光網膜症
低張性低ナトリウム血症	低ナトリウム血症	授乳困難
癌性胸腹膜炎	癌性腹膜炎	先天性子宮欠損
心臓内腫瘍	心臓腫瘍	子宮内膜腺様のう胞性増殖症
左坐骨神経麻痺	坐骨神経麻痺	小腹急結
リステリア髄膜脳炎	リステリア性髄膜脳炎	アレルギー性鼻炎
点圧痛	圧痛	急性放射線皮膚炎
帯状疱疹ウイルス脳炎	帯状疱疹性脳炎	第４脳室腫瘍
齲蝕	う蝕	肋骨弓部打撲
腎性急性腎障害	腎障害	下腹部浮腫
喉頭嚢胞	喉頭のう胞	脳クロモミコーシス
甲状腺乳頭腺癌	甲状腺乳頭癌	口唇外傷性腫脹
左上下肢しびれ	半身しびれ	クラミジア子宮頚管炎
心筋傷害	心筋疾患	中等度知的障害
圧迫性骨折	圧迫骨折	陰のう湿疹
胆嚢胆石	胆泥	出血性十二指腸潰瘍穿孔
縱隔リンパ節転移	縦隔リンパ節転移	新生児直腸出血
悪性細胞	癌	尿細管性アシドーシス
Ｌｉｓｔｅｒｉａ　ｍｏｎｏｃｙｔｏｇｅｎｅｓ敗血症	敗血症	大腿母斑細胞母斑
パニック症侯群	パニック障害	黄色腫症
アレルギー性肺アスペルギルス症	アレルギー性気管支肺アスペルギルス症	先天性白内障
左下肢原発性リンパ浮腫	リンパ浮腫	口蓋上皮内癌
呼気時喘鳴	喘鳴	多のう胞性卵巣症候群
落ち着かない	多動性障害	開放性胃腸管損傷
苦悶症状	胸内苦悶	胆のうカルチノイド
トルーソー症候群	トルソー症候群	手指偽関節
全身浮腫不変	全身性浮腫	肢運動失行症
左側頭円蓋部髄膜腫	円蓋部髄膜腫	熱傷後瘢痕ケロイド拘縮
周術期喘息発作	気管支喘息発作	胸椎症性脊髄症
薬剤性副腎不全	副腎皮質機能低下症	咽頭炎
乳がん	乳癌	複合レジン冠粗造
巣状分節状糸球体硬化症	巣状糸球体硬化症	ＲＳウイルス脳症
口腔乾燥感	口腔乾燥症	胸椎横断麻痺
右手関節尺側部痛	手関節痛	閉鎖性胸部気管損傷
右上顎洞真菌症	上顎洞炎	成熟白内障
鮮血便	血便	大腿内側部痛
心配症	心配	先天性ミオトニア
アシドーシス進行	アシドーシス	インスリン自己免疫症候群
右足滑液包炎	滑液包炎	女子色情症
第５胸椎転移	胸椎転移	気管熱傷
表出性言語発達遅滞	言語発達遅滞	バーネット症候群
